Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"20.201","Fundamentals of Drug Development",4,0,8,12,,,,"Permission of instructor",,"Addresses the scientific basis for the development of new drugs. First half of term begins with an overview of the drug discovery process, followed by fundamental principles of pharmacokinetics, pharmacodynamics, metabolism, and the mechanisms by which drugs cause therapeutic and toxic responses. Second half applies principles to case studies and literature discussions of current problems with specific drugs, drug classes, and therapeutic targets.",,,,,Y,,,,,"P. Dedon","Lecture,56-614/MW/0/1.30-3;Recitation,56-614/F/0/1.30"
"20.202","In vivo Models: Principles and Practices",1,1,4,6,,,,"Permission of instructor",,"Selected aspects of anatomy, histology, immuno-cytochemistry, in situ hybridization, physiology, and cell biology of mammalian organisms and their pathogens. Subject material integrated with principles of toxicology, in vivo genetic engineering, and molecular biology. A lab/demonstration period each week involves experiments in anatomy (in vivo), physiology, and microscopy to augment the lectures. Offered first half of spring term.",,,,,,,Y,,,,
"20.203","Neurotechnology in Action",3,6,3,12,,,,"Permission of instructor",,"Offers a fast-paced introduction to numerous laboratory methods at the forefront of modern neurobiology. Comprises a sequence of modules focusing on neurotechnologies that are developed and used by MIT research groups. Each module consists of a background lecture and 1-2 days of firsthand laboratory experience. Topics typically include optical imaging, optogenetics, high throughput neurobiology, MRI/fMRI, advanced electrophysiology, viral and genetic tools, and connectomics.","9.123[J]",,,,,,Y,,,,
"20.205","Principles and Applications of Genetic Engineering for Biotechnology and Neuroscience",3,0,9,12,,,,"7.28,7.32,20.020;9.01,9.09",,"Covers principles underlying current and future genetic engineering approaches, ranging from single cellular organisms to whole animals. Focuses on development and invention of technologies for engineering biological systems at the genomic level, and applications of engineered biological systems for medical and biotechnological needs, with particular emphasis on genetic manipulation of the nervous system. Design projects by students.","9.26[J]",,,,,,Y,,,,
"20.207","Biotechnologies in Infectious Disease",3,0,9,12,,,,"7.06;permission of instructor",,"Team-based exploration of current and emerging technologies used in the surveillance, diagnosis, understanding, treatment and prevention of infectious diseases, drawing on basic science and bio-engineering principles. In a term-long project, student teams develop novel technologies to solve major problems in global infectious disease, with a trajectory to a start-up company. Industry experts and academic entrepreneurs present case studies throughout the term, including technology innovations, regulatory sciences, intellectual property and clinical development. Term culminates with team presentations to a panel of industry and scientific leaders.",,,,"2017-2018",,,Y,,,,
"20.213","Genome Stability and Engineering in the Context of Diseases, Drugs, and Public Health",3,0,3,6,,,,"5.07,7.05,permission of instructor",,"Studies how DNA damage leads to diseases, and how DNA repair modulates cancer risk and treatment. Also covers how DNA repair impacts genetic engineering, whether by targeted gene therapy or CRISPR-mediated genetic changes. Students gain a public health perspective by examining how DNA-damaging agents in our environment can lead to downstream cancer. Explores the underlying chemical, molecular and biochemical processes of DNA damage and repair, and their implications for disease susceptibility and treatment.",,,,,,,Y,,,,
"20.215","Macroepidemiology, Population Genetics, and Stem Cell Biology of Human Clonal Diseases",3,0,15,18,,,,"Calculus II GIR;1.00",,"Studies the logic and technology needed to discover genetic and environmental risks for common human cancers and vascular diseases. Includes an introduction to metakaryotic stem cell biology. Analyzes large, organized historical public health databases using quantitative cascade computer models that include population stratification of stem cell mutation rates in fetal/juvenile tissues and growth rates in preneoplastic colonies and atherosclerotic plaques. Means to test hypotheses (CAST) that certain genes carry mutations conferring risk for common cancers via genetic analyses in large human cohorts.",,"20.102",,,Y,,,,,,"Lecture,16-220/TR/0/1-2.30"
"20.219","Selected Topics in Biological Engineering",,,,,,,,"Permission of instructor",,"Detailed discussion of selected topics of current interest. Classwork in various areas not covered by regular subjects.",,,,,Y,,Y,,,"D. Fares",
"20.260","Analysis and Presentation of Complex Biological Data",,,,2,,,,"Permission of instructor",,"Illustrates best practices in the statistical analysis of complex biological datasets and the graphical representation of such analyses. Covers fundamental concepts in probability and statistical theory as well as principles of information design. Provides mathematical concepts and tools that enable students to make sound judgments about the application of statistical methods and to present statistical results in clear and compelling visual formats. Assignments focus on key concepts and their application to practical examples. Assumes basic knowledge of calculus and programming in MATLAB or R.",,,,"2017-2018",,Y,,,,,
"20.300","Advanced Workshop in Biological Engineering Communication: Professors Share Their Practices",,,,3,,,,"Permission of instructor",,"Working scientists and engineers discuss best practices for written, visual, and oral communication in the classroom, the lab, and the workplace. In a series of lectures, successful academics and industry professionals share how they prepare papers, talks, and graphics. Recitations allow deeper exploration of the lecture topics. With faculty guidance, students develop their own projects during workshops. Emphasizes systematic approaches and transferable skills such as effective drafting and revision. Topics include creating compelling visuals to represent data and concepts; formal/informal writing, from research papers to cover letters; and developing memorable talks and presentations. Examples drawn from biological engineering research. Enrollment limited; preference to Course 20 majors.",,,,"2017-2018",,Y,,,,,
"20.305","Principles of Synthetic Biology",3,0,9,12,,,,"",,"Introduces the basics of synthetic biology, including quantitative cellular network characterization and modeling. Considers the discovery and genetic factoring of useful cellular activities into reusable functions for design. Emphasizes the principles of biomolecular system design and diagnosis of designed systems. Illustrates cutting-edge applications in synthetic biology and enhances skills in analysis and design of synthetic biological applications. Students taking graduate version complete additional assignments.","6.580[J]","6.589[J],20.405[J]",,"2017-2018",Y,,,,,,
"20.309","Instrumentation and Measurement for Biological Systems",3,6,3,12,,,,"Biology GIR;Physics II GIR;6.0002;18.03;permission of instructor",,"Sensing and measurement aimed at quantitative molecular/cell/tissue analysis in terms of genetic, biochemical, and biophysical properties. Methods include light and fluorescence microscopies, and electro-mechanical probes (atomic force microscopy, optical traps, MEMS devices). Application of statistics, probability, signal and noise analysis, and Fourier techniques to experimental data. Enrollment limited; preference to Course 20 undergraduates.","2.673[J]","20.409",,,Y,,Y,,,"S. Manalis, S. Wasserman","Lecture,32-155/TR/0/12;Recitation,56-114/F/0/12"
"20.310","Molecular, Cellular, and Tissue Biomechanics",4,0,8,12,,,,"2.370,2.772J;18.03,3.016;Biology GIR",,"Develops and applies scaling laws and the methods of continuum mechanics to biomechanical phenomena over a range of length scales. Topics include structure of tissues and the molecular basis for macroscopic properties; chemical and electrical effects on mechanical behavior; cell mechanics, motility and adhesion; biomembranes; biomolecular mechanics and molecular motors. Experimental methods for probing structures at the tissue, cellular, and molecular levels.","2.797[J],3.053[J],6.024[J]",,,,Y,,,,,"M. Bathe, M. Jonas","Lecture,4-163/TR/0/1-2.30"
"20.315","Physical Biology",3,0,9,12,,,,"20.110,5.60,permission of instructor",,"Focuses on current major research topics in quantitative, physical biology. Covers synthetic structural biology, synthetic cell biology, microbial systems biology and evolution, cellular decision making, neuronal circuits, and development and morphogenesis. Emphasizes current motivation and historical background, state-of-the-art measurement methodologies and techniques, and quantitative physical modeling frameworks. Experimental techniques include structural biology, next-generation sequencing, fluorescence imaging and spectroscopy, and quantitative biochemistry. Modeling approaches include stochastic rate equations, statistical thermodynamics, and statistical inference. Students taking graduate version complete additional assignments.",,"8.241,20.415",,,,,Y,,,,
"20.320","Analysis of Biomolecular and Cellular Systems",4,0,8,12,,,,"20.110;18.03;6.0002","5.07,7.05","Analysis of molecular and cellular processes across a hierarchy of scales, including genetic, molecular, cellular, and cell population levels. Topics include gene sequence analysis, molecular modeling, metabolic and gene regulation networks, signal transduction pathways and cell populations in tissues. Emphasis on experimental methods, quantitative analysis, and computational modeling.",,,,,Y,,,,,"F. White, K. Wittrup","Lecture,32-141/TR/0/9.30-11;Recitation,56-114/M/0/3,4-153/F/0/10"
"20.330","Fields, Forces and Flows in Biological Systems",4,0,8,12,,,,"Physics II GIR;2.005,6.021,permission of instructor","20.309","Introduction to electric fields, fluid flows, transport phenomena and their application to biological systems. Flux and continuity laws, Maxwell's equations, electro-quasistatics, electro-chemical-mechanical driving forces, conservation of mass and momentum, Navier-Stokes flows, and electrokinetics. Applications include biomolecular transport in tissues, electrophoresis, and microfluidics.","2.793[J],6.023[J]",,,,,,Y,,,,
"20.334","Biological Systems Modeling",1,0,5,6,,,,"20.330,permission of instructor",,"Practices the use of modern numerical analysis tools (e.g., COMSOL) for biological systems with multi-physics behavior. Covers modeling of diffusion, reaction, convection and other transport mechanisms. Analysis of microfluidic devices as examples. Discusses practical issues and challenges in numerical modeling. No prior knowledge of modeling software required. Includes weekly modeling homework and one final modeling project.",,,,,Y,,,,,"J. Han","Lecture,56-180/F/0/2"
"20.345","Bioinstrumentation Project Lab",2,7,3,12,,,,"Biology GIR,2.004,6.003;20.309;permission of instructor",,"In-depth examination of instrumentation design, principles and techniques for studying biological systems, from single molecules to entire organisms. Lectures cover optics, advanced microscopy techniques, electronics for biological measurement, magnetic resonance imaging, computed tomography, MEMs, microfluidic devices, and limits of detection. Students select two lab exercises during the first half of the semester and complete a final design project in the second half. Lab emphasizes design process and skillful realization of a robust system. Enrollment limited; preference to Course 20 majors and minors.","6.123[J]",,,,,,Y,,,,
"20.352","Principles of Neuroengineering",3,0,9,12,,,,"Permission of instructor",,"Covers how to innovate technologies for brain analysis and engineering, for accelerating the basic understanding of the brain, and leading to new therapeutic insight and inventions. Focuses on using physical, chemical and biological principles to understand technology design criteria governing ability to observe and alter brain structure and function. Topics include optogenetics, noninvasive brain imaging and stimulation, nanotechnologies, stem cells and tissue engineering, and advanced molecular and structural imaging technologies. Includes design projects. Students taking graduate version complete additional assignments. Designed for students with engineering maturity who are ready for design.",,"9.422[J],20.452[J],MAS.881[J]",,,Y,,,,,"E. Boyden","Lecture,E14-493/TR/0/10.30-12"
"20.361","Molecular and Engineering Aspects of Biotechnology",4,0,8,12,,,,"2.005,3.012,5.60,20.110;7.06;permission of instructor",,"Covers biological and bioengineering principles underlying the development and therapeutic use of recombinant proteins and stem cells; glycoengineering of recombinant proteins; normal and pathological signaling by growth factors and their receptors; receptor trafficking; monoclonal antibodies as therapeutics; protein pharmacology and delivery; stem cell-derived tissues as therapeutics; RNA therapeutics; combinatorial protein engineering; and new antitumor drugs.","7.37[J],10.441[J]",,"7.371","2017-2018",,,Y,,,,
"20.363","Biomaterials Science and Engineering",3,0,9,12,,,,"3.034,20.110,permission of instructor",,"Covers, at a molecular scale, the analysis and design of materials used in contact with biological systems, and biomimetic strategies aimed at creating new materials based on principles found in biology. Topics include molecular interaction between bio- and synthetic molecules and surfaces; design, synthesis, and processing approaches for materials that control cell functions; and application of materials science to problems in tissue engineering, drug delivery, vaccines, and cell-guiding surfaces. Students taking graduate version complete additional assignments.","3.055[J]","3.963[J],20.463[J]",,,Y,,,,,"D. Irvine, K. Ribbeck","Lecture,56-614/MW/0/11-12.30"
"20.365","Engineering the Immune System in Cancer and Beyond",3,0,9,12,,,,"20.110,5.60;permission of instructor",,"Examines strategies in clinical and preclinical development for manipulating the immune system to treat and protect against disease. Begins with brief review of immune system. Discusses interaction of tumors with the immune system, followed by approaches by which the immune system can be modulated to attack cancer. Also covers strategies based in biotechnology, chemistry, materials science, and molecular biology to induce immune responses to treat infection, transplantation, and autoimmunity. Students taking graduate version complete additional assignments.",,"20.465",,"2017-2018",,,Y,,,,
"20.370","Cellular Neurophysiology and Computing",5,2,5,12,,,,"Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"Integrated overview of the biophysics of cells from prokaryotes to neurons, with a focus on mass transport and electrical signal generation across cell membrane. First third of course focuses on mass transport through membranes: diffusion, osmosis, chemically mediated, and active transport. Second third focuses on electrical properties of cells: ion transport to action potential generation and propagation in electrically excitable cells. Synaptic transmission. Electrical properties interpreted via kinetic and molecular properties of single voltage-gated ion channels. Final third focuses on biophysics of synaptic transmission and introduction to neural computing. Laboratory and computer exercises illustrate the concepts. Students taking graduate version complete different assignments. Preference to juniors and seniors.","2.791[J],6.021[J],9.21[J]",,,,Y,,,,,"T. Heldt","Lecture,32-124/MW/0/11-12.30;Lab,TBA;Recitation,35-310/T/0/12,35-310/T/0/4"
"20.375","Applied Developmental Biology and Tissue Engineering",3,0,9,12,,,,"7.06,20.320,7.02,20.109;permission of instructor",,"Addresses the integration of engineering and biology design principles to create human tissues and organs for regenerative medicine to drug development. Provides an overview of embryogenesis, how morphogenic phenomena are governed by biochemical and biophysical cues. Analyzes in vitro generation of human brain, gut, and other organoids from stem cells. Studies the roles of biomaterials and microreactors in improving organoid formation and function; organoid use in modeling disease and physiology in vitro ; and engineering and biological principles of reconstructing tissues and organs from postnatal donor cells using biomaterials scaffolds and bioreactors. Includes select applications, such as liver disease, brain disorders, and others. Students taking graduate version complete additional assignments.",,"20.475",,,,,Y,,,,
"20.380","Biological Engineering Design",5,0,7,12,,,,"7.06;20.320;20.330","20.309","Illustrates how knowledge and principles of biology, biochemistry, and engineering are integrated to create new products for societal benefit. Uses case study format to examine recently developed products of pharmaceutical and biotechnology industries: how a product evolves from initial idea, through patents, testing, evaluation, production, and marketing. Emphasizes scientific and engineering principles, as well as the responsibility scientists, engineers, and business executives have for the consequences of their technology. Instruction and practice in written and oral communication provided. Enrollment limited; preference to Course 20 undergraduates.",,,,,Y,,Y,,,"A. Koehler, J. Collins","Lecture,56-614/TR/0/10-12;Recitation,56-614/TR/0/9"
"20.385","Understanding Current Research in Synthetic Biology",3,3,3,9,,,,"20.109;20.320;permission of instructor",,"Provides an in-depth understanding of the state of research in synthetic biology. Critical evaluation of primary research literature covering a range of approaches to the design, modeling and programming of cellular behaviors. Focuses on developing the skills needed to read, present and discuss primary research literature, and to manage and lead small teams. Students mentor a small undergraduate team of 20.020 students. Open to advanced students with appropriate background in biology.",,"20.020",,"2017-2018",,,Y,,,,
"20.390","Foundations of Computational and Systems Biology",3,0,9,12,,,,"Biology GIR,6.0002,6.01;7.05;permission of instructor",,"Provides an introduction to computational and systems biology. Includes units on the analysis of protein and nucleic acid sequences, protein structures, and biological networks. Presents principles and methods used for sequence alignment, motif finding, expression array analysis, structural modeling, structure design and prediction, and network analysis and modeling. Techniques include dynamic programming, Markov and hidden Markov models, Bayesian networks, clustering methods, and energy minimization approaches. Exposes students to emerging research areas. Designed for students with strong backgrounds in either molecular biology or computer science. Some foundational material covering basic programming skills, probability and statistics is provided for students with less quantitative backgrounds. Students taking graduate version complete additional assignments.","6.802[J]","6.874[J],20.490,HST.506[J]",,,,,Y,,,,
"20.405","Principles of Synthetic Biology",3,0,9,12,,,,"",,"Introduces the basics of synthetic biology, including quantitative cellular network characterization and modeling. Considers the discovery and genetic factoring of useful cellular activities into reusable functions for design. Emphasizes the principles of biomolecular system design and diagnosis of designed systems. Illustrates cutting-edge applications in synthetic biology and enhances skills in analysis and design of synthetic biological applications. Students taking graduate version complete additional assignments.","6.589[J]","6.580[J],20.305[J]",,"2017-2018",Y,,,,,"R. Weiss",
"20.409","Biological Engineering II: Instrumentation and Measurement",2,7,3,12,,,,"Permission of instructor",,"Sensing and measurement aimed at quantitative molecular/cell/tissue analysis in terms of genetic, biochemical, and biophysical properties. Methods include light and fluorescence microscopies, electronic circuits, and electro-mechanical probes (atomic force microscopy, optical traps, MEMS devices). Application of statistics, probability, signal and noise analysis, and Fourier techniques to experimental data. Limited to 5 graduate students.",,"2.673[J],20.309[J]",,,Y,,Y,,,,"Lecture,32-155/TR/0/12;Recitation,56-114/F/0/12"
"20.410","Molecular, Cellular, and Tissue Biomechanics",3,0,9,12,,,,"Biology GIR;2.002,2.006,6.013,10.301,10.302",,"Develops and applies scaling laws and the methods of continuum mechanics to biomechanical phenomena over a range of length scales. Topics include structure of tissues and the molecular basis for macroscopic properties; chemical and electrical effects on mechanical behavior; cell mechanics, motility and adhesion; biomembranes; biomolecular mechanics and molecular motors. Experimental methods for probing structures at the tissue, cellular, and molecular levels.","2.798[J],3.971[J],6.524[J],10.537[J]",,,"2017-2018",Y,,,,,,
"20.415","Physical Biology",3,0,9,12,,,,"Permission of instructor",,"Focuses on current major research topics in quantitative, physical biology. Topics include synthetic structural biology, synthetic cell biology, microbial systems biology and evolution, cellular decision making, neuronal circuits, and development and morphogenesis. Emphasizes current motivation and historical background, state-of-the-art measurement methodologies and techniques, and quantitative physical modeling frameworks. Experimental techniques include structural biology, next-generation sequencing, fluorescence imaging and spectroscopy, and quantitative biochemistry. Modeling approaches include stochastic rate equations, statistical thermodynamics, and statistical inference. Students taking graduate version complete additional assignments.",,"8.241,20.315",,,,,Y,,,,
"20.416","Topics in Biophysics and Physical Biology",,,,2,,,,"",,"Provides broad exposure to research in biophysics and physical biology, with emphasis on the critical evaluation of scientific literature. Weekly meetings include in-depth discussion of scientific literature led by distinct faculty on active research topics. Each session also includes brief discussion of non-research topics including effective presentation skills, writing papers and fellowship proposals, choosing scientific and technical research topics, time management, and scientific ethics.","7.74[J],8.590[J]",,,,Y,,,,,"N. Fakhri","Lecture,56-167/F/0/1-2.30"
"20.420","Principles of Molecular Bioengineering",3,0,9,12,,,,"7.06;18.03",,"Provides an introduction to the mechanistic analysis and engineering of biomolecules and biomolecular systems. Covers methods for measuring, modeling, and manipulating systems, including biophysical experimental tools, computational modeling approaches, and molecular design. Equips students to take systematic and quantitative approaches to the investigation of a wide variety of biological phenomena.","10.538[J]",,,,Y,,,,,"A. Jasanoff","Lecture,16-220/TR/0/9.30-11"
"20.430","Fields, Forces, and Flows in Biological Systems",3,0,9,12,,,,"Permission of instructor",,"Molecular diffusion, diffusion-reaction, conduction, convection in biological systems; fields in heterogeneous media; electrical double layers; Maxwell stress tensor, electrical forces in physiological systems. Fluid and solid continua: equations of motion useful for porous, hydrated biological tissues. Case studies of membrane transport, electrode interfaces, electrical, mechanical, and chemical transduction in tissues, convective-diffusion/reaction, electrophoretic, electroosmotic flows in tissues/MEMs, and ECG. Electromechanical and physicochemical interactions in cells and biomaterials; musculoskeletal, cardiovascular, and other biological and clinical examples. Prior undergraduate coursework in transport recommended.","2.795[J],6.561[J],10.539[J]",,,,Y,,,,,"A. Grodzinsky","Lecture,32-124/MW/0/1-2.30"
"20.440","Analysis of Biological Networks",6,0,9,15,,,,"Permission of instructor",,"Conceptual and experimental approaches to analyzing complex biological networks and systems, from molecules to human populations, focusing on human pathophysiology and disease. Moving from single component analysis to pathways and networks, combines didactic lectures with in-depth analysis of current literature and computational analysis. Emphasizes the chemistry and biochemistry of underlying biological processes. Topics include linking genes/SNPs to disease, defining pathways, analysis of pathways in vivo , systems-level analysis, and applications of network biology. First half of term focuses on fundamental biological processes and tools/analyses needed by biological engineers, and the second half elaborates on these fundamentals by covering complex biological processes. Students acquire skills in the fundamentals of grant preparation using an NIH format and make an oral presentation.",,,,,,,Y,,,,
"20.445","Methods and Problems in Microbiology",3,0,9,12,,,,"",,"Students will read and discuss primary literature covering key areas of microbial research with emphasis on methods and approaches used to understand and manipulate microbes. Preference to first-year Microbiology and Biology students.","1.86[J],7.492[J]",,,,Y,,,,,"M. Laub",
"20.446","Microbial Genetics and Evolution",4,0,8,12,,,,"7.03,7.05,permission of instructor",,"Covers aspects of microbial genetic and genomic analyses, central dogma, horizontal gene transfer, and evolution.","1.87[J],7.493[J],12.493[J]",,,,Y,,,,,"A. Grossman","Lecture,66-160/TR/0/12.30-2.30"
"20.450","Molecular and Cellular Pathophysiology",4,0,8,12,,,,"20.420;20.440;permission of instructor",,"Compares the complex molecular and cellular interactions in health and disease between commensal microbial communities, pathogens and the human or animal host. Special focus is given to current research on microbe/host interactions, infection of significant importance to public health, and chronic infectious disease. Classwork will include lecture, but emphasize critical evaluation and class discussion of recent scientific papers, and the development of new research agendas in the fields presented.",,,,"2017-2018",Y,,,,,,
"20.452","Principles of Neuroengineering",3,0,9,12,,,,"Permission of instructor",,"Covers how to innovate technologies for brain analysis and engineering, for accelerating the basic understanding of the brain, and leading to new therapeutic insight and inventions. Focuses on using physical, chemical and biological principles to understand technology design criteria governing ability to observe and alter brain structure and function. Topics include optogenetics, noninvasive brain imaging and stimulation, nanotechnologies, stem cells and tissue engineering, and advanced molecular and structural imaging technologies. Includes design projects. Designed for students with engineering maturity who are ready for design. Students taking graduate version complete additional assignments.","9.422[J],MAS.881[J]","20.352",,,Y,,,,,"E. Boyden","Lecture,E14-493/TR/0/10.30-12"
"20.454","Revolutionary Ventures: How to Invent and Deploy Transformative Technologies",2,0,7,9,,,,"Permission of instructor",,"Seminar on envisioning and building ideas and organizations to accelerate engineering revolutions. Focuses on emerging technology domains, such as neurotechnology, imaging, cryotechnology, gerontechnology, and bio-and-nano fabrication. Draws on historical examples as well as live case studies of existing or emerging organizations, including labs, institutes, startups, and companies. Goals range from accelerating basic science to developing transformative products or therapeutics. Each class is devoted to a specific area, often with invited speakers, exploring issues from the deeply technical through the strategic. Individually or in small groups, students prototype new ventures aimed at inventing and deploying revolutionary technologies.","9.455[J],15.128[J],MAS.883[J]",,,,Y,,,,,"E. Boyden, J. Jacobson, J. Bonsen","Lecture,E15-341/R/0/2-4"
"20.463","Biomaterials Science and Engineering",3,0,9,12,,,,"3.034,20.110,permission of instructor",,"Covers, at a molecular scale, the analysis and design of materials used in contact with biological systems, and biomimetic strategies aimed at creating new materials based on principles found in biology. Topics include molecular interaction between bio- and synthetic molecules and surfaces; design, synthesis, and processing approaches for materials that control cell functions; and application of materials science to problems in tissue engineering, drug delivery, vaccines, and cell-guiding surfaces. Students taking graduate version complete additional assignments.","3.963[J]","3.055[J],20.363[J]",,,Y,,,,,"D. Irvine, K. Ribbeck","Lecture,56-614/MW/0/11-12.30"
"20.465","Engineering the Immune System in Cancer and Beyond",3,0,9,12,,,,"Permission of instructor",,"Examines strategies in clinical and preclinical development for manipulating the immune system to treat and protect against disease. Begins with brief review of immune system. Discusses interaction of tumors with the immune system, followed by approaches by which the immune system can be modulated to attack cancer. Also covers strategies based in biotechnology, chemistry, materials science, and molecular biology to induce immune responses to treat infection, transplantation, and autoimmunity. Students taking graduate version complete additional assignments.",,"20.365",,"2017-2018",,,Y,,,,
