Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"SCM.265","Global Supply Chain Management",2,0,4,6,,,,"1.260,1.261,15.761,15.778,permission of instructor",,"Focuses on the planning, processes, and activities of supply chain management for companies involved in international commerce. Students examine the end-to-end processes and operational challenges in managing global supply chains, such as the basics of global trade, international transportation, duty, taxes, trade finance and hedging, currency issues, outsourcing, cultural differences, risks and security, and green supply chains issues. Highly interactive format features student-led discussions, staged debates, and a mock trial. Includes assignments on case studies and sourcing analysis, as well as projects and a final exam.","1.265[J],2.965[J],15.765[J]",,,,,,Y,,,,
"SCM.266","Freight Transportation",2,0,4,6,,,,"SCM.260",,"Provides an in-depth introduction to the fundamental concepts and techniques related to the design, procurement, and management of freight transportation. Examines freight transportation as a bridging function for a firm, considering the physical flow of raw materials and finished goods as well as connections to suppliers and customers. Also covers how freight transportation insulates a firm's core operations from external disruptions and variability of supply and demand.",,,,,,,Y,,,,
"SCM.267","Global Supply Chain Applications",2,0,1,3,,,,"","SCM.265","Discusses the basic theories of international trade, cultural differences in global supply chains, sustainability, risks, and security. Highly interactive format features student-led discussions, staged debates, and a mock trial. Assignments include case studies and student presentations. Meets with SCM.265.",,,,"2017-2018",,,Y,,,,
"SCM.269","Supply Chain Risk Management",3,0,9,12,,,,"",,"Ways to develop effective and innovative strategies for risk mitigation are introduced. Also covered are identifying methods for the enterprise to respond to disruptions that may effect it, its business eco-system and the larger economy. Teaches ways to apply the SCRM framework in industrial practice.",,,,,,,Y,,,,
"SCM.270","Current Challenges in Supply Chain Management",2,0,4,6,,,,"",,"Each week students study and then discuss a case and/or article(s) related to a current challenge in supply chain management. Led by faculty and researchers in the MIT Center for Transportation and Logistics (CTL) along with invited guest speakers from industry. Topics highlight the current areas of research at CTL as well as other challenging issues from industry. Includes several required case write-ups or research papers. Limited to SCM students.",,,,,,,Y,,,,
"SCM.272","Supply Chain Management Workshop",,,,2,,,,"",,"Introduces topics of maritime logistics, segmentation and revenue management, and sourcing and purchasing fundamentals in a series of hands-on workshops. Enrollment limited to SCM students.",,,,,,Y,,,,,
"SCM.283","Humanitarian Logistics",2,0,4,6,,,,"",,"Explores how logistics management principles apply in dynamic, resource-constrained contexts, ranging from humanitarian crisis response to international development. Class sessions combine interactive presentations, practical exercises, case discussions, and guest speakers from humanitarian organizations. Provides an introduction to supply chain concepts and the humanitarian context to accommodate students from various backgrounds.",,"SCM.284",,,,,Y,,,,
"SCM.284","Humanitarian Logistics Project",3,0,9,12,,,,"",,"Explores how logistics management principles apply in dynamic, resource-constrained contexts, ranging from humanitarian crisis response to international development. Combines interactive presentations, practical exercises, case discussions, and guest speakers from humanitarian organizations. Provides an introduction to supply chain concepts and the humanitarian context to accommodate students from various backgrounds. Team projects utilize data and information from the UN, NGOs, government agencies, and the private sector. Meets with SCM.283 first half of term.",,"SCM.283",,,,,Y,,,,
"SCM.290","Sustainable Supply Chain Management",3,0,3,6,,,,"",,"Introduces operational aspects of sustainable supply chains. Focuses on analyzing the implications of environmental considerations in logistics decisions. Topics include carbon footprint, sustainable logistics, closed-loop supply chains, reverse logistics, and sustainable supply chain strategy. Includes a team project that evaluates the sustainable supply chain strategy of an industry or a publicly-traded company.",,,,,,,Y,,,,
"SCM.301","Independent Study: Supply Chain Management",,,,,,,,"",,"Opportunity for research in Supply Chain Management and Logistics on an individual or group basis. Registration subject to prior arrangement and supervision by staff.",,,,,Y,Y,Y,,,,
"SCM.302","Independent Study: Supply Chain Management",,,,,,,,"",,"Opportunity for research in Supply Chain Management and Logistics on an individual or group basis. Registration subject to prior arrangement and supervision by staff.",,,,,Y,Y,Y,,,,
"SCM.800","Capstone Project in Supply Chain Management",,,,,,,,"",,"Provides an opportunity for students to synthesize their coursework and professional experience in supply chain management. Students conduct research on a real-world problem of interest to supply chain practitioners. Projects may include site visits, in-person interviews and quantitative analysis of data provided by a sponsoring company, agency, or NGO. Students present their research results in both a report and to an audience of sponsors and supply chain executives. Restricted to students in the SCM program.",,,,,Y,,Y,,,"B. Arntzen",
"SCM.803","Supply Chain Leadership Workshop",,,,2,,,,"",,"Designed to enhance your ability to manage and lead in challenging times through a series of self assessment instruments, case studies, and workshops. The objectives are to increase awareness of your strengths and weaknesses as a leader, provide a battery of instruments and surveys to help one understand the way one operates in an organizational setting, and offer strategies and tips on how to leverage one's strengths and work on areas in need of development. Restricted to students in the SCM program.",,,,,Y,,,,,"B. Arntzen",
"SCM.S90","Special Subject: Supply Chain Management",,,,,,,,"",,"Opportunity for study of topics in Supply Chain Management not otherwise included in the curriculum.",,,,"2018-2019",Y,,,,,,
"SCM.S91","Special Subject: Supply Chain Management",,,,,,,,"",,"Opportunity for study of topics in Supply Chain Management not otherwise included in the curriculum.",,,,,Y,Y,Y,,,,
"SCM.S92","Special Subject: Supply Chain Management",,,,,,,,"",,"Opportunity for study of topics in Supply Chain Management not otherwise included in the curriculum.",,,,,,,Y,,,,
"SCM.THG","Graduate Thesis",,,,,,,,"",,"Program of research leading to the writing of a master's thesis on a relevant supply chain management topic. Arranged by the student with a member of the Center for Transportation & Logistics (CTL) research staff.",,,,,Y,Y,Y,Y,,"B. Arntzen",
