Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"ES.200","ESG Undergraduate Teaching",,,,2,,,,"Permission of instructor",,"An opportunity to assist in the teaching of subjects in ESG in biology, chemistry, humanities and social sciences, mathematics, and physics. Student instructors may be involved in grading, running problemsolving sessions, or teaching classes depending on experience and interest. Qualified students may also develop and teach undergraduate seminars under the supervision of an appropriate faculty or staff member. Student instructors meet weekly with staff to discuss their teaching and cover a variety of topics related to effective teaching techniques. Limited to students in ESG.",,,,,Y,,Y,,,"P. Christie","Lecture,24-619/R/0/4"
"ES.210","ESG Independent Study",,,,,,,,"Permission of instructor",,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and a final report. Limited to students in ESG.",,,,,Y,Y,Y,Y,,"P. Rebusco",
"ES.UR","Undergraduate Research in ESG",,,,,,,,"",,"For students wishing to pursue undergraduate research opportunities in the Experimental Study Group. Limited to students in ESG.",,,,,Y,Y,Y,Y,,"P. Rebusco",
"ES.S10","Special Seminar in Science",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,,,,,,
"ES.S11","Special Seminar in Science",,,,,,,,,,,,,,,,,,,,,
"ES.S20","Special Seminar in Mathematics",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,Y,Y,,,,
"ES.S21","Special Seminar in Mathematics",,,,,,,,,,,,,,,,,,,,,
"ES.S30","Special Seminar in Engineering and Computer Science",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,Y,Y,,,,
"ES.S31","Special Seminar in Engineering and Computer Science",,,,,,,,,,,,,,,,,,,,,
"ES.S40","Special Seminar in the Humanities",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,,,,,"L. Perlman","Lecture,24-619/M/0/1-3;Recitation,24-623/W/0/1,24-623/W/0/2"
"ES.S41","Special Seminar in the Humanities",,,,,,,,,,,,,,,,,,,,"L. Perlman",""
"ES.S42","Special Seminar in the Humanities",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,,Y,,,"L. Perlman",
"ES.S50","Special Seminar in the Arts",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,Y,,,,,"L. Perlman",
"ES.S51","Special Seminar in the Arts",,,,,,,,,,,,,,,,,,,,,
"ES.S60","Special Seminar in Social Science",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,,,Y,,,,
"ES.S61","Special Seminar in Social Science",,,,,,,,,,,,,,,,,,,,,
"ES.S70","Special Seminar in Interdisciplinary Studies",,,,,,,,"",,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG.",,,,,,,Y,,,,
"ES.S71","Special Seminar in Interdisciplinary Studies",,,,,,,,,,"src=""/icns/newmit.gif"" width=""42"" height=""24"" border=""0"" align=""top"" alt=""MIT"">",,,,,,Y,,Y,,,
