Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"EC.701","D-Lab: Development",3,2,7,12,,,"HASS-S","",,"Issues in international development, appropriate technology and project implementation addressed through lectures, case studies, guest speakers and laboratory exercises. Students form project teams to partner with community organizations in developing countries, and formulate plans for an optional IAP site visit. (Previous field sites include Ghana, Brazil, Honduras and India.) Recitation sections focus on specific project implementation, and include cultural, social, political, environmental and economic overviews of the target countries as well as an introduction to the local languages. Enrollment limited by lottery; must attend first class session.","11.025[J]","11.472[J],EC.781[J]",,,Y,,,,,"S. Hsu","Lecture,N51-310/MWF/0/3.30-5"
"EC.702","Cross-Cultural Investigations: Technology and Development",3,0,9,12,,,"HASS-S","",,"Enhances cross-cultural understanding through discussion of practical, ethical, and epistemological issues in conducting social science and applied research in foreign countries or unfamiliar communities. Includes research practicum to help students develop interviewing, participant-observation, and other qualitative research skills, as well as critical discussion of case studies. Open to all interested students, but intended particularly for those planning to undertake exploratory research or applied work abroad. Students taking graduate version complete additional assignments.","21A.801[J],STS.071[J]","EC.792[J],21A.839[J],STS.481[J]",,"2017-2018",,,Y,,,,
"EC.711","D-Lab: Energy",3,2,7,12,,,,"",,"Provides an overview of thermodynamics and heat transfer through an international development context to impart energy literacy and common sense applications. Students survey various alternative energy technologies and strategies for implementation in developing countries. Focuses on compact, robust, low-cost systems for generating electrical power and meeting household-level needs. Labs reinforce lecture material through deconstruction, system assembly, and sensor installation to track performance. Team projects involve activities, such as researching community needs, assessing the suitability of specific technologies, continuing the development of ongoing projects, and assessing the efficacy and impacts of existing projects. Optional summer fieldwork may be available. Students taking graduate version complete additional assignments. Enrollment limited by lottery; must attend first class session.","2.651[J]","EC.791",,,,,Y,,,,
"EC.713","D-Lab Schools: Building Technology Laboratory",2,3,7,12,"LAB",,,"Physics I GIR;Calculus I GIR",,"Focuses on the design, analysis, and application of technologies that support the construction of less expensive and better performing schools in developing countries. Prepares students to design or retrofit school buildings in partnership with local communities and NGOs. Strategies covered include daylighting, passive heating and cooling, improved indoor air quality via natural ventilation, appropriate material selection, and structural design. Investigations are based on application of engineering fundamentals, experiments and simulations. Case studies illustrate the role of technologies in reducing barriers to improved education.","4.411[J]",,,,Y,,,,,"L. Norford","Lecture,1-132/W/0/9.30-11;Lab,N51-350/M/0/2-5"
"EC.714","D-Lab: Earth",2,0,4,6,,,,"",,"Multidisciplinary seminar explores the interacting systems of global biodiversity and human well-being to address how low-income communities can both preserve and use their natural resources sustainably. Includes guest lectures, experiential activities, and projects. Covers topics such as reforestation, nutrient cycles, poaching, climate change, eco-tourism, governance, ecological measurement and sustainable design. Potential opportunities for travel.",,,,"2017-2018",,,Y,,,,
"EC.715","D-Lab: Water, Sanitation, Hygiene and Environmental Innovations for the Common Good",3,0,6,9,,,,"",,"Focuses on disseminating Water, Sanitation and Hygiene (WASH) or water/environment innovations in developing countries and underserved communities worldwide. Structured around field-based learning, case studies, lectures and videos in which teams propose an idea and are mentored through the process of bringing that innovation to fruition. Emphasizes core WASH and water/environment principles, culture-specific solutions, tools for start-ups, appropriate and sustainable technologies, behavior change, social marketing, building partnerships, and the theory and practice of innovation diffusion. Term project entails entering the IDEAS or other competition(s) while implementing a WASH or water/environment innovation in a specific locale. Guest lectures on specific real-world WASH and water/environment projects which have been disseminated by MIT faculty, students, alumni, and others. Students taking graduate version complete additional assignments. Limited to 30.",,"11.474",,,Y,,,,,"S. Murcott, S. Hsu","Lecture,N51-350/W/0/12-3"
"EC.716","D-Lab: Waste",3,0,6,9,,,,"",,"Uses a multi-disciplinary approach to understand global challenges related to waste. Discusses cradle-to-cradle design, upcycling, diminishment of environmental impacts, and enterprise opportunities for marginalized populations. Studies zero-waste strategies worldwide; examines different models of collection, recycling, waste management, and businesses developed in low-income settings; and researches public policy that supports sustainable, integrated waste management systems. Teams develop solutions around waste-related challenges, in partnership with wastepickers, municipal governments, and private sector and community organizations. Includes guest speakers and field trips, as well as opportunities for IAP or summer travel. Students taking graduate version complete additional assignments.",,"EC.786",,"2017-2018",Y,,,,,,
"EC.717","D-Lab: Education and Learning",2,2,5,9,,,,"",,"Explores pedagogical concepts and skills to nurture creativity in youth. Through an overview of core teaching skills that emphasize experiential and project-based learning, provides the necessary background to develop methods of fostering design thinking, science, engineering, global learning, community activism, and more. Explores learning in the international development context to overcome challenges, such as limited resources, language barriers, large class sizes, and entrenched pedagogy. Local fieldwork and classroom visits required throughout the semester and may be available in the summer. Students taking graduate version complete additional assignments. Limited to 20.",,"EC.787",,,,,Y,,,,
"EC.718","D-Lab: Gender",2,2,2,6,,,,"",,"Explores gender roles, illuminates the power dynamics and root causes of inequality, and provides a framework for understanding gender dynamics. Develops skills to conduct a gender analysis and integrate gender-sensitive strategies into large- and small-scale development solutions. Prompts critical discussion about social, economic, and political conditions that shape gender in development (particularly design and implementation of appropriate technology) as well as agricultural and job creation initiatives. In project development workshops students apply key tools to real-life situations, e.g., providing a gender analysis and making recommendations on how to incorporate gender considerations into an existing organization; developing programs in low-income communities; or building a gender component to be incorporated in a new initiative. Opportunities may be available for international fieldwork over IAP. Students taking graduate version complete additional assignments. Limited to 12; must attend first class session.",,"EC.798",,,Y,,,,,"K. Mytty, E. McDonald, S. Hsu","Lecture,N51-310/W/0/9.30-11;Lab,N51-310/W/0/11-12.30"
"EC.719","D-Lab: Water, Climate Change, and Health",3,4,5,12,,,,"",,"Addresses mitigation and adaptation to climate change as it pertains to water and health. Focuses on regions where water-borne illness, malnutrition, and vector-borne diseases - problems that will worsen with increasing temperatures and urban overcrowding - represent the top three causes of morbidity and mortality. Includes readings, workshops and films that address water, climate change and health challenges and explore solutions. Field trips include coastal watershed restoration, flood protection, carbon sequestration, and zero-carbon sites in the Boston area. Students complete a term project and/or teach a class, setting the stage for a life-long commitment to communicating climate science to a broad public. Students taking graduate version complete additional assignments.",,"EC.789",,,,,Y,,,,
"EC.720","D-Lab: Design",3,0,9,12,,,,"2.670,permission of the instructor",,"Addresses problems faced by underserved communities with a focus on design, experimentation, and prototyping processes. Particular attention placed on constraints faced when designing for developing countries. Multidisciplinary teams work on long-term projects in collaboration with community partners, field practitioners, and experts in relevant fields. Topics covered include design for affordability, manufacture, sustainability, and strategies for working effectively with community partners and customers. Students may continue projects begun in EC.701. Enrollment limited by lottery; must attend first class session.","2.722[J]",,,,,,Y,,,,
"EC.721","D-Lab: Mobility Technology for, by, and with People with Disabilities",2,2,5,9,,,,"",,"Students improve wheelchair technology in developing countries by applying sound engineering practices to create appropriate devices. Lectures focus on wheelchair usage, social stigmas, and manufacturing constraints. Includes lectures by third-world community partners, US wheelchair organizations, and MIT faculty. Multidisciplinary student teams conduct term-long wheelchair projects relating to hardware design. Funded opportunities available for travel to implement class projects at wheelchair workshops in the field.",,,,"2017-2018",Y,,,,,"S. Hsu",
"EC.722","Prosthetics for the Developing World",2,2,5,9,,,,"",,"Introduces the fundamentals of human walking. Provides an overview of different types of gait disabilities and the available technologies that address them. Presents patient perspective as well as current areas of research. Topics focus on lower-limb disabilities, such as polio and above- and below-knee amputation. Covers both developed and developing world techniques for overcoming these disabilities. Includes a term project in which teams of 3 to 5 students manufacture a prototype. Teams meet outside of class and work with a TA (project mentor) to research, design, prototype, and test a solution. Projects focus on low-cost orthotic and prosthetic knee designs for the developing world, as specified by partner organizations in India and Guatemala.",,,,,,,Y,,,,
"EC.724","D-Lab: Smallholder Agriculture",3,0,6,9,,,,"",,"Provides an overview of the scientific, social, and economic context of smallholder farmers in developing countries. Includes scientific basis and environmental impacts of agriculture, the dynamics of smallholder farming, social and business systems, and focuses on the experience of farmers themselves. Also includes guest experts, experiential activities, and term projects with community partners. Opportunities for summer fieldwork may be available. Students taking graduate version complete additional assignments. Limited to 15.",,"EC.784",,,,,Y,,,,
"EC.729","D-Lab: Design for Scale",3,2,7,12,,,,"Permission of instructor",,"Focuses on product development of technologies for people in less industrialized markets. Students work in interdisciplinary teams to develop previously established prototypes or technologies towards manufacturing-ready product designs. Topics are presented within the context of the developing world and include technology feasibility and scalability assessment; value chain analysis; product specification; design for affordability, manufacturability, usability, and desirability; and product testing and manufacturing at various scales. Lessons are experiential and case study-based; taught by instructors with field experience and by industry experts from product development consulting firms and the consumer electronics industry.","2.729[J]",,,,Y,,,,,"H. Quintus-Bosz, M. Yang, S. Hsu, K. Bergeron","Lecture,N51-350/TR/0/11.30-1;Lab,N51-337/TR/0/1-2.30"
"EC.731","Development Ventures",3,0,9,12,,,,"Permission of instructor",,"Seminar on founding, financing, and building entrepreneurial ventures in developing nations. Challenges students to craft enduring and economically viable solutions to the problems faced by these countries. Cases illustrate examples of both successful and failed businesses, and the difficulties in deploying and diffusing products and services through entrepreneurial action. Explores a range of established and emerging business models, as well as new business opportunities enabled by innovations emerging from MIT labs and beyond. Students develop a business plan executive summary suitable for submission in the MIT $100K Entrepreneurship Competition's Accelerate Contest or MIT IDEAS.","15.375[J],MAS.665[J]",,,,Y,,,,,"A. Pentland, C. Breazeal, J. Bonsen","Lecture,E14-633/R/0/10-12"
"EC.733","D-Lab: Supply Chains",3,3,6,12,,,,"",,"Introduces concepts of supply chain design and planning with a focus on supply chains for products destined to improve quality of life in developing countries. Topics include demand estimation, process analysis and improvement, facility location and capacity planning, inventory management, and supply chain coordination. Also covers issues specific to emerging markets, such as sustainable supply chains, choice of distribution channels, and how to account for the value-adding role of a supply chain. Students conduct D-Lab-based projects on supply chain design or improvement.","15.772[J]",,,,Y,,,,,"S. Graves, D. Merrill","Lecture,1-134/MW/0/9.30-11"
"EC.740","D-Lab: Inclusive Economies",3,0,6,9,,,,"",,"Explores the ideas behind and actions toward alternatives to the corporate-driven globalization economic model. Begins with review and analysis of the worldviews that led to the current system and the theoretical and empirical arguments embraced by its critics. Examines concepts and case studies for developing new opportunities, including circular and local economies. Concludes with an experiential component in which students apply the concepts to develop a strategy (economic, policy, or other) for building on and contributing to a sustainable and inclusive local economy in a mid-sized city in Nicaragua. Potential opportunities for travel over summer. Limited to 12.",,,,,,,Y,,,,
"EC.746","Design for Complex Environmental Issues: Building Solutions and Communicating Ideas",3,1,5,9,,,,"",,"Students work in small groups, under the guidance of researchers from MIT, to pursue specific aspects of the year's Terrascope problem. Teams design and build prototypes, graphic displays and other tools to communicate their findings and display them in a Bazaar of Ideas open to the MIT community. Some teams develop particular solutions, others work to provide deeper understanding of the issues, and others focus on ways to communicate these ideas with the general public. Students' work is evaluated by independent experts. Offers students an opportunity to develop ideas from the fall semester and to work in labs across MIT. Limited to first-year students.","1.016[J],2.00C[J]",,,,,,Y,,,,
"EC.750","Humanitarian Innovation: Design for Relief, Rebuilding, and Recovery",4,0,8,12,,,,"",,"Explores the role innovation can and does play in how humanitarian aid is provided, and how it can impact people, products, and processes. Provides a fundamental background in the history and practice of humanitarian aid. Considers the various ways that design can be used to enhance aid, such as product and system design for affected populations, co-creation with affected populations, and capacity building to promote design by refugees and the displaced. Case studies and projects examine protracted displacement as well as recovery and resettlement, including efforts in Colombia, Lebanon, Nepal, Sudan, and Uganda. Potential for students to travel over the summer to partner communities.",,"EC.785",,,,,Y,,,,
"EC.770","D-Lab: Independent Project",,,,,,,,"Permission of instructor",,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and final report. Students work with international community partners to continue developing projects, focusing on one or more issues in education, design, or public service. Final presentations and written reflection required. May be repeated for credit for a maximum of 12 units.",,,,,Y,Y,Y,,,"S. Hsu",
"EC.780","D-Lab: Independent Project",,,,,,,,"",,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and final report. Students work with international community partners to continue developing projects, focusing on one or more issues in education, design, or public service. Final presentations and written reflection required. May be repeated for credit for a maximum of 12 units.",,,,,Y,Y,Y,,,"S. Hsu",
"EC.781","D-Lab: Development",3,2,7,12,,,,"",,"Issues in international development, appropriate technology and project implementation addressed through lectures, case studies, guest speakers and laboratory exercises. Students form project teams to partner with community organizations in developing countries, and formulate plans for an optional IAP site visit. (Previous field sites include Ghana, Brazil, Honduras and India.) Recitation sections focus on specific project implementation, and include cultural, social, political, environmental and economic overviews of the target countries as well as an introduction to the local languages. Enrollment limited by lottery; must attend first class session.","11.472[J]","11.025[J],EC.701[J]",,,Y,,,,,"S. Hsu","Lecture,N51-310/MWF/0/3.30-5"
"EC.784","D-Lab: Smallholder Agriculture",3,0,6,9,,,,"",,"Provides an overview of the scientific, social, and economic context of smallholder farmers in developing countries. Includes scientific basis and environmental impacts of agriculture, the dynamics of smallholder farming, social and business systems, and focuses on the experience of farmers themselves. Also includes guest experts, experiential activities, and term projects with community partners. Opportunities for summer fieldwork may be available. Students taking graduate version complete additional assignments. Limited to 15.",,"EC.724",,,,,Y,,,,
"EC.785","Humanitarian Innovation: Design for Relief, Rebuilding, and Recovery",4,0,8,12,,,,"",,"Explores the role innovation can and does play in how humanitarian aid is provided, and how it can impact people, products, and processes. Provides a fundamental background in the history and practice of humanitarian aid. Considers the various ways that design can be used to enhance aid, such as product and system design for affected populations, co-creation with affected populations, and capacity building to promote design by refugees and the displaced. Case studies and projects examine protracted displacement as well as recovery and resettlement, including efforts in Colombia, Lebanon, Nepal, Sudan, and Uganda. Potential for students to travel over the summer to partner communities.",,"EC.750",,,,,Y,,,,
"EC.786","D-Lab: Waste",3,0,6,9,,,,"",,"Uses a multi-disciplinary approach to understand global challenges related to waste. Provides a platform for initiatives such as cradle-to-cradle design, upcycling, diminishment of environmental impacts, and enterprise opportunities for marginalized populations. Studies zero-waste strategies worldwide; examines different models of collection, recycling, waste management, and businesses developed in low-income settings; and researches public policy that supports sustainable, integrated waste management systems. Teams engage in development of solutions around waste-related challenges, in partnership with wastepickers, municipal governments, and private sector and community organizations. Includes guest speakers and field trips, as well as opportunities for IAP or summer travel. Students taking graduate version complete additional assignments.",,"EC.716",,"2017-2018",Y,,,,,,
"EC.787","D-Lab: Education and Learning",2,3,7,12,,,,"",,"Explores pedagogical concepts and skills to nurture creativity in youth. Through an overview of core teaching skills that emphasize experiential and project-based learning, class provides the necessary background to develop methods of fostering design thinking, science, engineering, global learning, community activism, and more. Explore learning in the international development context to overcome challenges such as limited resources, language barriers, large class sizes, and entrenched pedagogy. Local fieldwork and classroom visits required throughout the semester and may be available in the summer. Students taking graduate version complete additional assignments. Limited to 20.",,"EC.717",,,,,Y,,,,
"EC.788","D-Lab: Field Research",3,0,9,12,,,,"Permission of instructor",,"Combines hands-on methods for conducting field research with exploration of questions that continue to challenge practitioners, donors, policymakers and researchers in international development. Designed for students preparing to conduct field-based research for theses, product design project, or development ventures. Practices key research skills particularly applicable to conducting research involving people and communities in the context of development. Limited to 16.",,,,,,,Y,,,,
"EC.789","D-Lab: Water, Climate Change, and Health",3,4,5,12,,,,"",,"Addresses mitigation and adaptation to climate change as it pertains to water and health. Focuses on regions where water-borne illness, malnutrition, and vector-borne diseases - problems that will worsen with increasing temperatures and urban overcrowding - represent the top three causes of morbidity and mortality. Includes readings, workshops and films that address water, climate change and health challenges and explore solutions. Field trips include coastal watershed restoration, flood protection, carbon sequestration, and zero-carbon sites in the Boston area. Students complete a term project and/or teach a class, setting the stage for a life-long commitment to communicating climate science to a broad public. Students taking graduate version complete additional assignments.",,"EC.719",,,,,Y,,,,
"EC.790","D-Lab: Field Study",,,,,,,,"One D;Lab subject;permission of instructor",,"Provides the opportunity to gain direct fieldwork experience in a global context. Subject spans three-four weeks in which students continue work from a prior D-Lab subject. Students work directly with international community partners to find solutions to real world problems, focusing on one or more issues in education, design, or public service. Group presentations and written reflection required.",,,,,,Y,,,,,
"EC.791","D-Lab: Energy",3,2,7,12,,,,"",,"Provides an overview of thermodynamics and heat transfer through an international development context to impart energy literacy and common sense applications. Students survey various alternative energy technologies and strategies for implementation in developing countries. Focuses on compact, robust, low-cost systems for generating electrical power and meeting household-level needs. Labs reinforce lecture material through deconstruction, system assembly, and sensor installation to track performance. Team projects involve activities, such as researching community needs, assessing the suitability of specific technologies, continuing the development of ongoing projects, and assessing the efficacy and impacts of existing projects. Optional summer fieldwork may be available. Students taking graduate version complete additional assignments. Enrollment limited by lottery; must attend first class session.",,"2.651[J],EC.711[J]",,,,,Y,,,,
"EC.792","Cross-Cultural Investigations: Technology and Development",3,0,9,12,,,,"",,"Enhances cross-cultural understanding through discussion of practical, ethical, and epistemological issues in conducting social science and applied research in foreign countries or unfamiliar communities. Includes research practicum to help students develop interviewing, participant-observation, and other qualitative research skills, as well as critical discussion of case studies. Open to all interested students, but intended particularly for those planning to undertake exploratory research or applied work abroad. Students taking graduate version complete additional assignments.","21A.839[J],STS.481[J]","EC.702[J],21A.801[J],STS.071[J]",,"2017-2018",,,Y,,,,
"EC.798","D-Lab: Gender",2,2,2,6,,,,"",,"Explores gender roles, illuminates the power dynamics and root causes of inequality, and provides a framework for understanding gender dynamics. Develops skills to conduct a gender analysis and integrate gender-sensitive strategies into large- and small-scale development solutions. Prompts critical discussion about social, economic, and political conditions that shape gender in development (particularly design and implementation of appropriate technology) as well as agricultural and job creation initiatives. In project development workshops students apply key tools to real-life situations, e.g., providing a gender analysis and making recommendations on how to incorporate gender considerations into an existing organization; developing programs in low-income communities; or building a gender component to be incorporated in a new initiative. Opportunities may be available for international fieldwork over IAP. Students taking graduate version complete additional assignments. Limited to 12; must attend first class session.",,"EC.718",,,Y,,,,,,"Lecture,N51-310/W/0/9.30-11;Lab,N51-310/W/0/11-12.30"
"EC.900","Independent Study",,,,,,,,"",,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and final report.",,,,,Y,Y,Y,Y,,"J. Bales",
"EC.910","Edgerton Center Undergraduate Teaching",,,,,,,,"",,"An opportunity for undergraduates to participate in teaching and tutoring Center subjects and seminars. Students develop one-on-one teaching skills under the supervision of an Edgerton Center instructor.",,,,,Y,Y,Y,Y,,"J. Bales",
"EC.980","Edgerton Center Independent Study - Graduate",,,,,,,,"",,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and final report.",,,,,Y,Y,Y,Y,,"J. Bales",
"EC.990","Edgerton Center Graduate Teaching",,,,,,,,"",,"An opportunity for graduate students to participate in teaching and tutoring Edgerton Center subjects and seminars. Permission of Edgerton Center staff required.",,,,,Y,Y,Y,Y,,"J. Bales",
"EC.UR","Undergraduate Research",,,,,,,,"",,,,,,,Y,Y,Y,Y,,"J. Bales",
"EC.URG","Undergraduate Research",,,,,,,,,,,,,,,,,,,,"J. Bales",
"EC.S00","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,,,,,,,
"EC.S01","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,,,,,,,
"EC.S02","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,,,,,,,
"EC.S03","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
"EC.S04","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
"EC.S05","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
"EC.S06","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
"EC.S07","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
"EC.S08","Special Subject at the Edgerton Center",,,,,,,,"",,"Seminar combining lectures and lab run by students and academic staff at the Edgerton Center. Students explore specialized electronics, robotics, or mechanical design and fabrication topics not offered in the regular curriculum; classes range from beginner level to more advanced. Some offerings may be taught in an intensive fashion (meeting for up to several times a week for four weeks). Up to three sequential seminars may be offered per semester, covering a different topic each time. Students can take one or all of the seminars.",,,,,Y,Y,Y,,,,
