Subject Id,Subject Title,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"2.25","Fluid Mechanics","2.006,2.06","18.075,18.085",,,,,Y,,,,"G. McKinley",,,
"2.250","Fluid Dynamics and Disease","",,"1.631[J],HST.537[J]",,,,,,Y,,,,,
"2.26","Advanced Fluid Dynamics","18.085;2.25,permission of instructor.",,"1.63[J]",,,,,,Y,,,,,
"2.28","Fundamentals and Applications of Combustion","2.006,2.051,2.06",,,,,"2018-2019",Y,,,,"A. Ghoniem",,,
"2.29","Numerical Fluid Mechanics","2.006,2.06,2.016,2.20,2.25;18.075",,,,,,,,Y,,,,,
"2.341","Macromolecular Hydrodynamics","2.25,10.301,permission of instructor",,"10.531[J]",,,"2018-2019",,,Y,,,,,
"2.37","Fundamentals of Nanoengineering","Permission of instructor",,,,"2.370",,,,Y,,,,,
"2.370","Fundamentals of Nanoengineering",,,,,,,,,,,,,,
"2.372","Design and Fabrication of Microelectromechanical Systems","6.003,2.003,Physics II GIR;permission of instructor",,"6.777[J]",,"2.374[J],6.717[J]","2017-2018",,,Y,,,,,
"2.374","Design and Fabrication of Microelectromechanical Systems",,,,,,,,,,,,,,
"2.391","Nanostructure Fabrication","6.152,6.161,2.710;permission of instructor",,"6.781[J]",,,"2017-2018",,,Y,,,,,
"2.42","General Thermodynamics","Permission of instructor",,,,,,Y,,,,"W. Cheng",,,
"2.500","Desalination and Water Purification","1.020,2.006,10.302,2.051,2.06,permission of instructor",,,,,,,,Y,,,,,
"2.51","Intermediate Heat and Mass Transfer","2.006,2.051,2.06,permission of instructor",,,,,,Y,,,,"E. Wang",,,
"2.52","Modeling and Approximation of Thermal Processes","2.51",,"4.424[J]",,,,Y,,,,"L. Glicksman",,,
"2.55","Advanced Heat and Mass Transfer","2.51",,,,,,,,Y,,,,,
"2.57","Nano-to-Macro Transport Processes","2.005,2.051,permission of instructor",,,,"2.570",,,,Y,,,,,
"2.570","Nano-to-Macro Transport Processes",,,,,,,,,,,,,,
"2.59","Thermal Hydraulics in Power Technology","2.006,10.302,22.312,permission of instructor",,"10.536[J],22.313[J]",,,"2018-2019",Y,,,,"M. Bucci",,,
"2.60","Fundamentals of Advanced Energy Conversion","2.006,2.051,2.06,permission of instructor",,"10.390[J]",,"2.62[J],10.392[J],22.40[J]",,,,Y,,,,,
"2.603","Fundamentals of Smart and Resilient Grids","2.003",,,,"2.63","2017-2018",Y,,,,,,,
"2.61","Internal Combustion Engines","2.006",,,,,,,,Y,,,,,
"2.611","Marine Power and Propulsion","2.005",,,,"2.612",,Y,,,,,,,
"2.612","Marine Power and Propulsion",,,,,,,Y,,,,"R. McCord",,,
"2.62","Fundamentals of Advanced Energy Conversion","2.006,2.051,2.06,permission of instructor",,"10.392[J],22.40[J]",,"2.60[J],10.390[J]",,,,Y,,,,,
"2.625","Electrochemical Energy Conversion and Storage: Fundamentals, Materials and Applications","2.005,3.046,3.53,10.40,2.051,2.06,permission of instructor",,"10.625[J]",,,"2017-2018",Y,,,,,,,
"2.626","Fundamentals of Photovoltaics","Permission of instructor",,,,"2.627","2017-2018",Y,,,,,,,
"2.627","Fundamentals of Photovoltaics","Permission of instructor",,,,"2.626","2017-2018",Y,,,,,,,
"2.63","Fundamentals of smart and Resilient Grids","2.003,permission of instructor",,,,"2.603","2017-2018",Y,,,,,,,
"2.64","Superconducting Magnets","2.51;permission of instructor",,,,,"2017-2018",,,Y,,,,,
"2.65","Sustainable Energy","Permission of instructor",,"1.818[J],10.391[J],11.371[J],22.811[J]",,"2.650[J],10.291[J],22.081[J]",,Y,,,,"M. Golay",,,
"2.650","Introduction to Sustainable Energy","Permission of instructor",,"10.291[J],22.081[J]",,,,Y,,,,"M. Golay",,,
"2.651","D-Lab: Energy","",,"EC.711[J]",,"EC.791",,,,Y,,,,,
"2.66","Fundamentals of Energy in Buildings","Physics I GIR;Calculus II GIR",,"1.044[J],4.42[J]",,,"2017-2018",Y,,,,,,,"REST"
"2.670","Mechanical Engineering Tools","",,,,,,,Y,,,,,,
"2.671","Measurement and Instrumentation","2.001;2.003;2.086;Physics II GIR",,,,,,Y,,Y,,"I. Hunter, B. Hughey",,,"LAB"
"2.673","Instrumentation and Measurement for Biological Systems","Biology GIR;Physics II GIR;6.0002;18.03;permission of instructor",,"20.309[J]",,"20.409",,Y,,Y,,"S. Manalis, S. Wasserman",,,
"2.674","Introduction to Micro/Nano Engineering Laboratory","Physics II GIR,permission of instructor",,,"2.675,2.676",,,,,,,,,,
"2.675","Micro/Nano Engineering Laboratory","2.25;2.372,permission of instructor",,,"2.674","2.676",,Y,,,,"J. Kim, B. Comeau",,,
"2.676","Micro/Nano Engineering Laboratory","2.001;2.003;2.671","2.005,2.051,2.06;permission of instructor",,"2.674","2.675",,Y,,,,"J. Kim",,,
"2.678","Electronics for Mechanical Systems","Physics II GIR",,,,,,Y,,Y,,"S. Banzaert, M. Kolle",,,
"2.680","Unmanned Marine Vehicle Autonomy, Sensing, and Communication","Permission of instructor",,,,,,,,Y,,,,,
"2.681","Environmental Ocean Acoustics","2.066,18.075,permission of instructor",,,,,"2017-2018",Y,,,,,,,
"2.682","Acoustical Oceanography","2.681",,,,,"2017-2018",,,Y,,,,,
"2.683","Marine Bioacoustics and Geoacoustics","2.681",,,,,,,,Y,,,,,
"2.684","Wave Scattering by Rough Surfaces and Inhomogeneous Media","2.066,permission of instrctor",,,,,"2017-2018",,,Y,,,,,
"2.687","Time Series Analysis and System Identification","6.011;18.06",,,,,,Y,,,,,,,
"2.688","Principles of Oceanographic Instrument Systems -- Sensors and Measurements","18.075;2.671",,,,,,Y,,,,"J. Westwater",,,
"2.689","Projects in Oceanographic Engineering","Permission of instructor",,"1.699[J]",,,,Y,,Y,Y,"J. Westwater",,,
"2.690","Corrosion in Marine Engineering","3.012;permission of instructor",,,,,,,,,Y,,,,
"2.700","Principles of Naval Architecture","2.002",,,,"2.701",,Y,,,,"J. Harbour",,,
"2.701","Principles of Naval Architecture",,,,,,,,,,,,,,
"2.702","Systems Engineering and Naval Ship Design","2.701",,,,,,,,Y,,,,,
"2.703","Principles of Naval Ship Design","2.082;2.20;2.611;2.702",,,,,,Y,,,,"J. Page",,,
"2.704","Projects in Naval Ship Conversion Design","2.703",,,,,,,Y,Y,,,,,
"2.705","Projects in New Concept Naval Ship Design","2.704",,,,,,Y,,Y,,"J. Harbour",,,
"2.707","Submarine Structural Acoustics","2.066",,,,,,,,Y,,,,,
"2.708","Traditional Naval Architecture Design","",,,,,,,Y,,,,,,
"2.71","Optics","Physics II GIR;18.03;2.004,2.04A,2.04B,permission of instructor",,,,"2.710",,Y,,,,"G. Barbastathis",,,
"2.710","Optics",,,,,,,Y,,,,,,,
"2.715","Optical Microscopy and Spectroscopy for Biology and Medicine","Permission of instructor",,"20.487[J]",,,,,,Y,,,,,
"2.717","Optical Engineering","2.710,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"2.718","Photonic Materials","2.003,8.03,6.161,permission of instructor",,,,"2.719","2017-2018",Y,,,,,,,
"2.719","Photonic Materials",,,,,,,,,,,,,,
"2.70","FUNdaMENTALS of Precision Product Design","2.008",,,,"2.77",,,,Y,,,,,
"2.77","FUNdaMENTALS of Precision Product Design",,,,,,,,,,,,,,
"2.72","Elements of Mechanical Design","2.005,2.051;2.008","2.671",,,"2.720",,,,Y,,,,,
"2.720","Elements of Mechanical Design","permission of instructor",,,,"2.72",,,,Y,,,,,
"2.722","D-Lab: Design","2.670,permission of the instructor",,"EC.720[J]",,,,,,Y,,,,,
"2.723","Engineering Innovation and Design","",,,,,,Y,,Y,,"C. Kotelly",,,
"2.729","D-Lab: Design for Scale","Permission of instructor",,"EC.729[J]",,,,Y,,,,"H. Quintus-Bosz, M. Yang, S. Hsu, K. Bergeron",,,
"2.733","Engineering Systems Design","2.001;2.003;2.005,2.051;2.670,2.678,2.00B;permission of instructor",,,,"2.013",,Y,,,,,,,
"2.734","Engineering Systems Development","2.001;2.003;2.005,2.051;2.670,2.678,2.00B;permission of instructor",,,,"2.014",,,,Y,,,,,
"2.737","Mechatronics","6.002;2.14,6.302,16.30",,,,,"2017-2018",Y,,,,,,,
"2.739","Product Design and Development","2.009,15.761,15.778,15.810,permission of instructor",,"15.783[J]",,,,,,Y,,,,,
"2.74","Bio-inspired Robotics","2.004,permission of instructor",,,,"2.740",,Y,,,,"S. Kim",,,
"2.740","Bio-inspired Robotics","2.004,permission of instructor",,,,"2.74",,Y,,,,,,,
"2.744","Product Design","2.009",,,,,,,,Y,,,,,
"2.75","Medical Device Design","2.008,6.101,6.111,6.115,22.071,permission of instructor",,"6.525[J],HST.552[J]",,"2.750[J],6.025[J]",,Y,,,,"N. Hanumara, G. Hom",,,
"2.750","Medical Device Design","2.008,6.101,6.111,6.115,22.071,permission of instructor",,"6.025[J]",,"2.75[J],6.525[J],HST.552[J]",,Y,,,,"N. Hanumara",,,
"2.752","Development of Mechanical Products","2.750,2.009,permission of instructor",,,,"2.753",,,,Y,,,,,
"2.753","Development of Mechanical Products",,,,,,,,,,,,,,
"2.76","Global Engineering","2.008,permission of instructor",,,,"2.760","2017-2018",Y,,,,,,,
"2.760","Global Engineering","2.008,permission of instructor",,,,"2.76","2017-2018",Y,,,,,,,
"2.778","Large and Complex Systems Design and Concept Development","permission of instructor",,,,,,Y,,,,"S. Kim",,,
"2.772","Thermodynamics of Biomolecular Systems","Calculus II GIR;Chemistry GIR;Physics I GIR",,"20.110[J]",,,,Y,,Y,,"E. Alm, M. Birnbaum",,,"REST"
"2.78","Principles and Practice of Assistive Technology","Permission of instructor",,"6.811[J],HST.420[J]",,,,Y,,,,"J. Greenberg",,,
"2.782","Design of Medical Devices and Implants","Chemistry GIR;Biology GIR;Physics I GIR;permission of instructor",,"HST.524[J]",,,,,,Y,,,,,
"2.785","Cell-Matrix Mechanics","Chemistry GIR;Biology GIR;2.001;permission of instructor",,"HST.523[J]",,,"2017-2018",Y,,,,,,,
"2.79","Biomaterials: Tissue Interactions","Chemistry GIR;Biology GIR;Physics I GIR;permission of instructor",,"HST.522[J]",,,,Y,,,,"I. Yannas",,,
"2.791","Cellular Neurophysiology and Computing","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"6.021[J],9.21[J],20.370[J]",,,,Y,,,,"T. Heldt",,,
"2.792","Quantitative Systems Physiology","Physics II GIR,18.03,permission of instructor",,"6.022[J],HST.542[J]",,"2.796[J],6.522[J]",,,,Y,,,,,
"2.793","Fields, Forces and Flows in Biological Systems","Physics II GIR;2.005,6.021,permission of instructor","20.309","6.023[J],20.330[J]",,,,,,Y,,,,,
"2.794","Cellular Neurophysiology and Computing","Physics II GIR;18.03;2.005,6.002,6.003,10.301,20.110,permission of instructor",,"6.521[J],9.021[J],20.470[J],HST.541[J]",,"2.791[J],6.021[J],9.21[J],20.370[J]",,Y,,,,"T. Heldt",,,
"2.795","Fields, Forces, and Flows in Biological Systems","Permission of instructor",,"6.561[J],10.539[J],20.430[J]",,,,Y,,,,"A. Grodzinsky",,,
"2.796","Quantitative Physiology: Organ Transport Systems","2.006,6.013;6.021",,"6.522[J]",,"2.792[J],6.022[J],HST.542[J]",,,,Y,,,,,
"2.797","Molecular, Cellular, and Tissue Biomechanics","2.370,2.772J;18.03,3.016;Biology GIR",,"3.053[J],6.024[J],20.310[J]",,,,Y,,,,"M. Bathe, M. Jonas",,,
"2.798","Molecular, Cellular, and Tissue Biomechanics","Biology GIR;2.002,2.006,6.013,10.301,10.302",,"3.971[J],6.524[J],10.537[J],20.410[J]",,,"2017-2018",Y,,,,,,,
"2.799","The Cell as a Machine","5.07,18.03,7.05",,,,,,Y,Y,,Y,"R. Kamm",,,
"2.810","Manufacturing Processes and Systems","2.001;2.006;2.008",,,,,,Y,,,,"T. Gutowski",,,
"2.813","Energy, Materials, and Manufacturing","2.008,permission of instructor",,,,"2.83",,,,Y,,,,,
"2.821","Structural Materials","Permission of instructor",,"3.371[J]","3.171",,,Y,,Y,Y,"T. Eagar, J. Hill",,,
"2.83","Energy, Materials and Manufacturing","2.008,permission of instructor",,,,"2.813",,,,Y,,,,,
"2.830","Control of Manufacturing Processes","2.008,6.041B,6.152,15.064",,"6.780[J]",,,,,,Y,,,,,
"2.851","System Optimization and Analysis for Operations","Calculus II GIR",,"2.851J",,,,,,,Y,"L. Yedidsion",,,
"2.852","Manufacturing Systems Analysis","6.041B,permission of instructor",,,,,,,,Y,,,,,
"2.853","Introduction to Manufacturing Systems","2.008",,,,"2.854",,Y,,,,"S. Gershwin",,,
"2.854","Introduction to Manufacturing Systems",,,,,,,,,,,,,,
"2.888","Professional Seminar in Global Manufacturing Innovation and Entrepreneurship","",,,,,,,,Y,,,,,
"2.890","Global Operations Leadership Seminar","",,"10.792[J],15.792[J],16.985[J]",,,,Y,,Y,,"T. Roemer, A. Piccolo",,,
"2.900","Ethics for Engineers","",,,,"6.9041",,Y,,Y,,"B. Trout",,,
"2.912","Venture Engineering","",,"3.085[J],15.373[J]",,,,,,Y,,,,,
"2.913","Entrepreneurship in Engineering","",,"6.907[J]",,"6.933",,Y,,Y,,"C. Chase",,,
"2.916","Funding Strategies for Startups","",,"10.407[J]",,,,,,Y,,,,,
"2.96","Management in Engineering","",,,,,,Y,,,,"J. Chun",,,
"2.961","Management in Engineering",,,,,,,,,,,"J. Chun",,,
"2.965","Global Supply Chain Management","1.260,1.261,15.761,15.778,permission of instructor",,"1.265[J],15.765[J],SCM.265[J]",,,,,,Y,,,,,
"2.98","Sports Technology: Engineering & Innovation","",,,,,,Y,,Y,,"C. Chase",,,
"2.981","New England Coastal Ecology","",,,,,,,Y,,,,,,
"2.990","Practical Work Experience","",,,,,,Y,Y,Y,,"E. Ferrick",,,
"2.993","Independent Study","",,,,,,Y,Y,Y,Y,"E. Ferrick",,,
"2.994","Independent Study","",,,,,,Y,Y,Y,Y,"E. Ferrick",,,
"2.995","Advanced Topics in Mechanical Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"L. Regan",,,
"2.996","Advanced Topics in Mechanical Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"L. Regan",,,
"2.997","Advanced Topics in Mechanical Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"L. Regan",,,
"2.998","Advanced Topics in Mechanical Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"E. Reynolds",,,
"2.S670","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,,,,
"2.S790","Graduate Special Subject in Bioengineering","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S791","Graduate Special Subject in Bioengineering","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S792","Graduate Special Subject in Bioengineering","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"2.S97","Undergraduate Special Subject in Mechanical Engineering","",,,,,,,Y,,,,,,
"2.S971","Undergraduate Special Subject in Mechanical Engineering","",,,,,,,Y,,,,,,
"2.S972","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,"K. Zolot",,,
"2.S973","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,"M. Culpepper",,,
"2.S974","Undergraduate Special Subject in Mechanical Engineering","",,,,,,,Y,,,,,,
"2.S980","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,,Y,,,,,,
"2.S981","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,,,,"C. Buie",,,
"2.S982","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,,,Y,,,,,
"2.S983","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,,Y,,"A. Hosoi, C. Chase",,,
"2.S991","Undergraduate Special Subject in Mechanical Engineering","",,,,,,,,Y,,,,,
"2.S992","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,"B. Baker",,,
"2.S993","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,"A. Bastidas, J. Simpson",,,
"2.S994","Undergraduate Special Subject in Mechanical Engineering","",,,,,,,,Y,,,,,
"2.S995","Undergraduate Special Subject in Mechanical Engineering","",,,,,,Y,,,,,,,
"2.S996","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,,Y,,,,,
"2.S997","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,Y,Y,,"X. Zhao",,,
"2.S998","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,,Y,,"S. Kim",,,
"2.S999","Graduate Special Subject in Mechanical Engineering","Permission of instructor",,,,,,Y,,Y,,"D. Hart",,,
"2.978","Instruction in Teaching Engineering","Permission of instructor",,,,"1.95[J],5.95[J],7.59[J],8.395[J],18.094[J]",,Y,,,,,,,
"2.979","Undergraduate Teaching","",,,,,,Y,Y,Y,,"E. Ferrick",,,
"2.999","Engineer's Degree Thesis Proposal Preparation","Permission of instructor",,,,,,Y,,Y,Y,"L. Regan",,,
"2.EPE","UPOP Engineering Practice Experience","2.EPW,permission of instructor",,,,,,Y,,Y,,"J. Crim",,,
"2.EPW","UPOP Engineering Practice Workshop","",,,,,,Y,Y,,,"J. Crim",,,
"2.THG","Graduate Thesis","Permission of advisor",,,,,,Y,Y,Y,Y,"L. Regan",,,
"2.THU","Undergraduate Thesis","",,,,,,Y,Y,Y,Y,"H. Theberge",,,
"2.UR","Undergraduate Research in Mechanical Engineering","",,,,,,Y,Y,Y,Y,"H. Theberge",,,
"2.URG","Undergraduate Research in Mechanical Engineering",,,,,,,,,,,"H. Theberge",,,
"3.001","Introduction to Materials Science and Engineering","",,,,,,Y,,Y,,"C. Carter, K. Keane",,,
"3.003","Principles of Engineering Practice","Physics I GIR;Calculus I GIR",,,,"3.004",,,,,,,,,
"3.004","Principles of Engineering Practice","Physics I GIR;Calculus I GIR",,,,"3.003",,,,Y,,,,,
"3.005","Passion Projects: Living in a Material World","",,,,,"2017-2018",,,Y,,,,,
"3.012","Fundamentals of Materials Science and Engineering","","18.03,18.032,3.016",,,,,Y,,,,"C. Ross, R. Jaramillo",,,"REST"
"3.014","Materials Laboratory","",,,,,,Y,,,,"D. Sadoway, L. Kimerling",,,"LAB"
"3.016","Computational Methods for Materials Scientists and Engineers","Calculus II GIR",,,,,,Y,,,,"C. Carter",,,
"3.017","Modelling, Problem Solving, Computing, and Visualization","3.016,6.0001,16.66,12.010;3.014,3.022,3.024;permission of instructor",,,,,,,,Y,,,,,
"3.021","Introduction to Modeling and Simulation","18.03,3.016,permission of instructor",,,,,,,,Y,,,,,"REST"
"3.022","Microstructural Evolution in Materials","3.012",,,,,,,,Y,,,,,
"3.024","Electronic, Optical and Magnetic Properties of Materials","3.012",,,,,,,,Y,,,,,
"3.032","Mechanical Behavior of Materials","Physics I GIR;3.016,18.03",,,,,,Y,,,,"L. Gibson",,,
"3.034","Organic and Biomaterials Chemistry","3.012",,,,"3.034A",,Y,,,,"R. Macfarlane",,,
"3.034A","Organic and Biomaterials Chemistry","Chemistry GIR",,,,"3.034",,Y,,,,,,,
"3.035","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,Y,"A. Belcher",,,
"3.036","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,Y,"H. Tuller",,,
"3.037","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"H. Tuller",,,
"3.038","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,Y,"L. Kimerling",,,
"3.039","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,Y,"J. Grossman",,,
"3.04","Problems in Materials Science and Engineering","Permission of instructor",,,,,,Y,Y,Y,Y,"G. Beach",,,
"3.042","Materials Project Laboratory","3.014,3.032,3.044",,,,,,Y,,Y,,"M. Tarkanian",,,
"3.044","Materials Processing","3.012;3.022",,,,,,,,Y,,,,,
"3.046","Thermodynamics of Materials","3.012,permission of instructor",,,,,,,,Y,,,,,"REST"
"3.048","Advanced Materials Processing","3.022;3.044",,,,,"2017-2018",,,Y,,,,,
"3.052","Nanomechanics of Materials and Biomaterials","3.032,permission of instructor",,,,,,,,Y,,,,,
"3.053","Molecular, Cellular, and Tissue Biomechanics","2.370,2.772J;18.03,3.016;Biology GIR",,"2.797[J],6.024[J],20.310[J]",,,,Y,,,,"M. Bathe, M. Jonas",,,
"3.054","Cellular Solids: Structure, Properties, Applications","3.032",,,,"3.36",,Y,,,,"L. Gibson",,,
"3.055","Biomaterials Science and Engineering","3.034,20.110,permission of instructor",,"20.363[J]",,"3.963[J],20.463[J]",,Y,,,,"D. Irvine, K. Ribbeck",,,
"3.063","Polymer Physics","3.012",,,,"3.942",,Y,,,,"A. Alexander-Katz",,,
"3.064","Polymer Engineering","3.032;3.044",,,,,"2017-2018",Y,,,,,,,
"3.07","Introduction to Ceramics","3.012",,,,,,Y,,,,"Y. Chiang",,,
"3.071","Amorphous Materials","3.024",,,,,,Y,,,,"J. Hu",,,
"3.072","Symmetry, Structure and Tensor Properties of Materials","3.016,18.03",,,,"3.60",,Y,,,,"E. Fitzgerald",,,
"3.074","Imaging of Materials","3.024",,,,"3.34",,,,Y,,,,,
"3.080","Strategic Materials Selection","3.012,3.014,permission of instructor",,,,,,,,Y,,,,,
"3.081","Industrial Ecology of Materials","3.012,3.014,permission of instructor",,,,"3.560","2017-2018",Y,,,,,,,
"3.085","Venture Engineering","",,"2.912[J],15.373[J]",,,,,,Y,,,,,
"3.086","Innovation and Commercialization of Materials Technology","",,,,"3.207",,,,Y,,,,,
"3.091","Introduction to Solid-State Chemistry","",,,,"ES.3091",,Y,,Y,,"J. Grossman, L. Von Bosau",,,"CHEM"
"3.094","Materials in Human Experience","",,,,,,,,Y,,,,"HASS-S",
"3.095","Introduction to Metalsmithing","",,,,,,,,Y,,,,"HASS-A",
"3.14","Physical Metallurgy","3.022;3.032",,,,"3.40[J],22.71[J]",,Y,,,,"C. Tasan",,,
"3.15","Electrical, Optical, and Magnetic Materials and Devices","3.024",,,,,,,,Y,,,,,
"3.152","Magnetic Materials","3.024",,,,"3.45",,,,Y,,,,,
"3.153","Nanoscale Materials","3.024",,,,,"2017-2018",,,Y,,,,,
"3.154","Materials Performance in Extreme Environments","3.032;3.044",,"22.054[J]",,,"2018-2019",,,Y,,,,,
"3.155","Micro/Nano Processing Technology","Calculus II GIR,Chemistry GIR,Physics II GIR,permission of instructor",,"6.152[J]",,,,Y,,,,"J. Michel, J. Scholvin",,,
"3.156","Photonic Materials and Devices","3.016,18.03;3.024",,,,"3.46",,Y,,,,"P. Anikeeva",,,
"3.171","Structural Materials","3.012;3.014",,,"2.821,3.371",,,Y,,Y,,"T. Eagar, J. Hill",,,
"3.18","Materials Science and Engineering of Clean Energy","3.022;3.024",,,,"3.70",,,,Y,,,,,
"3.19","Sustainable Chemical Metallurgy","3.022",,,,"3.50",,,,Y,,,,,
"3.20","Materials at Equilibrium","3.012;3.014;3.022;3.024;3.034;3.042;permission of instructor",,,,,,Y,,,,"A. Allanore",,,
"3.207","Innovation and Commercialization","",,,,"3.086",,,,Y,,,,,
"3.21","Kinetic Processes in Materials","3.012,3.022,3.044,permission of instructor",,,,,,,,Y,,,,,
"3.22","Mechanical Behavior of Materials","3.032,permission of instructor",,,,,,,,Y,,,,,
"3.23","Electrical, Optical, and Magnetic Properties of Materials","8.03;18.03",,,,,,Y,,,,"G. Beach",,,
"3.30","Properties of Solid Surfaces","3.20,3.21,permission of instructor",,"22.75[J]",,,,,,Y,,,,,
"3.31","Radiation Damage and Effects in Nuclear Materials","22.14,3.21,permission of instructors",,"22.74[J]",,,,Y,,,,"M. Short",,,
"3.320","Atomistic Computer Modeling of Materials","3.022,3.20,3.23,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"3.33","Defects in Materials","3.21;3.22",,"22.73[J]",,,"2017-2018",Y,,,,,,,
"3.34","Imaging of Materials","3.23,permission of instructor",,,,"3.074",,,,Y,,,,,
"3.35","Fracture and Fatigue","3.22,permission of instructor",,,,,"2018-2019",,,Y,,,,,
"3.36","Cellular Solids: Structure, Properties, Applications","3.032,permission of instructor",,,,"3.054",,Y,,,,,,,
"3.371","Structural Materials","Permission of instructor",,"2.821[J]","3.171",,,Y,,Y,Y,"T. Eagar, J. Hill",,,
"3.38","Ceramics: Processing, Properties and Functional Devices","",,,,,"2017-2018",Y,,,,,,,
"3.40","Modern Physical Metallurgy","3.022;3.032",,"22.71[J]",,"3.14",,Y,,,,"J. Li",,,
"3.41","Colloids, Surfaces, Absorption, Capillarity, and Wetting Phenomena","3.20;3.21",,,,,,,,Y,,,,,
"3.42","Electronic Materials Design","3.23",,,,,,Y,,,,"H. Tuller",,,
"3.43","Integrated Microelectronic Devices","6.012,3.42",,"6.720[J]",,,,Y,,,,"J. Del Alamo, A. Vardy",,,
"3.44","Materials Processing for Micro- and Nano-Systems","3.20;3.21",,,,,,Y,,,,"C. Thompson",,,
"3.45","Magnetic Materials","3.23",,,,"3.152",,,,Y,,,,,
"3.46","Photonic Materials and Devices","3.23",,,,"3.156",,Y,Y,,Y,,,,
"3.50","Sustainable Chemical Metallurgy","3.022,permission of instructor",,,,"3.19",,,,Y,,,,,
"3.53","Electrochemical Processing of Materials","3.044",,,,,,,,Y,,,,,
"3.54","Corrosion: The Environmental Degradation of Materials","3.012",,"22.72[J]",,,"2017-2018",,,Y,,,,,
"3.560","Industrial Ecology of Materials","3.20,permission of instructor",,,,"3.081","2017-2018",Y,,,,,,,
"3.57","Materials Selection, Design, and Economics","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"3.60","Symmetry, Structure, and Tensor Properties of Materials","3.016,18.03",,,,"3.072",,Y,,,,,,,
"3.65","Soft Matter Characterization","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"3.69","Teaching Fellows Seminar","",,,,,,Y,,,,"C. Schuh",,,
"3.691","Teaching Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,,"G. Beach",,,
"3.692","Teaching Materials Science and Engineering","Permission of instructor",,,,,,Y,,Y,,"G. Beach",,,
"3.693","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.694","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.695","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.696","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.697","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.698","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.699","Teaching Materials Science and Engineering","",,,,,,Y,,,,"D. Sadoway",,,
"3.70","Materials Science and Engineering of Clean Energy","3.20,3.23,permission of instructor",,,,"3.18",,,,Y,,,,,
"3.903","Seminar in Polymers and Soft Matter","",,"10.960[J]",,,,Y,,Y,,"D. Irvine",,,
"3.91","Mechanical Behavior of Polymers","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"3.930","Internship Program","",,,,,,,,,,,,,
"3.931","Internship Program","3.930",,,,,,,,,Y,,,,
"3.932","Industrial Practice","Permission of instructor",,,,,,Y,Y,Y,Y,"D. Sadoway",,,
"3.94","Morphology of Polymers","3.063",,,,,"2017-2018",Y,,,,,,,
"3.941","Statistical Mechanics of Polymers","10.568,permission of instructor",,"10.668[J]",,,"2017-2018",Y,,,,,,,
"3.942","Polymer Physics","3.032,permission of instructor",,,,"3.063",,Y,,,,,,,
