Subject Id,Subject Title,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule
"21W.032","Science Writing and New Media: Introduction to Digital Media",3,0,9,12,,"CI-HW","HASS-H","",,"Focuses on digital media production and associated written and oral reports. Working individually and in small, collaborative teams, students create a variety of digital media projects throughout the term, culminating in a larger final project of their choosing. Assignments include audio and video essays, website design, games and interactive fiction, mobile technology, and readings. Students write bi-weekly short essays analyzing their digital projects, as well as a proposal, progress report and completion report for the final project. Limited to 18.",,,"21W.031,21W.034,21W.035,21W.036",,Y,,,,,,
"21W.034","Science Writing and New Media: Perspectives on Medicine and Public Health",3,0,9,12,,"CI-HW","HASS-H","",,"Public health topics, such as AIDS, asthma, malaria control, obesity, and sleep deprivation, provide a unifying focus as students explore diverse modes of science writing. Readings include essays by such writers as Atul Gawande, Danielle Ofri, Jerome Groopman, and William Carlos Williams, as well as peer-reviewed journal articles. Assignments include a critical review, a scientific literature review, a brochure suitable for general distribution, an autobiographical narrative, a resume, a job application letter, and oral presentations. Limited to 18.",,,"21W.031,21W.032,21W.035,21W.036",,Y,,,,,,
"21W.035","Science Writing and New Media: Elements of Science Writing for the Public",3,0,9,12,,"CI-HW","HASS-H","",,"Provides an introduction to writing about science (including medicine, technology, and engineering) for general readers. Emphasizes background research as a foundation for strong science writing. Students read works by accomplished science writers. Each assignment focuses on a different popular form, such as news article, interview, essay, and short feature. Limited to 18.",,,"21W.031,21W.032,21W.034,21W.036",,Y,,Y,,,"J. Berezin, J. Berezin, A. Carleton","Lecture,56-167/MW/0/3-4.30,56-162/TR/0/9.30-11"
"21W.036","Science Writing and New Media: Writing and the Environment",3,0,9,12,,"CI-HW","HASS-H","",,"Develops written and oral communication skills through the study and practice of environmental science writing. Covers a wide range of genres, including such standard forms as the scientific literature review. Students adapt the content of their papers and oral presentations to the distinctive needs of specific audiences. Assignments provide thematic coherence and a basis for independent student research. Limited to 18.",,,"21W.031,21W.032,21W.034,21W.035","2018-2019",Y,,,,,"C. Taft","Lecture,36-372/TR/0/3-4.30"
"21W.041","Writing About Literature",3,0,9,12,,"CI-HW","HASS-H","",,"Intensive focus on the reading and writing skills used to analyze literary texts such as poems by Emily Dickinson, Shakespeare or Langston Hughes; short stories by Chekhov, Joyce, or Alice Walker; and a short novel by Melville or Toni Morrison. Designed not only to prepare students for further work in writing and literary and media study, but also to provide increased confidence and pleasure in their reading, writing, and analytical skills. Students write or revise essays weekly. Enrollment limited.","21L.000[J]",,,"2017-2018",Y,,,,,,
"21W.042","Writing with Shakespeare",3,0,9,12,,"CI-HW","HASS-H","",,"Focuses on writing and speaking using Shakespeare as a model and means for mastery of English language skills. Emphasizes the development of students' ability to write clearly and effectively in a range of genres with an awareness of audience. Designed to increase students' confidence and pleasure in verbal communication and analysis of language. Students write frequently, give and receive feedback, improve their work through revision, and participate actively in class discussions and presentations. Enrollment limited.","21L.010[J]",,,,Y,,,,,"D. Henderson","Lecture,66-154/TR/0/3.30-5"
"21W.735","Writing and Reading the Essay",3,0,9,12,,"CI-H","HASS-H","Writing sample;permission of instructor",,"Exploration of formal and informal modes of writing nonfiction prose. Extensive practice in composition, revision, and editing. Reading in the literature of the essay from the Renaissance to the present, with an emphasis on modern writers. Classes alternate between discussion of published readings and workshops on student work. Individual conferences. Limited to 18.",,,,,Y,,,,,,
"21W.740","Writing Autobiography and Biography",3,0,9,12,,,"HASS-A","",,"Writing an autobiography is a vehicle for improving one's style while studying the nuances of the language. Literary works are read with an emphasis on different forms of autobiography. Students examine various stages of life, significant transitions, personal struggles, and memories translated into narrative prose, and discuss: what it means for autobiographer and biographer to develop a personal voice; and the problems of reality and fiction in autobiography and biography.",,,,,Y,,,,,"K. Manning",
"21W.741","Black Matters: Introduction to Black Studies",3,0,9,12,,"CI-H",,"",,"Interdisciplinary survey of people of African descent that draws on the overlapping approaches of history, literature, anthropology, legal studies, media studies, performance, linguistics, and creative writing. Connects the experiences of African-Americans and of other American minorities, focusing on social, political, and cultural histories, and on linguistic patterns. Includes lectures, discussions, workshops, and required field trips that involve minimal cost to students.","24.912[J],21H.106[J],21L.008[J],WGS.190[J]",,,,,,Y,,,,
"21W.742","Writing about Race",3,0,9,12,,"CI-H","HASS-H","",,"The issue of race and racial identity have preoccupied many writers throughout the history of the US. Students read Jessica Abel, Diana Abu-Jaber, Lynda Barry, Felicia Luna Lemus, James McBride, Sigrid Nunez, Ruth Ozeki, Danzy Senna, Gloria Anzaldua, Judith Ortiz Cofer, Carmit Delman, Stefanie Dunning, Cherrie Moraga, Hiram Perez and others, and consider the story of race in its peculiarly American dimensions. The reading, along with the writing of members of the class, is the focus of class discussions. Oral presentations on subjects of individual interest are also part of the class activities. Students explore race and ethnicity in personal essays, pieces of cultural criticism or analysis, or (with permission of instructor) fiction. All written work is read and responded to in class workshops and subsequently revised. Enrollment limited.","WGS.231[J]",,,,Y,,,,,"K. Ragusa","Lecture,4-144/MW/0/9.30-11"
"21W.743","Voice and Meaning: Speaking to Readers through Memoir",3,0,9,12,,,,"",,"Explores the memoir genre with particular attention to the relationships between form and content, fact and truth, self and community, art and ""healing,"" coming to voice and breaking silence. Readings include works by Nick Flynn, Meena Alexander, Art Spigelman, James McBride, Ruth Ozeki, and Cheryl Strayed, with a focus on the ways in which these writers make meaning out of specific events or moments in their own lives as a way of engaging with larger questions of family, race, history, loss, and survivorship. Drawing on lessons taken from these works, students write a short memoir of their own. Limited to 18.",,,,,,,Y,,,,
"21W.744","The Art of Comic Book Writing",3,0,9,12,,,"HASS-A","",,"Students create short scripts and full-length comic book narratives across a variety of genres, while analyzing a wide range of comics (corporate and independent, print and web). Focuses on scripts; drawing skills not required, but illustrations or storyboards are welcome. Special attention to questions of gender, race, ethnicity, and sexuality in both critical and creative work. Limited to 13.",,,,"2017-2018",Y,,,,,,
"21W.745","Advanced Essay Workshop",3,0,9,12,,"CI-H","HASS-H","Permission of instructor",,"For students with experience in writing essays and nonfiction prose. Focuses on negotiating and representing identities grounded in gender, race, class, nationality, and sexuality in prose that is expository, exploratory, investigative, persuasive, lyrical, or incantatory. Authors include James Baldwin, Minnie Bruce Pratt, Audre Lorde, Richard Rodriguez, Alice Walker, John Edgar Wideman, Diana Hume George, bell hooks, Margaret Atwood, Patricia J. Williams, and others. Designed to help students build upon their strengths as writers and to expand their repertoire of styles and approaches in essay writing. Approved for credit in Women's and Gender Studies when content meets the requirements for subjects in that program. Limited to 18.",,,,,,,Y,,,,
"21W.747","Rhetoric",3,0,9,12,,"CI-H","HASS-H","",,"For students with a special interest in learning how to make forceful arguments in written form. Studies the forms and structures of argumentation, including organization of ideas, awareness of audience, methods of persuasion, evidence, factual vs. emotional argument, figures of speech, and historical forms and uses of arguments. Limited to 18 per section.",,,,,Y,,Y,,,"S. Strang","Lecture,E17-136/MW/0/9.30-11,E17-136/MW/0/1-2.30"
"21W.748","Apocalyptic Storytelling",3,0,9,12,,,"HASS-A","Permission of instructor",,"Focuses on the critical making of apocalyptic, post-apocalyptic and dystopian stories across various narrative media. Considers the long history of Western apocalypticism as well as the uses and abuses of apocalypticism across time. Examines a wide variety of influential texts in order to enhance students' creative and theoretical repertoires. Students create their own apocalyptic stories and present on selected texts. Investigates conventions such as plague, zombies, nuclear destruction, robot uprising, alien invasion, environmental collapse, and supernatural calamities. Considers questions of race, gender, sexuality, colonialism, trauma, memory, witness, and genocide. Intended for students with prior creative writing experience. Students taking graduate version complete additional assignments. Limited to 15.",,"CMS.848",,"2017-2018",Y,,,,,,
"21W.754","Playwriting I",3,0,9,12,,,"HASS-A","",,"Introduces the craft of writing for the theater, with special attention to the ""play"" in playwriting. Through weekly assignments and in-class exercises, students explore scene structure, action, events, voice, and dialogue. In workshop format, students present individual work for feedback and are encouraged to bring a sense of fun, joy and playfulness to their writing. Readings include published plays, which provide exposure to a variety of styles, voices, and structures. Emphasizes process, risk taking, and finding one's own voice and vision.","21M.604[J]",,,,Y,,,,,"K. Urban, L. Harrington, L. Harrington, K. Urban","Lecture,4-253/M/0/2-5,W97-267/M/1/7-10 PM"
"21W.755","Writing and Reading Short Stories",3,0,9,12,,,"HASS-A","",,"An introduction to writing fiction. Students write their own stories and study essays and short stories by contemporary authors from around the world. Discussion focuses on students' writing and on assigned works in their historical and social contexts.",,,,,Y,,Y,,,"S. Lewitt, S. Lewitt, M. Nathan","Lecture,66-156/TR/0/1-2.30,66-154/TR/0/1-2.30"
"21W.756","Writing and Reading Poems",3,0,9,12,,,"HASS-A","",,"Examination of the formal structural and textual variety in poetry. Extensive practice in the making of poems and the analysis of both students' manuscripts and texts from 16th- through 20th-century literature. Attempts to make relevant the traditional elements of poetry and their contemporary alternatives. Weekly writing assignments, including some exercises in prosody.",,,,,Y,,,,,,
"21W.757","Fiction Workshop",3,0,9,12,,,"HASS-A","21W.755",,"Intermediate class for students with some experience in writing fiction. Students write short stories and complete other writing exercises. Readings include short story collections by contemporary writers such as Sandra Cisneros, Benjamin Percy, Leila Lalami, Laura Pritchett, Bret Anthony Johnston, and Edward P. Jones. Discussions focus on sources of story material, characterization, setting, architecture, point of view, narrative voice, and concrete detail.",,,,,Y,,,,,"H. Lee","Lecture,4-144/TR/0/3-4.30"
"21W.758","Genre Fiction Workshop",3,0,9,12,,,"HASS-A","Permission of instructor",,"Students read texts in genres such as fantasy, science fiction, historical fiction, noir, and horror, typically focusing on one genre exclusively in a given semester. Formats may include short stories, novels, films, TV shows and other narrative media. Considers genre protocols and how to write within the restrictions and freedoms associated with each genre. Students write fiction within a genre (or ""between"" genres) for roundtable workshopping. Intended for students with prior creative writing experience. Limited to 15.",,,,,Y,,,,,"S. Lewitt","Lecture,66-156/TR/0/3-4.30"
"21W.759","Writing Science Fiction",3,0,9,12,,,"HASS-A","",,"Students write and read science fiction and analyze and discuss stories written for the class. For the first eight weeks, readings in contemporary science fiction accompany lectures and formal writing assignments intended to illuminate various aspects of writing craft as well as the particular problems of writing science fiction. The rest of the term is given to roundtable workshops on students' stories.",,,,,,,Y,,,,
"21W.760","Creative Writing and Visual Culture: Writing in the Museum",3,0,9,12,,,"HASS-H","",,"Critically explores how and why objects are collected and consumed, drawing upon visual culture and museum and cultural studies. Students engage in forms of creative writing that imitate museums, enact curatorial gestures, and/or try to dismantle such structures. They also curate their own writing into a chapbook, blog, or other creative form. Readings cover a range of genres. Includes visits to actual and virtual galleries.",,,,,Y,,,,,,
"21W.761","(un)Writing the Book",3,0,9,12,,,"HASS-H","",,"Explores the material and historical components of books, dissecting and regenerating individual and collective writings into new forms. Students engage in weekly creative experiments and other exercises, handle rare books on field trips to Special Collections, and edit collaborative chapbooks. Examines the history and mystery of the book, considering where this technology has come from and envisioning where it might go.",,,,,,,Y,,,,
"21W.762","Poetry Workshop",3,0,9,12,,,"HASS-A","",,"For students with some previous experience in poetry writing. Frequent assignments stress use of language, diction, word choice, line breaks, imagery, mood, and tone. Considers the functions of memory, imagination, dreams, poetic impulses. Throughout the term, students examine the work of published poets. Revision stressed.",,,,,Y,,Y,,,"E. Barrett",
"21W.769","Playwrights' Workshop",4,0,8,12,,,"HASS-A","21M.604,21W.754,permission of instructor",,"Continued work in the development of play scripts for the theater. Writers work on sustained pieces in weekly workshop meetings, individual consultation with the instructor, and in collaboration with student actors, directors, and designers. Fully developed scripts eligible for inclusion in the Playwrights' Workshop production. Students taking graduate version complete additional assignments. Enrollment may be limited.","21M.785[J]","21M.789",,,,,Y,,,,
"21W.770","Advanced Fiction Workshop",3,0,9,12,,,"HASS-A","Permission of instructor",,"For students with some experience in writing fiction. Write longer works of fiction and short stories which are related or interconnected. Read short story collections by individual writers, such as Sandra Cisneros, Raymond Carver, Edward P. Jones, and Tillie Olsen, and discuss them critically and analytically, with attention to the ways in which the writers' choices about component parts contribute to meaning. In-class exercises and weekly workshops of student work focus on sources of story material, characterization, structure, narrative voice, point of view and concrete detail. Concentration on revision.",,,,,,,Y,,,,
"21W.771","Advanced Poetry Workshop",3,0,9,12,,,"HASS-A","Prior manuscript submission required",,"For students experienced in writing poems. Regular reading of published contemporary poets and weekly submission of manuscripts for class review and criticism. Students expected to do a substantial amount of rewriting and revision. Classwork supplemented with individual conferences.",,,,,Y,,Y,,,"E. Funkhouser","Lecture,4-265/M/0/2-5"
"21W.773","Writing Longer Fiction",3,0,9,12,,,"HASS-A","A fiction workshop,permission of instructor",,"Designed for students who have some experience in writing fiction and want to try longer forms like the novella and novel. Students interested in writing a novel are expected to produce at least two chapters and an outline of the complete work. Readings include several novels from Fitzgerald to the present, and novellas from Gogol's The Overcoat to current examples. Students discuss one another's writing in a roundtable workshop, with a strong emphasis on revision.",,,,"2017-2018",,Y,Y,Y,,,
"21W.031","Science Writing and New Media: Explorations in Communicating about Science and Technology",3,0,9,12,,"CI-HW","HASS-H","",,"Examines principles of good writing, focusing on those associated with scientific and technical writing. Considers the effects of new media as an avenue for communicating about science. Students discuss scientific articles and essays and work in small groups to critique each other's writing. Assignments include a critical review, a science essay for the general public, and a research or service project proposal. Students choose topics that reflect their background and interests. Formal and informal presentations and group discussions develop oral communication skills. Limited to 18.",,,"21W.032,21W.034,21W.035,21W.036",,Y,,Y,,,"J. Melvold","Lecture,56-162/TR/0/11-12.30,56-180/TR/0/3-4.30"
"21W.034","Science Writing and New Media: Perspectives on Medicine and Public Health",3,0,9,12,,"CI-HW","HASS-H","",,"Public health topics, such as AIDS, asthma, malaria control, obesity, and sleep deprivation, provide a unifying focus as students explore diverse modes of science writing. Readings include essays by such writers as Atul Gawande, Danielle Ofri, Jerome Groopman, and William Carlos Williams, as well as peer-reviewed journal articles. Assignments include a critical review, a scientific literature review, a brochure suitable for general distribution, an autobiographical narrative, a resume, a job application letter, and oral presentations. Limited to 18.",,,"21W.031,21W.032,21W.035,21W.036",,Y,,,,,,
"21W.035","Science Writing and New Media: Elements of Science Writing for the Public",3,0,9,12,,"CI-HW","HASS-H","",,"Provides an introduction to writing about science (including medicine, technology, and engineering) for general readers. Emphasizes background research as a foundation for strong science writing. Students read works by accomplished science writers. Each assignment focuses on a different popular form, such as news article, interview, essay, and short feature. Limited to 18.",,,"21W.031,21W.032,21W.034,21W.036",,Y,,Y,,,"J. Berezin, J. Berezin, A. Carleton","Lecture,56-167/MW/0/3-4.30,56-162/TR/0/9.30-11"
"21W.729","Engineering Communication in Context",3,1,8,12,,"CI-H",,"",,"Introduces writing, graphics, meetings, reading, oral presentation, collaboration, and design as tools for product development. Students work in teams to conceive, design, prototype, and evaluate energy-related mechanical engineering products. Instruction focuses on communication tasks that are integral to the design process, including design notebooks, email, informal and formal presentations, meeting etiquette, literature searches, white papers, proposals, and reports. Other assignments address the cultural situation of engineers and engineering in the world at large. Limited to 18; preference to ESG students.","ES.729[J]",,,,Y,,,,,"D. Custer","Lecture,24-618/MW/0/3-5"
"21W.736","News Writing",3,0,9,12,,,"HASS-H","",,"An introduction to the basics of print journalism, including an overview of journalistic ethics and life in the newsroom. Students learn basic reporting techniques, interviewing, and news writing, with an emphasis on accuracy, clarity, and brevity. Most writing done in class whereby students learn to write under time pressure, as well as in a distracting environment. Techniques of investigative reporting — including interviewing and research into public and private sources — are assigned on a weekly basis for outside classroom work.",,,,,Y,,,,,,
"21W.737","Topics and Methods in 21st-Century Journalism",3,0,9,12,,,"HASS-H","",,"Gives a broad understanding of what it means to produce journalism today. Evaluates the limitations and strengths of specific types of media, ranging from New York Times stories to Twitter feeds. Provides students with tools to effectively communicate their own work and research to non-specialist audiences. Students submit assignments via an online portal, which mimics the style and substance of an online news source. Students taking graduate version complete additional assignments. Limited to 12.","CMS.350[J]","CMS.850",,"2017-2018",,,Y,,,,
"21W.739","Darwin and Design",3,0,9,12,,"CI-H","HASS-H","",,"In The Origin of Species , Darwin provided a model for understanding the existence of objects and systems manifesting evidence of design without positing a designer, and of purpose and mechanism without intelligent agency. Texts deal with pre-Darwinian and later treatment of this topic within literature and speculative thought since the 18th century, with some attention to the modern study of feedback mechanism in artificial intelligence. Readings in Hume, Voltaire, Malthus, Darwin, Butler, Hardy, H. G. Wells, and Freud.","21L.022[J]",,,"2017-2018",Y,,,,,,
"21W.746","Humanistic Perspectives on Medicine: From Ancient Greece to Modern America",3,0,9,12,,"CI-H","HASS-H","",,"For students with experience in nonfiction prose and interest in the non-science side of medicine. Advanced study of the art of essay (form, style, techniques of persuasion) and practice of that form. Students required to write substantial essays and revise their work. Students read and discuss the writings of distinguished physicians from antiquity to the late 20th century. Limited to 18.",,,,,,,Y,,,,
"21W.749","Documentary Photography and Photojournalism: Still Images of a World in Motion",3,0,9,12,,,"HASS-A","Permission of instructor",,"Designed to increase students' understanding of, appreciation for, and ability to do documentary photography and photojournalism. Each three-hour class is divided between a discussion of issues and readings, and a group critique of students' projects. Students must have their own photographic equipment and be responsible for processing and printing: either by student or commercial lab. Students must show basic proficiency with their equipment. Readings include Susan Sontag, Robert Coles, Ken Light, Eugene Richards, and others. Previous photographic experience required. Limited to 15.",,"CMS.935",,,Y,,Y,,,"B. Colen",
"21W.775","Writing about Nature and Environmental Issues",3,0,9,12,,"CI-H","HASS-H","",,"Focuses on traditional nature writing and the environmentalist essay. Students keep a web log as a journal. Writings are drawn from the tradition of nature writing and from contemporary forms of the environmentalist essay. Authors include Henry Thoreau, Loren Eiseley, Annie Dillard, Chet Raymo, Sue Hubbel, Rachel Carson, Bill McKibben, and Terry Tempest Williams. Limited to 18.",,,,"2017-2018",,,Y,,,,
"21W.777","Science Writing in Contemporary Society",3,0,9,12,,,"HASS-H","",,"Drawing in part from their own interests and ideas, students write about science within various cultural contexts using an array of literary and reportorial tools. Studies the work of contemporary science writers, such as David Quammen and Atul Gawande, and examines the ways in which science and technology are treated in media and popular culture. Discussions focus on students' writing and address topics such as false equivalency, covering controversy, and the attenuation of initial observations. Emphasizes long-form narratives; also looks at blogs, social media, and other modes of communication. Not a technical writing class.",,,,,,,Y,,,,
"21W.778","Science Journalism",3,0,9,12,,"CI-H","HASS-H","",,"An introduction to print daily journalism and news writing, focusing on science news writing in general, and medical writing in particular. Emphasis is on writing clearly and accurately under deadline pressure. Class discussions involve the realities of modern journalism, how newsrooms function, and the science news coverage in daily publications. Discussions of, and practice in, interviewing and various modes of reporting. In class, students write numerous science news stories on deadline. There are additional longer writing assignments outside of class. Enrollment limited.",,,,,Y,,,,,"B. Colen","Lecture,14-0637/W/0/10-1"
"21W.792","Science Writing Internship",0,12,0,12,,,,"",,"Students developing professional writing and publishing skills in part-time internships with Boston area media companies can apply to receive credit. Students planning to take this subject must contact the instructor by the end of November (if they are applying for spring semester) or the end of May (if they are applying for the fall semester).",,,,,Y,,Y,,,"B. Shepardson",
"21W.032","Science Writing and New Media: Introduction to Digital Media",3,0,9,12,,"CI-HW","HASS-H","",,"Focuses on digital media production and associated written and oral reports. Working individually and in small, collaborative teams, students create a variety of digital media projects throughout the term, culminating in a larger final project of their choosing. Assignments include audio and video essays, website design, games and interactive fiction, mobile technology, and readings. Students write bi-weekly short essays analyzing their digital projects, as well as a proposal, progress report and completion report for the final project. Limited to 18.",,,"21W.031,21W.034,21W.035,21W.036",,Y,,,,,,
"21W.750","Experimental Writing",3,0,9,12,,,"HASS-A","",,"Students use innovative compositional techniques, focusing on new writing methods rather than on traditional lyrical or narrative concerns. Writing experiments, conducted individually, collaboratively and during class meetings, culminate in chapbook-sized projects. Students read, listen to, and create different types of work, including sound poetry, cut-ups, constrained and Oulipian writing, uncreative writing, sticker literature, false translations, artists' books, and digital projects.",,,,"2017-2018",Y,,,,,,
"21W.751","Writing for Social Media",3,0,9,12,,,"HASS-A","",,"Explores how social media is changing our understanding of writing, multimedia, and authorship. Through individual assignments and collaborative work, students contribute to an overarching writing project developed in a networked software environment, and develop their own social media practices. Assigned readings include exemplary selections from existing public social media projects, as well as scholarly work and analysis by noted media critics. Limited to 18.","CMS.613[J]",,,,,,Y,,,,
"21W.752","Making Documentary: Audio, Video, and More",3,6,3,12,,,"HASS-A","21W.786,21A.550,permission of instructor",,"Focuses on the technical demands of long-form storytelling in sound and picture. Students build practical writing and production skills through a series of assignments: still photo-text works, audio-only documentaries, short video projects (4-6 minutes), and a semester-long, team-produced video science documentary (12-15 minutes). Readings, screenings and written work hone students' analytical capacity. Students taking the graduate version complete additional assignments. Students from the Graduate Program in Science Writing center their work on topics in science, technology, engineering, and/or medicine.",,"21W.824",,,,,Y,,,,
"21W.753","Phantasmal Media: Theory and Practice",3,0,9,12,,,"HASS-A","",,"Engages students in theory and practice of using computational techniques for developing expressive digital media works. Surveys approaches to understanding human imaginative processes, such as constructing concepts, metaphors, and narratives, and applies them to producing and understanding socially, culturally, and critically meaningful works in digital media. Readings engage a variety of theoretical perspectives from cognitive linguistics, literary and cultural theory, semiotics, digital media arts, and computer science. Students produce interactive narratives, games, and related forms of software art. Some programming and/or interactive web scripting experience (e.g., Flash, Javascript) is desirable. Students taking the graduate version complete a project requiring more in-depth theoretical engagement.","CMS.314[J]","CMS.814",,,Y,,,,,,
"21W.763","Transmedia Storytelling: Modern Science Fiction",3,2,7,12,,,"HASS-A","",,"Explores transmedia storytelling by investigating how science fiction stories are told across different media, such as the short story, the novel, the screenplay, moving image, and games. Students consider issues of aesthetics, authorship, and genre, while also contextualizing discussion within the broader framework of the political issues raised by film, TV, and other kinds of science fiction texts. Students taking graduate version complete additional assignments.","CMS.309[J]","CMS.809",,,Y,,Y,,,"H. Hendershot","Lecture,66-148/F/0/2-5;Lab,3-133/R/1/7-9 PM"
"21W.764","The Word Made Digital",3,0,9,12,,,"HASS-A","",,"Video games, digital art and literature, online texts, and source code are analyzed in the contexts of history, culture, and computing platforms. Approaches from poetics and computer science are used to understand the non-narrative digital uses of text. Students undertake critical writing and creative computer projects to encounter digital writing through practice. This involves reading and modifying computer programs; therefore previous programming experience, although not required, will be helpful. Students taking graduate version complete additional assignments. Limited to 18.","CMS.609[J]","CMS.846",,,,,Y,,,,
