Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"18.06","Linear Algebra","U",4,0,8,12,"REST",,,"Calculus II GIR",,"Basic subject on matrix theory and linear algebra, emphasizing topics useful in other disciplines, including systems of equations, vector spaces, determinants, eigenvalues, singular value decomposition, and positive definite matrices. Applications to least-squares approximations, stability of differential equations, networks, Fourier transforms, and Markov processes. Uses MATLAB. Compared with 18.700, more emphasis on matrix algorithms and many applications.",,,"18.700",,Y,,Y,,,"Fall:  S. Johnson\nSpring:  A. Edelman","Lecture,10-250/MWF/0/11;Recitation,26-328/T/0/10,26-328/T/0/11,4-149/T/0/12,4-149/T/0/1,4-149/T/0/2,4-261/T/0/3","http://student.mit.edu/catalog/m18a.html#18.06"
"18.062","Mathematics for Computer Science","U",5,0,7,12,"REST",,,"Calculus I GIR",,"Elementary discrete mathematics for computer science and engineering. Emphasis on mathematical definitions and proofs as well as on applicable methods.  Topics include formal logic notation, proof methods; induction, well-ordering; sets, relations; elementary graph theory; asymptotic notation and growth of functions; permutations and combinations, counting principles; discrete probability.  Further selected topics include recursive definition and structural induction, state machines and invariants, integer congruences, recurrences, generating functions.","6.042[J]",,,,Y,,Y,,,"Fall:  A. Meyer\nSpring:  Z. Abel","Lecture,32-082/MWF/0/1-2.30,32-044/MWF/0/1-2.30,32-044/MWF/0/2.30-4,32-124/MWF/0/2.30-4","http://student.mit.edu/catalog/m18a.html#18.062"
"18.065","Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","U",3,0,9,12,,,,"18.06",,"Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices.",,"18.0651",,,,,Y,,,"W. Strang","Lecture,2-190/MWF/0/1","http://student.mit.edu/catalog/m18a.html#18.065"
"18.0651","Matrix Methods in Data Analysis, Signal Processing, and Machine Learning","G",3,0,9,12,,,,"18.06",,"Reviews linear algebra with applications to life sciences, finance, engineering, and big data. Covers singular value decomposition, weighted least squares, signal and image processing, principal component analysis, covariance and correlation matrices, directed and undirected graphs, matrix factorizations, neural nets, machine learning, and computations with large matrices. Students in Course 18 must register for the undergraduate version, 18.065.",,"18.065",,,,,Y,,,"W. Gilbert Strang","Lecture,2-190/MWF/0/1","http://student.mit.edu/catalog/m18a.html#18.0651"
"18.075","Methods for Scientists and Engineers","U",3,0,9,12,,,,"Calculus II GIR;18.03",,"Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations.",,"18.0751","18.04",,,,Y,,,"H. Cheng","Lecture,2-132/MWF/0/2","http://student.mit.edu/catalog/m18a.html#18.075"
"18.0751","Methods for Scientists and Engineers","G",3,0,9,12,,,,"Calculus II GIR;18.03",,"Covers functions of a complex variable; calculus of residues. Includes ordinary differential equations; Bessel and Legendre functions; Sturm-Liouville theory; partial differential equations; heat equation; and wave equations. Students in Courses 6, 8, 12, 18, and 22 must register for undergraduate version, 18.075.",,"18.075","18.04",,,,Y,,,,"Lecture,2-132/MWF/0/2","http://student.mit.edu/catalog/m18a.html#18.0751"
"18.085","Computational Science and Engineering I","U",3,0,9,12,,,,"Calculus II GIR;18.03,18.032",,"Review of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications.",,"18.0851",,,Y,,Y,Y,,"Fall:  W. Strang\nSpring:  P. Saenz Hervias","Lecture,4-163/TR/0/11-12.30","http://student.mit.edu/catalog/m18a.html#18.085"
"18.0851","Computational Science and Engineering I","G",3,0,9,12,,,,"Calculus II GIR;18.03,18.032",,"Review of linear algebra, applications to networks, structures, and estimation, finite difference and finite element solution of differential equations, Laplace's equation and potential flow, boundary-value problems, Fourier series, discrete Fourier transform, convolution. Frequent use of MATLAB in a wide range of scientific and engineering applications. Students in Course 18 must register for the undergraduate version, 18.085.",,"18.085",,,Y,,Y,Y,,"Fall:  W. Gilbert Strang","Lecture,4-163/TR/0/11-12.30","http://student.mit.edu/catalog/m18a.html#18.0851"
"18.086","Computational Science and Engineering II","U",3,0,9,12,,,,"Calculus II GIR;18.03,18.032",,"Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes.  Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods.",,"18.0861",,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.086"
"18.0861","Computational Science and Engineering II","G",3,0,9,12,,,,"Calculus II GIR;18.03,18.032",,"Initial value problems: finite difference methods, accuracy and stability, heat equation, wave equations, conservation laws and shocks, level sets, Navier-Stokes.  Solving large systems: elimination with reordering, iterative methods, preconditioning, multigrid, Krylov subspaces, conjugate gradients. Optimization and minimum principles: weighted least squares, constraints, inverse problems, calculus of variations, saddle point problems, linear programming, duality, adjoint methods. Students in Course 18 must register for the undergraduate version, 18.086.",,"18.086",,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.0861"
"18.089","Review of Mathematics","G",5,0,7,12,,,,"Permission of instructor",,"One-week review of one-variable calculus (18.01), followed by concentrated study covering multivariable calculus (18.02), two hours per day for five weeks. Primarily for graduate students in Course 2N. Degree credit allowed only in special circumstances.",,,,,,,,Y,,,,"http://student.mit.edu/catalog/m18a.html#18.089"
"18.094","Teaching College-Level Science and Engineering","G",,,,2,,,,"",,"Participatory seminar focuses on the knowledge and skills necessary for teaching science and engineering in higher education. Topics include theories of adult learning; course development; promoting active learning, problemsolving, and critical thinking in students; communicating with a diverse student body; using educational technology to further learning; lecturing; creating effective tests and assignments; and assessment and evaluation. Students research and present a relevant topic of particular interest. Appropriate for both novices and those with teaching experience.","1.95[J],5.95[J],7.59[J],8.395[J]","2.978",,,Y,,,,,"J. Rankin",,"http://student.mit.edu/catalog/m18a.html#18.094"
"18.095","Mathematics Lecture Series","U",,,,2,,,,"Calculus I GIR",,"Ten lectures by mathematics faculty members on interesting topics from both classical and modern mathematics. All lectures accessible to students with calculus background and an interest in mathematics. At each lecture, reading and exercises are assigned. Students prepare these for discussion in a weekly problem session.",,,,,,Y,,,,"A. Edelman","Lecture,2-190/MWF/0/1-2.30;Recitation,2-131/R/0/10.30-12,2-131/R/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.095"
"18.098","Internship in Mathematics","U",,,,,,,,"Permission of instructor",,"Provides academic credit for students pursuing internships to gain practical experience in the applications of mathematical concepts and methods.",,,,,Y,Y,Y,Y,,"Fall:  B. Peskin\nSpring:  B. Peskin",,"http://student.mit.edu/catalog/m18a.html#18.098"
"18.099","Independent Study","U",,,,,,,,"Permission of instructor",,"Studies (during IAP) or special individual reading (during regular terms). Arranged in consultation with individual faculty members and subject to departmental approval.",,,,,Y,Y,Y,Y,,"Fall:  B. Peskin\nSpring:  B. Peskin",,"http://student.mit.edu/catalog/m18a.html#18.099"
"18.1001","Real Analysis","G",3,0,9,12,,,,"Calculus II GIR",,"Four options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs. Option A: Proofs and definitions are less abstract. Gives applications where possible. Concerned primarily with the real line. Option B: More demanding; for students with more mathematical maturity. Places more emphasis on point-set topology and n-space. Option P: 15-unit (4-0-11) variant of Option A, with further instruction and practice in written communication. Option Q: 15-unit (4-0-11) variant of Option B, with further instruction and practice in written communication. Students in Course 18 must register for one of the undergraduate versions of this subject: 18.100A, 18.100B, 18.100P, or 18.100Q.",,"18.100A","18.100B,18.100P,18.100Q",,Y,,Y,,,"Fall:  A. P. Mattuck","Lecture,4-163/TR/0/9.30-11","http://student.mit.edu/catalog/m18a.html#18.1001"
"18.1002","Real Analysis","G",3,0,9,12,,,,"Calculus II GIR",,"Four options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs. Option A: Proofs and definitions are less abstract. Gives applications where possible. Concerned primarily with the real line. Option B: More demanding; for students with more mathematical maturity. Places more emphasis on point-set topology and n-space. Option P: 15-unit (4-0-11) variant of Option A, with further instruction and practice in written communication. Option Q: 15-unit (4-0-11) variant of Option B, with further instruction and practice in written communication. Students in Course 18 must register for one of the undergraduate versions of this subject: 18.100A, 18.100B, 18.100P, or 18.100Q.",,"18.100B","18.100A,18.100Q",,Y,,Y,,,,"Lecture,4-163/MW/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.1002"
"18.100A","Real Analysis","U",3,0,9,12,,,,"Calculus II GIR",,"Four options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs.  Option A:  Proofs and definitions are less abstract. Gives applications where possible. Concerned primarily with the real line.  Option B:  More demanding; for students with more mathematical maturity. Places more emphasis on point-set topology and n-space.  Option P:  15-unit (4-0-11) variant of Option A, with further instruction and practice in written communication.  Option Q:  15-unit (4-0-11) variant of Option B, with further instruction and practice in written communication.",,"18.1001","18.100B,18.100P,18.100Q",,Y,,Y,,,"Fall:  A. Mattuck","Lecture,4-163/TR/0/9.30-11","http://student.mit.edu/catalog/m18a.html#18.100A"
"18.100B","Real Analysis","U",3,0,9,12,,,,"Calculus II GIR",,"Three options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchangeFour options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs.  Option A:  Proofs and definitions are less abstract. Gives applications where possible. Concerned primarily with the real line.  Option B:  More demanding; for students with more mathematical maturity. Places more emphasis on point-set topology and n-space.  Option P:  15-unit (4-0-11) variant of Option A, with further instruction and practice in written communication.  Option Q:  15-unit (4-0-11) variant of Option B, with further instruction and practice in written communication.",,"18.1002","18.100A,18.100Q",,Y,,Y,,,"Fall:  D. Jerison\nSpring:  A. Lawrie","Lecture,4-163/MW/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.100B"
"18.100P","Real Analysis","U",4,0,11,15,,,,"Calculus II GIR",,"Four options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs.  Option A:  Proofs and definitions are less abstract. Gives applications where possible. Concerned primarily with the real line.  Option B:  More demanding; for students with more mathematical maturity. Places more emphasis on point-set topology and n-space.  Option P:  15-unit (4-0-11) variant of Option A, with further instruction and practice in written communication.   Option Q:  15-unit (4-0-11) variant of Option B, with further instruction and practice in written communication. Enrollment limited in Options P and Q.",,,,,,,Y,,,"H. Macbeth","Lecture,2-132/MWF/0/10;Recitation,2-151/R/0/11,4-149/R/0/2","http://student.mit.edu/catalog/m18a.html#18.100P"
"18.100Q","Real Analysis","U",4,0,11,15,,,,"",,"Four options offered, each covering fundamentals of mathematical analysis: convergence of sequences and series, continuity, differentiability, Riemann integral, sequences and series of functions, uniformity, interchange of limit operations. Each option shows the utility of abstract concepts and teaches understanding and construction of proofs.",,,,,Y,,,,,"V. Gorin",,"http://student.mit.edu/catalog/m18a.html#18.100Q"
"18.101","Analysis and Manifolds","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.901 helpful but not required.",,"18.1011",,,Y,,,,,"V. Guillemin",,"http://student.mit.edu/catalog/m18a.html#18.101"
"18.1011","Analysis and Manifolds","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Introduction to the theory of manifolds: vector fields and densities on manifolds, integral calculus in the manifold setting and the manifold version of the divergence theorem. 18.9011 helpful but not required. Students in Course 18 must register for the undergraduate version, 18.101.",,"18.101",,,Y,,,,,,,"http://student.mit.edu/catalog/m18a.html#18.1011"
"18.102","Introduction to Functional Analysis","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Normed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem.",,"18.1021",,,,,Y,,,"R. Melrose","Lecture,4-370/TR/0/11-12.30","http://student.mit.edu/catalog/m18a.html#18.102"
"18.1021","Introduction to Functional Analysis","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Normed spaces, completeness, functionals, Hahn-Banach theorem, duality, operators. Lebesgue measure, measurable functions, integrability, completeness of L-p spaces. Hilbert space. Compact, Hilbert-Schmidt and trace class operators. Spectral theorem. Students in Course 18 must register for the undergraduate version, 18.102.",,"18.102",,,,,Y,,,"R. B. Melrose","Lecture,4-370/TR/0/11-12.30","http://student.mit.edu/catalog/m18a.html#18.1021"
"18.103","Fourier Analysis: Theory and Applications","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals.",,"18.1031",,,Y,,,,,"A. Lawrie",,"http://student.mit.edu/catalog/m18a.html#18.103"
"18.1031","Fourier Analysis: Theory and Applications","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Roughly half the subject devoted to the theory of the Lebesgue integral with applications to probability, and half to Fourier series and Fourier integrals. Students in Course 18 must register for the undergraduate version, 18.103.",,"18.103",,,Y,,,,,,,"http://student.mit.edu/catalog/m18a.html#18.1031"
"18.104","Seminar in Analysis","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q",,"Students present and discuss material from books or journals. Topics vary from year to year. Instruction and practice in written and oral communication provided. Enrollment limited.",,,,,,,Y,,,"Y. Ou","Lecture,2-139/TR/0/9.30-11","http://student.mit.edu/catalog/m18a.html#18.104"
"18.112","Functions of a Complex Variable","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry.  Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation.  The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function.  The Riemann mapping theorem. Elliptic functions.",,"18.1121",,,Y,,,,,"A. Borodin",,"http://student.mit.edu/catalog/m18a.html#18.112"
"18.1121","Functions of a Complex Variable","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Studies the basic properties of analytic functions of one complex variable. Conformal mappings and the Poincare model of non-Euclidean geometry.  Cauchy-Goursat theorem and Cauchy integral formula. Taylor and Laurent decompositions. Singularities, residues and computation of integrals. Harmonic functions and Dirichlet's problem for the Laplace equation.  The partial fractions decomposition. Infinite series and infinite product expansions. The Gamma function.  The Riemann mapping theorem. Elliptic functions. Students in Course 18 must register for the undergraduate version, 18.112.",,"18.112",,,Y,,,,,,,"http://student.mit.edu/catalog/m18a.html#18.1121"
"18.116","Riemann Surfaces","G",3,0,9,12,,,,"18.112",,"Riemann surfaces, uniformization, Riemann-Roch Theorem. Theory of elliptic functions and modular forms. Some applications, such as to number theory.",,,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/m18a.html#18.116"
"18.117","Topics in Several Complex Variables","G",3,0,9,12,,,,"18.112;18.965",,"Harmonic theory on complex manifolds, Hodge decomposition theorem, Hard Lefschetz theorem. Vanishing theorems. Theory of Stein manifolds. As time permits students also study holomorphic vector bundles on Kahler manifolds.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.117"
"18.118","Topics in Analysis","G",3,0,9,12,,,,"Permission of instructor.",,,,,,"2018-2019",Y,,,,,"L. Guth",,"http://student.mit.edu/catalog/m18a.html#18.118"
"18.125","Measure Theory and Analysis","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q",,"Provides a rigorous introduction to Lebesgue's theory of measure and integration. Covers material that is essential in analysis, probability theory, and differential geometry.",,,,,,,Y,,,"D. Stroock","Lecture,2-135/MWF/0/1","http://student.mit.edu/catalog/m18a.html#18.125"
"18.137","Topics in Geometric Partial Differential Equations","G",3,0,9,12,,,,"Permission of Instructor",,,,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.137"
"18.152","Introduction to Partial Differential Equations","U",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems.",,"18.1521",,,,,Y,,,"J. Speck","Lecture,2-147/TR/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.152"
"18.1521","Introduction to Partial Differential Equations","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q;18.06,18.700,18.701",,"Introduces three main types of partial differential equations: diffusion, elliptic, and hyperbolic. Includes mathematical tools, real-world examples and applications, such as the Black-Scholes equation, the European options problem, water waves, scalar conservation laws, first order equations and traffic problems. Students in Course 18 must register for the undergraduate version, 18.152.",,"18.152",,,,,Y,,,,"Lecture,2-147/TR/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.1521"
"18.155","Differential Analysis I","G",3,0,9,12,,,,"18.102,18.103",,"First part of a two-subject sequence. Review of Lebesgue integration. Lp spaces. Distributions. Fourier transform. Sobolev spaces. Spectral theorem, discrete and continuous spectrum. Homogeneous distributions. Fundamental solutions for elliptic, hyperbolic and parabolic differential operators. Recommended prerequisite: 18.112.",,,,,Y,,,,,"R. Melrose",,"http://student.mit.edu/catalog/m18a.html#18.155"
"18.156","Differential Analysis II","G",3,0,9,12,,,,"18.155",,"Second part of a two-subject sequence. Covers variable coefficient elliptic, parabolic and hyperbolic partial differential equations.",,,,,,,Y,,,"A. Lawrie","Lecture,2-139/MW/0/9.30-11","http://student.mit.edu/catalog/m18a.html#18.156"
"18.157","Introduction to Microlocal Analysis","G",3,0,9,12,,,,"18.155",,"The semi-classical theory of partial differential equations. Discussion of Pseudodifferential operators, Fourier integral operators, asymptotic solutions of partial differential equations, and the spectral theory of Schroedinger operators from the semi-classical perspective. Heavy emphasis placed on the symplectic geometric underpinnings of this subject.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.157"
"18.158","Topics in Differential Equations","G",3,0,9,12,,,,"18.157",,,,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/m18a.html#18.158"
"18.175","Theory of Probability","G",3,0,9,12,,,,"18.100A,18.100B,18.100P,18.100Q",,"Sums of independent random variables, central limit  phenomena, infinitely divisible laws, Levy processes,  Brownian motion, conditioning, and martingales.  Prior exposure to probability (e.g., 18.600) recommended.",,,,,,,Y,,,"V. Gorin","Lecture,2-132/TR/0/9.30-11","http://student.mit.edu/catalog/m18a.html#18.175"
"18.176","Stochastic Calculus","G",3,0,9,12,,,,"18.175",,"Introduction to stochastic processes, building on the fundamental example of Brownian motion. Topics include Brownian motion, continuous parameter martingales, Ito's theory of stochastic differential equations, Markov processes and partial differential equations, and may also include local time and excursion theory. Students should have familiarity with Lebesgue integration and its application to probability.",,,,,,,Y,,,"S. Benoist","Lecture,2-151/MW/0/2.30-4","http://student.mit.edu/catalog/m18a.html#18.176"
"18.177","Topics in Stochastic Processes","G",3,0,9,12,,,,"18.175",,,,,,,Y,,Y,,,"Fall:  S. Sheffield\nSpring:  A. Borodin","Lecture,2-139/TR/0/1-2.30","http://student.mit.edu/catalog/m18a.html#18.177"
"18.199","Graduate Analysis Seminar","G",3,0,9,12,,,,"Permission of instructor",,"Studies original papers in differential analysis and differential equations. Intended for first- and second-year graduate students. Permission must be secured in advance.",,,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/m18a.html#18.199"
"18.200","Principles of Discrete Applied Mathematics","U",4,0,11,15,,,,"","18.06","Study of illustrative topics in discrete applied mathematics, including probability theory, information theory, coding theory, secret codes, generating functions, and linear programming. Instruction and practice in written communication provided. Enrollment limited.",,,"18.200A",,,,Y,,,"M. X. Goemans, A. Moitra","Lecture,2-190/MWF/0/3;Recitation,2-146/R/0/10,2-151/R/0/12,2-151/R/0/1,2-131/R/0/3","http://student.mit.edu/catalog/m18a.html#18.200"
