Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"IDS.131","Statistics, Computation and Applications","G",3,1,8,12,,,,"6.01,6.0002,18.03,18.06,2.087;6.008,6.041B,14.30,16.09,18.05;permission of instructor",,"Hands-on analysis of data demonstrates the interplay between statistics and computation. Includes four modules, each centered on a specific data set, and introduced by a domain expert. Provides instruction in specific, relevant analysis methods and corresponding algorithmic aspects. Potential modules may include medical data, gene regulation, social networks, finance data (time series), traffic, transportation, weather forecasting, policy, or industrial web applications. Projects address a large-scale data analysis question. Students taking graduate version complete additional assignments. Limited enrollment; priority to Statistics and Data Science minors and to juniors and seniors.","6.439[J]","6.419[J],IDS.012[J]",,,Y,,,,,"C. Uhler",,"http://student.mit.edu/catalog/mIDSa.html#IDS.131"
"IDS.145","Data Mining: Finding the Data and Models that Create Value","G",2,0,4,6,,,,"15.060,15.075",,"Provides an introduction to data mining and machine learning, a class of methods that assist in recognizing patterns and making intelligent use of massive amounts of data collected via the internet, e-commerce, electronic banking, point-of-sale devices, bar-code readers, medical databases, search engines, and social networks. Includes topics in logistic regression, association rules, tree-structured classification and regression, cluster analysis, discriminant analysis, and neural network methods. Presents examples of successful applications in areas such as credit ratings, fraud detection, marketing, customer relationship management, and investments. Introduces data-mining software. Term project required. Meets with 15.0621 when offered concurrently. Expectations and evaluation criteria differ for students taking graduate version; consult syllabus or instructor for specific details.","15.062[J]","15.0621",,,,,Y,,,"R. Welsch","Lecture,E51-345/MW/0/4-5.30;Recitation,E51-335/T/0/4","http://student.mit.edu/catalog/mIDSa.html#IDS.145"
"IDS.147","Statistical Learning and Data Mining","G",4,0,8,12,,,,"6.431B,15.085,18.600;18.06,18.700",,"Advanced introduction to the theory and application of statistics, data-mining, and machine learning, concentrating on techniques used in management science, marketing, finance, consulting, engineering systems, and bioinformatics. Begins with topics such as the bootstrap, theory of estimation, testing, nonparametric statistics, analysis of variance, categorical data analysis, regression analysis, MCMC, EM, Gibbs sampling, and Bayesian methods. Goes on to focus on data mining, supervised learning, and multivariate analysis. Topics selected from logistic regression; principal components and dimension reduction; discrimination and classification analysis, including trees (CART), partial least squares, nearest neighbors, regularized methods, support vector machines, boosting and bagging, clustering, independent component analysis, and nonparametric regression. Uses statistics software packages, such as R and MATLAB for data analysis and data mining. Includes a term project.","15.077[J]",,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.147"
"IDS.200","Optimization Methods","G",4,0,8,12,,,,"18.06",,"Introduces the principal algorithms for linear, network, discrete, robust, nonlinear, and dynamic optimization. Emphasizes methodology and the underlying mathematical structures. Topics include the simplex method, network flow methods, branch and bound and cutting plane methods for discrete optimization, optimality conditions for nonlinear optimization, interior point methods for convex optimization, Newton's method, heuristic methods, and dynamic programming and optimal control methods. Expectations and evaluation criteria differ for students taking graduate version; consult syllabus or instructor for specific details.","6.255[J],15.093[J]","6.215",,,Y,,,,,"S. Shtern",,"http://student.mit.edu/catalog/mIDSa.html#IDS.200"
"IDS.250","The Theory of Operations Management","G",3,0,9,12,,,,"15.081J,6.251J,6.436J;permission of instructor",,"Provides mathematical foundations underlying the theory of operations management. Covers both classic and state-of-the-art results in various application domains, including inventory management, supply chain management and logistics, behavioral operations, healthcare management, service industries, pricing and revenue management, and auctions. Studies a wide range of mathematical and analytical techniques, such as dynamic programming, stochastic orders, principal-agent models and contract design, behavioral and experimental economics, algorithms and approximations, data-driven and learning models, and mechanism design. Also provides practical experience in how to apply the theoretical models to solve OM problems in business settings. Specific topics vary from year to year.","1.271[J],15.764[J]",,,,,,Y,,,"Y. Zheng","Lecture,E62-550/MW/0/1-2.30","http://student.mit.edu/catalog/mIDSa.html#IDS.250"
"IDS.305","Business and Operations Analytics","G",2,0,4,6,,,,"Permission of instructor",,"Provides instruction on identifying, evaluating, and capturing business analytics opportunities that create value. Also provides basic instruction in analytics methods and case study analysis of organizations that successfully deployed these techniques.","1.275[J]",,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.305"
"IDS.330","Real Options for Product and Systems Design","G",3,0,3,6,,,,"IDS.333,permission of instructor",,"Focuses on implementation of flexibility (real options) in the design of products and systems. Applies the methods presented in IDS.333: recognition of uncertainty, identification of best opportunities for flexibility, and valuation of these options and their effective implementation. Students' work culminates in a dynamic business plan for design and deployment of products, start-ups, ongoing management of operations, or policy plans. Students bring their own project concept, which they will analyze during the class. Useful complement to thesis or research projects.",,,,,,,Y,,,"R. De Neufville","Lecture,1-390/TR/0/9.30-11","http://student.mit.edu/catalog/mIDSa.html#IDS.330"
"IDS.332","Engineering Systems Analysis for Design","G",3,0,9,12,,,,"Permission of instructor",,"Covers theory and methods to identify, value, and implement flexibility in design, also known as 'real options.' Topics include definition of uncertainties, simulation of performance for scenarios, screening models to identify desirable flexibility, decision and lattice analysis, and multidimensional economic evaluation. Students demonstrate proficiency through an extended application to a systems design of their choice. Provides a complement to research or thesis projects. Meets with IDS.333 first half of term. Enrollment limited.",,,"IDS.333",,Y,,,,,"R. De Neufville",,"http://student.mit.edu/catalog/mIDSa.html#IDS.332"
"IDS.333","Risk and Decision Analysis","G",3,0,3,6,,,,"",,"Focuses on design choices and decisions under uncertainty. Topics include identification and description of uncertainties using probability distributions; the calculation of commensurate measures of value, such as expected net present values; Monte Carlo simulation and risk analysis; and the use of decision analysis to explore alternative strategies and identify optimal initial choices. Presents applied analysis of practical examples from a variety of engineering systems using spreadsheet and decision analysis software. Meets with IDS.332 first half of term.",,,"1.146,16.861,IDS.332",,Y,,,,,"R. De Neufville",,"http://student.mit.edu/catalog/mIDSa.html#IDS.333"
"IDS.336","Systems Architecting Applied to Enterprises","G",3,0,9,12,,,,"Permission of instructor",,"Focuses on principles and practices for architecting new and evolving sociotechnical enterprises. Includes reading and discussions of enterprise theory, contemporary challenges, and case studies of evolving enterprises. Covers frameworks and methods for ecosystem analysis, stakeholder analysis, architecture design and evaluation, and implementation strategies. Students work in small teams on projects to design a future architecture for a selected real-world enterprise.","16.855[J]",,,,,,Y,,,"D. Rhodes",,"http://student.mit.edu/catalog/mIDSa.html#IDS.336"
"IDS.337","Aerospace Biomedical and Life Support Engineering","G",3,1,8,12,,,,"16.400,16.06,permission of instructor",,"Fundamentals of human performance, physiology, and life support impacting engineering design and aerospace systems. Topics include effects of gravity on the muscle, skeletal, cardiovascular, and neurovestibular systems; human/pilot modeling and human/machine design; flight experiment design; and life support engineering for extravehicular activity (EVA). Case studies of current research are presented. Assignments include a design project, quantitative homework sets, and quizzes emphasizing engineering and systems aspects.","16.423[J],HST.515[J]",,,,,,Y,,,"D. Newman","Lecture,33-319/TR/0/9.30-11;Lab,TBA","http://student.mit.edu/catalog/mIDSa.html#IDS.337"
"IDS.338","Multidisciplinary System Design Optimization","G",3,1,8,12,,,,"18.085,permission of instructor",,"Engineering systems modeling for design and optimization. Selection of design variables, objective functions and constraints. Overview of principles, methods and tools in multidisciplinary design optimization (MDO). Subsystem identification, development and interface design. Review of linear and non-linear constrained optimization formulations. Scalar versus vector optimization problems from systems engineering and architecting of complex systems. Heuristic search methods: Tabu search, simulated annealing, genetic algorithms. Sensitivity, tradeoff analysis and isoperformance. Multiobjective optimization and pareto optimality.  Surrogate and multifidelity optimization strategies. System design for value. Specific applications from aerospace, mechanical, civil engineering and system architecture.","16.888[J]",,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.338"
"IDS.339","Space Systems Engineering","G",4,2,6,12,,,,"16.851,permission of instructor",,"Focus on developing space system architectures. Applies subsystem knowledge gained in 16.851 to examine interactions between subsystems in the context of a space system design. Principles and processes of systems engineering including developing space architectures, developing and writing requirements, and concepts of risk are explored and applied to the project. Subject develops, documents, and presents a conceptual design of a space system including a preliminary spacecraft design.","16.89[J]",,,"2018-2019",,,Y,,,"E.F. Crawley; K. Cahoy","Lecture,33-218/MW/0/10.30-12;Lab,TBA","http://student.mit.edu/catalog/mIDSa.html#IDS.339"
"IDS.340","System Safety Concepts","G",3,0,9,12,,,,"Permission of instructor",,"Covers important concepts and techniques in designing and operating safety-critical systems. Topics include the nature of risk, formal accident and human error models, causes of accidents, fundamental concepts of system safety engineering, system and software hazard analysis, designing for safety, fault tolerance, safety issues in the design of human-machine interaction, verification of safety, creating a safety culture, and management of safety-critical projects. Includes a class project involving the high-level system design and analysis of a safety-critical system.","16.863[J]",,,,Y,,,,,"N. Leveson",,"http://student.mit.edu/catalog/mIDSa.html#IDS.340"
"IDS.341","Concepts in the Engineering of Software","G",3,0,9,12,,,,"Permission of instructor",,"Reading and discussion on issues in the engineering of software systems and software development project design. Includes the present state of software engineering, what has been tried in the past, what worked, what did not, and why. Topics may differ in each offering, but are chosen from the software process and life cycle; requirements and  specifications; design principles; testing, formal analysis, and reviews; quality management and assessment; product and process metrics; COTS and reuse; evolution and maintenance; team organization and people management; and software engineering aspects of programming languages.","16.355[J]",,,,,,Y,,,"N. Leveson","Lecture,33-422/F/0/9-12","http://student.mit.edu/catalog/mIDSa.html#IDS.341"
"IDS.345","Digital Evolution: Managing Web 3.0","G",3,0,6,9,,,,"Permission of instructor",,"Examines the evolution from Web 2.0, with its emphasis on interactivity through online collaboration and sharing among users (primarily through social networking sites, wikis and communication tools), to Web 3.0, which focuses on high proactivity, transforming the Web into a database, and the leveraging of artificial intelligence technologies, such as the Semantic Web. Introduces Management 3.0 and the range of new Web technologies, applications, and business opportunities and challenges that it supports. Addresses topics such as big data, cloud computing, and cybersecurity. Includes case studies, industry and academic speakers, discussion of basic principles, and a team project.","15.565[J]",,,,Y,,,,,"S. Madnick",,"http://student.mit.edu/catalog/mIDSa.html#IDS.345"
"IDS.410","Modeling and Assessment for Policy","G",3,0,6,9,,,,"",,"Explores how scientific information and quantitative models can be used to inform policy decision-making. Develops an understanding of quantitative modeling techniques and their role in the policy process through case studies and interactive activities. Addresses issues such as analysis of scientific assessment processes, uses of integrated assessment models, public perception of quantitative information, methods for dealing with uncertainties, and design choices in building policy-relevant models. Examples focus on models and information used in Earth system governance.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.410"
"IDS.411","Concepts and Research in Technology and Policy","G",3,0,6,9,,,,"IDS.412;permission of instructor",,"Core integrative subject, with substantive participation from a series of guest faculty lecturers, examines key technology-policy concepts. Explores alternative framings of roles of technology in policy, emphasizing the implications of these alternatives upon problem-solving in the area. Exercises prepare students to apply these concepts in the framing of their thesis research. Preference to first-year students in the Technology and Policy Program.",,,,,,,Y,,,"F. Field","Lecture,E51-151/TR/0/9-10.30","http://student.mit.edu/catalog/mIDSa.html#IDS.411"
"IDS.412","Science, Technology, and Public Policy","G",4,0,8,12,,,,"Permission of instructor",,"Analysis of issues at the intersection of science, technology, public policy, and business.  Cases drawn from antitrust and intellectual property rights; health and environmental policy; defense procurement and strategy; strategic trade and industrial policy; and R&D funding. Structured around theories of political economy, modified to take account of integration of uncertain technical information into public and private decision-making. Meets with 17.309.","17.310[J],STS.482[J]",,"17.309,IDS.055,STS.082",,Y,,,,,"K. Oye",,"http://student.mit.edu/catalog/mIDSa.html#IDS.412"
"IDS.435","Law, Technology, and Public Policy","G",3,0,9,12,,,,"",,"Examines the relationship between law and technological change, and the ways in which law, economics, and technological change shape public policy. Addresses how law can be used to influence and guide technological change; responses of the legal system to environmental, safety, social and ethical problems created by new or existing technology; how law and markets interact to limit or encourage technological development; and how law can affect distribution of wealth and social justice. Covers climate change; genetic engineering; telecommunications; industrial automation; the effect of health, safety, and environmental regulation on technological innovation; the impacts of intellectual property law on innovation and equity; pharmaceuticals; nanotechnology; cost/benefit analysis as a decision tool; public participation in governmental decisions affecting science and technology; corporate influence on technology; and law and economics as competing paradigms to encourage sustainability. Permission of instructor required for freshmen and sophomores.","15.655[J]",,,,,,Y,,,"N. Ashford",,"http://student.mit.edu/catalog/mIDSa.html#IDS.435"
"IDS.436","Technology, Law, and the Working Environment","G",3,0,6,9,,,,"Permission of instructor",,"Addresses relationship between technology-related problems and the law applicable to work environment. National Labor Relations Act, Occupational Safety and Health Act. Toxic Substances Control Act, state worker's compensation, and suits by workers in the courts discussed. Problems related to occupational health and safety, collective bargaining as a mechanism for altering technology in the workplace, job alienation, productivity, and the organization of work addressed. Prior courses or experience in the environmental, public health, or law-related areas.","10.805[J]",,,,,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.436"
"IDS.437","Technology, Globalization, and Sustainable Development","G",3,0,9,12,,,,"Permission of instructor",,"Investigates sustainable development, taking a broad view to include not only a healthy economic base, but also a sound environment, stable employment, adequate purchasing power, distributional equity, national self-reliance, and maintenance of cultural integrity. Explores national, multinational, and international political and legal mechanisms to further sustainable development through transformation of the industrial state.   Addresses the importance of technological innovation and the financial crisis of 2008.","1.813[J],11.466[J],15.657[J]",,,,Y,,,,,"N. Ashford",,"http://student.mit.edu/catalog/mIDSa.html#IDS.437"
"IDS.449","Technology Policy Internship Seminar","G",,,,2,,,,"IDS.411,permission of instructor",,"Seminar examines what technology policy is in practice. Considers the question of 'Who achieves what, when, how, and why?' regarding technology policy. Students who completed summer internships present and dissect their experiences with special reference to specific cases in which they participated.",,,,,Y,,,,,"F. Field",,"http://student.mit.edu/catalog/mIDSa.html#IDS.449"
"IDS.505","Engineering, Economics and Regulation of the Electric Power Sector","G",3,0,9,12,,,,"14.01,22.081,IDS.060,permission of instructor",,"Provides an in-depth and interdisciplinary look at electric power systems, focusing on regulation as the link among engineering, economic, legal, and environmental viewpoints. Topics include electricity markets, incentive regulation of network utilities, retail competition, tariff design, distributed generation, rural electrification, multinational electricity markets, environmental impacts, and the future of utilities and strategic sustainability issues under both traditional and competitive regulatory frameworks. Background in policy, microeconomics, or engineering desirable. Students taking graduate version complete additional assignments.","6.695[J],15.032[J]","IDS.064",,,,,Y,,,"C. Batlle Lopez, J. Jenkins, I. Perez-Arriaga","Lecture,E51-395/TR/0/10.30-12","http://student.mit.edu/catalog/mIDSa.html#IDS.505"
"IDS.521","Energy Systems and Climate Change Mitigation","G",3,0,9,12,,,,"Permission of instructor",,"Explores the contributions of energy systems to global greenhouse gas emissions and the potential levers for reducing emissions. Lectures and projects focus on decomposing contributions to greenhouse gas emissions, with emphasis on technology related variables such as per unit cost and carbon intensity of energy. Reviews other performance attributes of energy technologies. Student projects explore pathways for realizing emissions reduction scenarios.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.521"
"IDS.522","Mapping and Evaluating New Energy Technologies","G",3,0,9,12,,,,"Permission of instructor",,"Project-based seminar covers recent developments in energy conversion and storage technologies. Merits of alternative technologies are debated based on their environmental performance and cost, and their potential improvement and scalability. Project teams develop quantitative models and interactive visualization tools to inform the future development of these technologies. Models may probe how the impact of a technology depends on assumptions about future advancements in materials or device design. Other projects may develop models for rational design choices (the selection of a particular material or processing technique) based on economic and environmental performance and physical constraints.",,,,,Y,,,,,"J. Trancik",,"http://student.mit.edu/catalog/mIDSa.html#IDS.522"
"IDS.525","Global Environmental Negotiations","G",2,0,4,6,,,,"",,"Practical introduction to global environmental negotiations designed for science and engineering students. Covers basic issues in international negotiations, such as North-South conflict, implementation and compliance, trade, and historical perspective on global environmental treaties. Offers hands-on practice in developing and interpreting international agreements through role-play simulations and observation of ongoing climate change negotiating processes. Students taking graduate version complete additional assignments.","12.846[J]","12.346[J],IDS.062[J]",,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.525"
"IDS.526","Sustainability Science and Engineering","G",3,0,6,9,,,,"",,"Introduces and develops core ideas and concepts in the field of sustainability science and engineering from an engineering systems perspective. Takes an interdisciplinary approach to discuss case studies of sustainability systems research. Exposes students to techniques for sustainability research across engineering, natural and social science disciplines. Term projects focus on applying techniques.","12.845[J]",,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.526"
"IDS.540","Environmental Law, Policy, and Economics: Pollution Prevention and Control","G",3,0,9,12,,,,"",,"Reviews and analyzes federal and state regulation of air and water pollution, hazardous waste, green-house gas emissions, and the production and use of toxic chemicals. Analyzes pollution as an economic problem and the failure of markets. Explores the role of science and economics in legal decisions. Emphasizes use of legal mechanisms and alternative approaches (such as economic incentives and voluntary approaches) to control pollution and encourage chemical accident and pollution prevention. Focuses on the major federal legislation, the underlying administrative system, and the common law in analyzing environmental policy, economic consequences, and the role of the courts. Discusses classical pollutants and toxic industrial chemicals, green-house gas emissions, community right-to-know, and environmental justice. Develops basic legal skills: how to read/understand cases, regulations, and statutes. Students taking graduate version are expected to explore the subject in greater depth.","1.811[J],11.630[J],15.663[J]","1.801[J],11.021[J],17.393[J],IDS.060[J]",,,Y,,,,,"N. Ashford",,"http://student.mit.edu/catalog/mIDSa.html#IDS.540"
"IDS.541","Regulation of Chemicals, Radiation, and Biotechnology","G",3,0,9,12,,,,"1.811,permission of instructor",,"Focuses on policy design and evaluation in the regulation of hazardous substances and processes. Includes risk assessment, industrial chemicals, pesticides, food contaminants, pharmaceuticals, radiation and radioactive wastes, product safety, workplace hazards, indoor air pollution, biotechnology, victims' compensation, and administrative law. Health and economic consequences of regulation, as well as its potential to spur technological change, are discussed for each regulator regime. Students taking the graduate version are expected to explore the subject in greater depth.","1.812[J],11.631[J]",,,,,,Y,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.541"
"IDS.620","Principles and Practice of Drug Development","G",3,0,6,9,,,,"Permission of instructor",,"Description and critical assessment of the major issues and stages of developing a pharmaceutical or biopharmaceutical. Drug discovery, preclinical development, clinical investigation, manufacturing and regulatory issues considered for small and large molecules. Economic and financial considerations of the drug development process. Multidisciplinary perspective from faculty in clinical; life; and management sciences; as well as industry guests.","7.547[J],10.547[J],15.136[J],HST.920[J]",,,,Y,,,,,"S. Finkelstein",,"http://student.mit.edu/catalog/mIDSa.html#IDS.620"
"IDS.670","Planning and Design of Airport Systems","G",3,0,9,12,,,,"Permission of instructor",,"Focuses on current practice, developing trends, and advanced concepts in airport design and planning. Considers economic, environmental, and other trade-offs related to airport location, as well as the impacts of emphasizing 'green' measures. Includes an analysis of the effect of airline operations on airports. Topics include demand prediction, determination of airfield capacity, and estimation of levels of congestion; terminal design; the role of airports in the aviation and transportation system; access problems; optimal configuration of air transport networks and implications for airport development; and economics, financing, and institutional aspects. Special attention to international practice and developments.","1.231[J],16.781[J]",,,"2017-2018",Y,,,,,,,"http://student.mit.edu/catalog/mIDSa.html#IDS.670"
"IDS.700","Applied Probability and Stochastic Models","G",3,0,9,12,,,,"6.041B",,"Begins with a vigorous review of key probabilistic concepts and goes on to address developing, validating, and exploiting probabilistic models of a wide variety of real-life processes. Processes studied may vary from year to year but typically include urban systems, transportation and logistics, epidemiology, demand-responsive pricing of services, and daily life activities such as social networks and sports. Assumes some exposure to elementary probability.","1.203[J],15.073[J]",,,,Y,,,,,"A. Barnett",,"http://student.mit.edu/catalog/mIDSa.html#IDS.700"
"IDS.720","Tools for Analysis:  Design for Real Estate and Infrastructure Development","G",2,0,4,6,,,,"",,"Introduction to analytical tools to support design and decision-making in real estate, infrastructure development, and investment. Particular focus on identifying and valuing sources of flexibility using 'real options,' Monte-Carlo simulation, and other techniques from the field of engineering systems. Integrates economic and engineering perspectives, and is suitable for students with various backgrounds. Provides useful preparation for thesis work in the area.","11.434[J],15.428[J]",,,,,,Y,,,"D. Geltner","Lecture,9-354/TR/0/4-5.30;Recitation,9-354/T/1/5.30-7 PM","http://student.mit.edu/catalog/mIDSa.html#IDS.720"
"IDS.730","Logistics Systems","G",3,0,9,12,,,,"Permission of instructor",,"Provides an introduction to supply chain management from both analytical and practical perspectives. Taking a unified approach, students develop a framework for making intelligent decisions within the supply chain. Covers key logistics functions, such as demand planning, procurement, inventory theory and control, transportation planning and execution, reverse logistics, and flexible contracting. Explores concepts such as postponement, portfolio management, and dual sourcing. Emphasizes skills necessary to recognize and manage risk, analyze various tradeoffs, and model logistics systems.","1.260[J],15.770[J],SCM.260[J]",,,,Y,,,,,"C. Caplice",,"http://student.mit.edu/catalog/mIDSa.html#IDS.730"
"IDS.735","Supply Chain Planning","G",2,0,4,6,,,,"1.260,15.761",,"Focuses on effective supply chain strategies for companies that operate globally, with emphasis on how to plan and integrate supply chain components into a coordinated system.  Students are exposed to concepts and models important in supply chain planning with emphasis on key tradeoffs and phenomena. Introduces and utilizes key tactics such as risk pooling and inventory placement, integrated planning and collaboration, and information sharing. Lectures, computer exercises, and case discussions introduce various models and methods for supply chain analysis and optimization. Recommended for Operations Management concentrators. First half-term subject.","1.273[J],15.762[J]",,,,,,Y,,,"S. Willems","Lecture,E51-345/MW/0/8.30-10;Recitation,E51-149/F/0/10-11.30","http://student.mit.edu/catalog/mIDSa.html#IDS.735"
