Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"15.445","Mergers, Acquisitions and Private Equity","G","15.515,15.516","15.402,15.414,15.415",,"15.4451",,,,,Y,,"N. Gregory",,,
"15.4451","Mergers, Acquisitions, and Private Equity","U","15.501","15.402,15.414,15.415",,"15.445",,,,,Y,,"N. Gregory",,,
"15.447","International Capital Markets","G","15.401,15.414,15.415",,,,,,,,Y,,"J. Parker",,,
"15.448","Seminar in Finance","G","",,,,,,Y,,,,"D. Lessard",,,
"15.449","Seminar in Finance","G","",,,,,,Y,,,,"D. Lessard",,,
"15.450","Analytics of Finance","G","15.401,15.414,15.415",,,,,,,,Y,,"H. Chen",,,
"15.451","Proseminar in Capital Markets/Investment Management","G","15.401,15.414,15.415",,,,,,Y,,,,"M. Kritzman",,,
"15.452","Proseminar in Corporate Finance/Investment Banking","G","15.402,15.414,15.415",,,,,,Y,,,,"J. Parsons",,,
"15.453","Finance Research Practicum","G","15.401,15.414,15.415",,,,,,,Y,Y,,"Spring:  G. Rao",,,
"15.454","Fundamentals of Financial Mathematics","G","",,,,,,,,,Y,,,,
"15.455","Advanced Financial Mathematics","G","",,,,,,,,,Y,,,,
"15.456","Financial Engineering","G","15.401,15.414,15.415",,,,,,Y,,,,"L. Kogan",,,
"15.466","Functional and Strategic Finance","G","15.433,15.437",,,,,,,,Y,,"R. Merton",,,
"15.467","Asset Management, Lifecycle Investing, and Retirement Finance","G","15.433",,,,,,,,Y,,"R. Merton",,,
"15.470","Introduction to Financial Economics","G","",,"14.416[J]",,,,Y,,,,"L. Kogan",,,
"15.471","Advanced Corporate Finance","G","",,"14.441[J]",,,"2017-2018",,,Y,,,,,
"15.472","Advanced Topics in Financial Economics I","G","",,"14.442[J]",,,,Y,,,,"A. Verdelhan",,,
"15.473","Advanced Topics in Financial Economics II","G","",,"14.440[J]",,,,,,Y,,"H. Chen",,,
"15.474","Current Topics in Finance","G","",,,,,,,,Y,,"D. Thesmar",,,
"15.480","Science and Business of Biotechnology","G","Permission of instructor","15.401","7.546[J],20.586[J]",,,,,,Y,,"A. Lo",,,
"15.481","Financial Market Dynamics and Human Behavior","G","15.401,15.414,15.415",,"6.935[J]",,,"2017-2018",,,Y,,,,,
"15.482","Healthcare Finance","G","15.401,15.414,15.415,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.483","Consumer Finance: Markets, Product Design, and FinTech","G","15.401,15.414,15.415",,,,,,,,Y,,"J. Parker",,,
"15.487","Algorithmic Trading and Quantitative Investment Strategies","G","15.401,15.414,15.415",,,"15.4871",,"2017-2018",,,Y,,,,,
"15.4871","Algorithmic Trading and Quantitative Investment Strategies","U","15.401,15.414,15.415",,,"15.487",,"2017-2018",,,Y,,,,,
"15.491","Practice of Finance: Advanced Corporate Risk Management","G","15.402,15.414,15.415",,,,,"2017-2018",,,Y,,,,,
"15.493","Practice of Finance: Perspectives on Investment Management","G","15.402,15.414,15.415",,,,,,Y,,Y,,"Fall:  J. Shames\nSpring:  J. Shames",,,
"15.496","Practice of Finance: Data Technologies for Quantitative Finance","G","15.401,15.414,15.415",,,,,,Y,,,,"P. Mende",,,
"15.497","FinTech Ventures","G","",,,,,,Y,,,,"M. Rhodes-Kropf",,,
"15.498","Practice of Finance: Project Finance","G","15.401,15.414,15.415",,,,,,Y,,,,"J. Parsons",,,
"15.499","Practice of Finance: Social Impact Investing","G","15.401,15.414,15.415",,,,,,,,Y,,"G. Rao",,,
"15.501","Corporate Financial Accounting","U","",,,"15.516",,,Y,,Y,,"Fall:  D. Samuels\nSpring:  B. Dharan",,,
"15.511","Financial Accounting","G","Permission of instructor",,,"15.720",,,,,,Y,,,,
"15.514","Financial and Managerial Accounting","G","",,,,,,,,,Y,,,,
"15.515","Financial Accounting","G","Permission of instructor",,,,,,Y,,,,"J. Weber",,,
"15.516","Corporate Financial Accounting","G","Permission of instructor",,,"15.501",,,Y,,Y,Y,"Fall:  D. Samuels\nSpring:  B. Dharan",,,
"15.518","Taxes and Business Strategy","G","15.501,15.511,15.515,15.516",,,"15.5181",,,,,Y,,"M. Hanlon",,,
"15.5181","Taxes and Business Strategy","U","15.501",,,"15.518",,,,,Y,,"M. Hanlon",,,
"15.521","Cost Analysis and Accounting for the Manager, Entrepreneur, and Investor","G","15.511,15.515,15.516",,,,,,,,Y,,"S. Keating",,,
"15.522","Security Design and Corporate Financing","G","15.401;15.402,15.414;15.433,15.434",,,,,"2017-2018",,,Y,,,,,
"15.535","Business Analysis Using Financial Statements","G","15.501,15.511,15.515,15.516;15.401,15.414,15.415",,,,,,Y,,Y,,"Fall:  C. Noe\nSpring:  C. Noe",,,
"15.539","Doctoral Seminar in Accounting","G","15.515",,,,,,Y,,Y,,"Fall:  S. Kothari",,,
"15.561","Information Technology Essentials","G","",,,,,"2017-2018",,,Y,,,,,
"15.564","IT Essentials II: Advanced Technologies for Digital Business in the Knowledge Economy","G","",,,,,"2017-2018",,,Y,,,,,
"15.565","Digital Evolution: Managing Web 3.0","G","Permission of instructor",,"IDS.345[J]",,,,Y,,,,"S. Madnick",,,
"15.567","The Economics of Information: Strategy, Structure and Pricing","G","Permission of instructor",,,,,,Y,,,,"E. Brynjolfsson",,,
"15.569","Leadership Lab: Leading Sustainable Systems","G","Permission of instructor",,,,,"2017-2018",Y,Y,,,,,,
"15.570","Digital Marketing and Social Media Analytics","G","",,,,,,Y,,,,"S. Aral",,,
"15.571","Enterprise Transformations in the Digital Economy","G","",,,,,"2017-2018",,,Y,,,,,
"15.572","Analytics Lab: Action Learning Seminar on Analytics, Machine Learning, and the Digital Economy","G","Permission of instructor",,,,,,Y,,,,"S. Aral",,,
"15.575","Economics of Information and Information Technology","G","Permission of instructor",,,,,,Y,,,,"E. Brynjolfsson",,,
"15.576","Research Seminar in Information Technology and Organizations: Social Perspectives","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"15.579","Seminar in Information Technology","G","",,,,,,Y,,Y,,"Fall:  S. Madnick\nSpring:  S. Madnick",,,
"15.580","Seminar in Information Technology","G","",,,,,,Y,,Y,,"Fall:  S. Madnick\nSpring:  S. Madnick",,,
"15.599","Workshop in Digitization","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"15.615","Essential Law for Business","G","",,,,,,Y,,Y,,"Fall:  J. Akula\nSpring:  J. Akula",,,
"15.616","Basic Business Law, Tilted Towards Key Emerging Issues","G","",,,,,"2017-2018",Y,,,,,,,
"15.617","Deals, Finance, and the Law","G","",,,"15.6171",,"2017-2018",,,Y,,,,,
"15.6171","Deals, Finance, and the Law","U","",,,"15.617",,"2017-2018",,,Y,,,,,
"15.618","Entrepreneurship, Innovation, Startups and the Law","G","",,,"15.6181",,,Y,,Y,,"Fall:  J. Akula\nSpring:  J. Akula",,,
"15.6181","Entrepreneurship, Innovation, Startups and the Law","U","",,,"15.618",,,,,Y,,"J. Akula",,,
"15.620","Patent Law Fundamentals","G","",,,,,,,Y,,,"J. Meldman",,,
"15.647","Seminar in Law","G","",,,,,,Y,,,,"J. Akula",,,
"15.648","Seminar in Law","G","",,,,,,Y,,,,"J. Akula",,,
"15.649","Seminar in Law","G","",,,,,,Y,,,,"J. Akula",,,
"15.655","Law, Technology, and Public Policy","G","",,"IDS.435[J]",,,,,,Y,,"N. Ashford",,,
"15.657","Technology, Globalization, and Sustainable Development","G","Permission of instructor",,"1.813[J],11.466[J],IDS.437[J]",,,,Y,,,,"N. Ashford",,,
"15.660","Strategic Human Resource Management","G","15.311",,,,,"2017-2018",,,Y,,,,,
"15.661","Building Successful Careers and Organizations","G","",,,,,,,,Y,,"E. Castilla",,,
"15.662","Managing Sustainable Businesses for People and Profits","G","",,"11.383[J]",,,,,,Y,,"T. Kochan",,,
"15.663","Environmental Law, Policy, and Economics: Pollution Prevention and Control","G","",,"1.811[J],11.630[J],IDS.540[J]",,"1.801[J],11.021[J],17.393[J],IDS.060[J]",,Y,,,,"N. Ashford",,,
"15.665","Power and Negotiation","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  J. Richardson\nSpring:  J. Richardson",,,
"15.667","Negotiation and Conflict Management","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.668","People and Organizations","U","",,,,,"2017-2018",,,Y,,,,,
"15.669","Strategies for People Analytics","G","15.311,permission of instructor",,,,,,,,Y,,"E. Castilla",,,
"15.671","U-Lab: Transforming Self, Business and Society","G","",,,,,,Y,,,,"O. Scharmer",,,
"15.672","Negotiation Analysis","G","Permission of instructor",,,"15.665,15.712","15.6721,15.673,15.6731",,,Y,,,"J. Curhan",,,
"15.6721","Negotiation Analysis","U","Permission of instructor",,,"15.665,15.712","15.672,15.673,15.6731",,,Y,,,"J. Curhan",,,
"15.673","Negotiation Analysis","G","Permission of instructor",,,"15.665,15.712","15.672,15.6721,15.6731",,,Y,,,,,,
"15.6731","Negotiation Analysis","U","Permission of instructor",,,"15.665,15.712","15.672,15.6721,15.673",,,Y,,,,,,
"15.676","Work, Employment, and Industrial Relations Theory","G","Permission of instructor",,,,,,,,Y,,"T. Kochan",,,
"15.677","Urban Labor Markets and Employment Policy","G","Permission of instructor",,"11.427[J]",,,,,,Y,,"P. Osterman",,,
"15.678","Political Economy I: Theories of the State and the Economy","G","Permission of instructor",,"14.781[J],17.100[J]",,,,,,Y,,"M. Piore, S. Berger",,,
"15.680","Machine Learning: Algorithms, Applications, and Computation","G","",,,,,,Y,,,,"D. Bertsimas",,,
"15.681","From Analytics to Action","G","",,,,,,Y,,,,"R. Reagans",,,
"15.691","Research Seminar in Work, Employment and Industrial Relations","G","Permission of instructor",,,,,,Y,,,,"T. Kochan",,,
"15.698","Seminar in Industrial Relations and Human Resource Management","G","",,,,,,Y,Y,,Y,"P. Osterman",,,
"15.700","Leadership and Integrative Management","G","Permission of instructor",,,,,,Y,,,,"G. Perakis",,,
"15.701","Innovation-Driven Entrepreneurial Advantage","G","","15.714,permission of instructor",,,,,,,Y,Y,"F. Murray",,,
"15.702","Leading in a Global Context: Macroeconomics and Global Markets","G","Permission of instructor",,,,,,Y,,,,"S. Johnson",,,
"15.703","Leading with Impact","G","Permission of instructor",,,,,,,,Y,,"N. Repenning",,,
"15.705","Organizations Lab","G","Permission of instructor",,,,,,Y,,,Y,"N. Repenning",,,
"15.707","Global Strategy","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  D. Lessard\nSpring:  G. Distelhorst",,,
"15.708","Global Organizations Lab","G","Permission of instructor",,,,,,,,Y,,"D. Lessard",,,
"15.709","Key Decisions for Corporate Boards","G","",,,,,,,Y,,,"R. Pozen",,,
"15.711","Executing Strategy for Results","G","",,,"15.361",,,,Y,,,"D. Sull",,,
"15.712","Negotiation and Influence","G","Permission of instructor",,,,,,,,Y,,"J. Curhan",,,
"15.713","Principles of Fundamental Analysis","G","",,,,,,,Y,,,,,,
"15.714","Competitive Strategy","G","Permission of instructor",,,"15.902",,,,,Y,Y,"P. Azoulay",,,
"15.715","Entrepreneurial Strategy","G","",,,"15.911",,,,Y,,,"S. Stern",,,
"15.716","Leading Organizations","G","",,,"15.322",,,,,,Y,,,,
"15.717","Organizational Processes","G","Permission of instructor",,,,,,Y,,,,"R. Fernandez",,,
"15.719","Entrepreneurial Finance","G","",,,"15.431,15.4311",,,,Y,,,,,,
"15.720","Financial Accounting","G","Permission of instructor",,,"15.511",,,,,Y,,"R. Verdi",,,
"15.722","Applied Economics for Managers","G","Permission of instructor",,,"15.024",,,Y,,,,"R. Gibbons",,,
"15.723","Advanced Applied Macroeconomics and International Institutions","G","15.702,permission of instructor",,,,,,,Y,Y,,"R. Rigobon",,,
"15.724","Financial Management","G","Permission of instructor",,,"15.414",,,Y,,,,"R. Iyer",,,
"15.725","Marketing Strategy for General Managers","G","",,,,,,,Y,,,"B. Wernerfelt",,,
"15.726","Pricing","G","",,,"15.818",,,,Y,,,"C. Tucker",,,
"15.727","The Analytics Edge","G","15.730,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.728","Deals, Finance, and the Law","G","",,,,,,,Y,,,,,,
"15.730","Data, Models, and Decisions","G","Permission of instructor",,,"15.060",,,,,Y,,"G. Perakis",,,
"15.731","Risk Management","G","15.730;15.734;permission of the instructor",,,,,,,Y,,,"R. Levi",,,
"15.732","Marketing Management","G","Permission of instructor",,,"15.810,15.812",,,Y,,,,"C. Tucker",,,
"15.734","Introduction to Operations Management","G","Permission of instructor",,,"15.761,15.7611",,,,,,Y,"R. Levi",,,
"15.735","Product Design","G","",,,,,,,Y,,,"S. Eppinger",,,
"15.736","Introduction to System Dynamics","G","Permission of instructor",,,"15.871",,,,,,Y,"N. Repenning",,,
"15.737","Advanced System Dynamics","G","15.736,permission of instructor",,,"15.872",,,,Y,,,"J. Sterman",,,
"15.738","Topics in Corporate Finance","G","15.724",,,,,,,Y,,,"K. Asquith",,,
"15.739","Discovering Your Leadership Signature","G","",,,"15.318",,,,Y,,,,,,
"15.740","Strategic Communication for Executives","G","",,,,,,,Y,,,"N. Hartman",,,
"15.761","Introduction to Operations Management","G","15.060,6.041B,permission of instructor",,,"15.734,15.7611",,,Y,,Y,Y,"Fall:  S. Willems\nSpring:  J. Jonasson",,,
"15.7611","Introduction to Operations Management","U","6.041B,15.0791,permission of instructor",,,"15.734,15.761",,,,,Y,,"J. Jonasson",,,
"15.762","Supply Chain Planning","G","1.260,15.761",,"1.273[J],IDS.735[J]",,,,,,Y,,"S. Willems",,,
"15.763","Manufacturing System and Supply Chain Design","G","1.260,15.761,15.778",,"1.274[J],IDS.736[J]",,,,,,Y,,"S. Willems",,,
"15.764","The Theory of Operations Management","G","15.081J,6.251J,6.436J;permission of instructor",,"1.271[J],IDS.250[J]",,,,,,Y,,"Y. Zheng",,,
"15.765","Global Supply Chain Management","G","1.260,1.261,15.761,15.778,permission of instructor",,"1.265[J],2.965[J],SCM.265[J]",,,,,,Y,,"B. Arntzen",,,
"15.767","Healthcare Lab: Introduction to Healthcare Delivery in the United States","G","15.060;15.761;permission of instructor",,,"15.777",,,Y,,,,"R. Levi",,,
"15.768","Management of Services: Concepts, Design, and Delivery","G","15.761,15.778,permission of instructor",,,,,,,,Y,,"Z. Ton",,,
"15.769","Operations Strategy","G","15.761,15.778,permission of instructor",,,,,,Y,,Y,,"Fall:  D. Rosenfield",,,
"15.770","Logistics Systems","G","Permission of instructor",,"1.260[J],IDS.730[J],SCM.260[J]",,,,Y,,,,"C. Caplice",,,
"15.771","Case Studies in Logistics and Supply Chain Management","G","Permission of instructor",,"1.261[J],SCM.261[J]",,,,,,Y,,"J. Byrnes",,,
"15.772","D-Lab: Supply Chains","U","",,"EC.733[J]",,,,Y,,,,"S. Graves",,,
"15.773","Lion and GOAL teams for Leaders for Global Operations (LGO)","G","Permission of instructor",,,,,,,,Y,,"T. Roemer",,,
"15.774","The Analytics of Operations Management","G","","15.060,permission of instructor",,,,,Y,,,,"T. Zaman",,,
"15.775","Analytics Proseminar","G","",,,,,,,,Y,,"C. Simon",,,
"15.777","Healthcare Lab: Introduction to Healthcare Delivery in the United States","G","15.060;15.761",,,"15.767",,,Y,Y,,,"Fall:  R. Levi",,,
"15.778","Introduction to Operations Management","G","",,,,,,,,,Y,,,,
"15.779","Technology, Design and Entrepreneurship: Operating in Emerging Communities","G","Permission of instructor",,,,"15.781",,,,Y,,"C. Fine, R. Stoner, C. Vaishnav",,,
"15.780","Stochastic Models in Business Analytics","U","6.041B,15.0791,permission of instructor",,,,,,Y,,,,"T. Zaman",,,
"15.781","Technology, Design and Entrepreneurship: Operating in Emerging Communities","G","Permission of instructor",,,,"15.779",,,,Y,,"C. Fine, R. Stoner, C. Vaishnav",,,
"15.783","Product Design and Development","G","2.009,15.761,15.778,15.810,permission of instructor",,"2.739[J]",,,,,,Y,,"M. Yang",,,
"15.784","Operations Laboratory","G","","15.761",,,,,,,Y,,"D. Rosenfield",,,
"15.785","Digital Product Management","G","",,,,,,Y,,,,"D. Robertson",,,
"15.792","Global Operations Leadership Seminar","G","",,"2.890[J],10.792[J],16.985[J]",,,,Y,,Y,,"Fall:  T. Roemer\nSpring:  T. Roemer",,,
"15.794","Research Project in Operations","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  T. Roemer\nSpring:  T. Roemer",,,
"15.795","Behavioral Decision Theories and Applications","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"15.799","Workshop in Operations Management","G","",,,,,,Y,,Y,,"Fall:  J. Jonasson\nSpring:  J. Jonasson",,,
"15.809","Introduction to Marketing and Strategy","G","",,,,,,,,,Y,,,,
"15.810","Marketing Management","G","",,,"15.732,15.812",,,,,Y,,"J. Hauser",,,
"15.812","Marketing Management","U","",,,"15.732,15.810",,,,,Y,,"J. Hauser",,,
"15.818","Pricing","G","",,,"15.726",,,Y,,,,"C. Tucker",,,
"15.821","Listening to the Customer","G","",,,,,,,,Y,,"D. Prelec",,,
"15.822","Strategic Market Measurement","G","",,,,,"2017-2018",,,Y,,,,,
"15.828","Product Management","G","",,,,,,,,Y,,"T. Ke",,,
"15.830","Enterprise Management Lab","G","","15.810,15.761,15.900",,,,,Y,Y,,,"Fall:  S. Chatterjee",,,
"15.833","Business-to-Business Marketing","G","",,,,,,Y,,,,"S. Chatterjee",,,
"15.834","Marketing Strategy","G","",,,,,"2017-2018",,,Y,,,,,
"15.835","Entrepreneurial Marketing","G","",,,,,"2017-2018",,,Y,,,,,
"15.838","Research Seminar in Marketing","G","",,,,,,Y,,Y,,"Fall:  B. Wernerfelt\nSpring:  B. Wernerfelt",,,
"15.839","Workshop in Marketing","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  D. Prelec\nSpring:  D. Prelec",,,
"15.840","Seminar in Marketing","G","15.810",,,,,,Y,,,,"B. Libai",,,
"15.841","Seminar in Marketing","G","15.810",,,,,,Y,,,,"B. Libai",,,
"15.842","Seminar in Marketing","G","15.810",,,,,,Y,,,,"B. Libai",,,
"15.843","Seminar in Marketing","G","15.810",,,,,,Y,,,,"B. Libai",,,
"15.846","Branding","G","15.810",,,,,,,,Y,,"R. Gosline",,,
"15.847","Consumer Behavior","G","15.810",,,,,,,,Y,,"T. Rai",,,
"15.871","Introduction to System Dynamics","G","Permission of instructor",,,,,,Y,,Y,,"J. Sterman",,,
"15.872","System Dynamics II","G","15.871",,,"15.737",,,Y,,Y,,"Fall:  R. Oliva Pue",,,
"15.874","People and the Planet:  Environmental Governance and Science","U","",,"12.387[J],IDS.063[J]",,,,Y,,,,"S. Solomon",,,
"15.8741","System Dynamics for Business Policy","U","",,,,,"2017-2018",Y,,Y,,,,,
"15.875","Applications of System Dynamics","G","15.872",,,,,"2017-2018",,,Y,,,,,
"15.878","Capstone Seminar in Sustainability","G","15.913",,,,,,,,Y,,"J. Jay",,,
"15.879","Research Seminar in System Dynamics","G","15.872;permission of instructor",,,,,,,,Y,,"D. Keith",,,
"15.900","Competitive Strategy","G","",,,"15.9001",,,Y,,Y,,"Fall:  D. Sull",,,
"15.9001","Competitive Strategy","U","",,,"15.900",,,,,Y,,"D. Li",,,
"15.902","Advanced Strategic Management","G","Permission of instructor",,,"15.714",,"2017-2018",,,Y,,,,,
"15.903","Managing the Modern Organization: Organizational Economics and Corporate Strategy","G","15.010,15.311",,,,,,Y,,Y,,"Fall:  R. Gibbons\nSpring:  R. Gibbons",,,
"15.904","Advanced Strategic Management","G","15.900,permission of instructor",,,,,,Y,,Y,,"Fall:  M. Cusumano\nSpring:  M. Cusumano",,,
"15.905","Technology Strategy","G","",,,,,"2017-2018",,,Y,,,,,
"15.910","Innovation Strategy","G","",,,,,,,,Y,,"A. Hagiu",,,
"15.911","Entrepreneurial Strategy","G","",,,"15.715",,,,,Y,,"S. Stern",,,
"15.912","Strategic Management of Innovation and Entrepreneurship","G","15.910,15.911,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"15.913","Strategies for Sustainable Business","G","",,,,,,,,Y,,"J. Jay",,,
"15.914","Competitive Dynamics and Strategy: Winning in Technology Markets","G","15.872;15.369,15.567,15.900,15.902",,,,,,,,Y,,"H. Weil",,,
"15.915","Laboratory for Sustainable Business","G","15.913",,,,,,,,Y,,"J. Jay",,,
"15.928","The Sociology of Strategy","G","15.342",,,,,"2018-2019",,,Y,,"E. Zuckerman",,,
"15.929","Identity and Action","G","15.342",,,,,"2017-2018",,,Y,,,,,
"15.933","Strategic Opportunities in Energy","G","15.900,permission of instructor",,,,,,Y,,,,"H. Weil",,,
"15.941","Leadership in Real Estate","G","",,"11.430[J]",,,,Y,,,,"G. Schuck",,,
"15.949","Seminar in Strategy","G","",,,,,,Y,,,,"A. Hoffman",,,
"15.S01","Special Seminar in Management","G","Permission of instructor",,,,,,Y,,Y,Y,"Fall:  S. Kline\nSpring:  J. Little",,,
"15.S02","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  C. Vaishnav",,,
"15.S03","Special Seminar in Management","G","Permission of instructor",,,,,,,Y,,Y,,,,
"15.S04","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,,Y,,,,
"15.S05","Special Seminar in Management","G","Permission of instructor",,,,,,,Y,Y,Y,"H. Michaels",,,
"15.S06","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,,Y,"L. Hafrey",,,
"15.S07","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  J. Little\nSpring:  J. Little",,,
"15.S08","Special Seminar in Management","G","Permission of instructor",,,,,,,Y,,Y,,,,
"15.S09","Special Seminar in Management","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  R. Pozen\nSpring:  R. Pozen",,,
"15.S10",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  E. Zuckerman",,,
"15.S11",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  E. Zuckerman",,,
"15.S12",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  E. Zuckerman",,,
"15.S10",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"F. Murray",,,
"15.S11",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"F. Murray",,,
"15.S12",,"G","Permission of instructor",,,,,,Y,Y,Y,Y,"F. Murray",,,
"15.S10","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  R. Pozen\nSpring:  D. Prelec",,,
"15.S11","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  R. Pozen\nSpring:  D. Prelec",,,
"15.S12","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  R. Pozen\nSpring:  D. Prelec",,,
"15.S13","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  S. Johnson",,,
"15.S14","Special Seminar in Management","G","Permission of instructor",,,,,,,Y,Y,Y,"S. Johnson",,,
"15.S15","Special Seminar in Management","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  C. Fogarty\nSpring:  D. Bertsimas",,,
