Subject Id,Subject Title,Subject Level,Prerequisites,Corequisites,Joint Subjects,Equivalent Subjects,Meets With Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Instructors,Comm Req Attribute,Hass Attribute,Gir Attribute
"7.29","Cellular and Molecular Neurobiology","U","7.05,9.01",,"9.09[J]",,,,,,Y,,"T. Littleton, M. Wilson",,,
"7.30A","Fundamentals of Ecology I","U","",,"1.018A[J],12.031A[J]",,,,Y,,,,"O. Cordero Sanchez",,,
"7.30B","Fundamentals of Ecology II","U","1.018A",,"1.018B[J],12.031B[J]",,,,Y,,,,"O. Cordero Sanchez",,,
"7.31","Current Topics in Mammalian Biology: Medical Implications","U","7.06,permission of instructor",,,,,,Y,,,,"F. Gertler, R. Jaenisch",,,
"7.32","Systems Biology","U","18.03;18.05;permission of instructor",,,,"7.81[J],8.591[J]",,Y,,,,"J. Gore",,,
"7.33","Evolutionary Biology:  Concepts, Models and Computation","U","7.03;6.0001,permission of instructor",,"6.049[J]",,,"2017-2018",,,Y,,"R. Berwick, D. Bartel",,,
"7.331","Infections and Inequalities: Interdisciplinary Perspectives on Global Health","U","",,"21A.331[J],HST.431[J]",,,"2017-2018",,,Y,,,,"HASS-S",
"7.340","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.341","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.342","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.343","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.344","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.345","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.346","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.347","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.348","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.349","Advanced Undergraduate Seminar","U","7.06,7.28",,,,,,Y,,Y,,"Fall:  H. R. Horvitz\nSpring:  H. R. Horvitz",,,
"7.37","Molecular and Engineering Aspects of Biotechnology","U","2.005,3.012,5.60,20.110;7.06;permission of instructor",,"10.441[J],20.361[J]","7.371",,,,,Y,,"H. Lodish, L. Griffith",,,
"7.371","Biological and Engineering Principles Underlying Novel Biotherapeutics","U","7.06",,,"7.37,10.441,20.361",,,Y,,,,"J. Chen, H. Lodish",,,
"7.41","Principles of Chemical Biology","U","7.05",,,,"7.73",,,,Y,,"B. Imperiali",,,
"7.45","The Hallmarks of Cancer","U","","7.06",,,"7.85",,Y,,,,"T. Jacks, M. Vander Heiden",,,
"7.458","Advances in Biomanufacturing","U","",,"10.03[J]",,"7.548[J],10.53[J]",,,,Y,,"A. Sinskey",,,
"7.49","Developmental Neurobiology","U","9.01,7.03,7.05,permission of instructor",,"9.18[J]",,"7.69[J],9.181[J]","2017-2018",,,Y,,,,,
"7.391","Independent Study in Biology","U","",,,,,,Y,,Y,,,,,
"7.392","Independent Study in Biology","U","",,,,,,Y,,Y,,,,,
"7.393","Independent Study in Genetics","U","",,,,,,Y,,Y,,,,,
"7.394","Independent Study in Biochemistry","U","",,,,,,Y,,Y,,,,,
"7.395","Independent Study in Cell and Molecular Biology","U","",,,,,,Y,,Y,,,,,
"7.396","Independent Study in Experimental Biology","U","",,,,,,Y,Y,Y,,"J. Chang",,,
"7.S391","Special Subject in Biology","U","Permission of instructor",,,,,,Y,,Y,Y,,,,
"7.S392","Special Subject in Biology","U","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.S399","Special Subject in Biology","U","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.UR","Undergraduate Research","U","Permission of department.",,,,,,Y,Y,Y,Y,,,,
"7.URG","Undergraduate Research","G","Permission of department",,,,,,Y,Y,Y,Y,,,,
"7.410","Applied Statistics","G","Permission of instructor",,,,,,,,Y,,,,,
"7.411","Seminars in Biological Oceanography","G","Permission of instructor",,,,,,Y,,Y,,"Spring:  J. Westwater",,,
"7.421","Problems in Biological Oceanography","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.430","Topics in Quantitative Marine Science","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.431","Topics in Marine Ecology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.432","Topics in Marine Physiology and Biochemistry","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.433","Topics in Biological Oceanography","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.434","Topics in Zooplankton Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.435","Topics in Benthic Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.436","Topics in Phytoplankton Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.437","Topics in Molecular Biological Oceanography","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.438","Topics in the Behavior of Marine Animals","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.439","Topics in Marine Microbiology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.440","An Introduction to Mathematical Ecology","G","Calculus I GIR,7.30B,permission of instructor",,,,,"2017-2018",,,Y,,,,,
"7.470","Biological Oceanography","G","Permission of instructor",,,,,,,,Y,,,,,
"7.491","Research in Biological Oceanography","G","Permission of instructor",,,,,,Y,,Y,Y,,,,
"7.492","Methods and Problems in Microbiology","G","",,"1.86[J],20.445[J]",,,,Y,,,,"M. Laub",,,
"7.493","Microbial Genetics and Evolution","G","7.03,7.05,permission of instructor",,"1.87[J],12.493[J],20.446[J]",,,,Y,,,,"A. D. Grossman, E. Alm",,,
"7.494","Research Problems in Microbiology","G","Permission of instructor",,,,,,Y,,Y,Y,"Spring:  S. Kahn",,,
"7.498","Teaching Experience in Microbiology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.499","Research Rotations in Microbiology","G","Permission of instructor","7.492,7.493",,,,,Y,,Y,,,,,
"7.MTHG","Microbiology Graduate Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,"BIOL"
"7.50","Method and Logic in Molecular Biology","G","Permission of instructor","7.51;7.52",,,,,Y,,,,,,,
"7.51","Principles of Biochemical Analysis","G","Permission of instructor",,,,,,Y,,,,"A. Keating, R. T. Sauer",,,
"7.52","Genetics for Graduate Students","G","Permission of instructor",,,,,,Y,,,,"A. Amon, D. Housman, H. R. Horvitz",,,
"7.540","Frontiers in Chemical Biology","G","5.13;5.07;7.06;permission of instructor",,"5.54[J],20.554[J]",,,,Y,,,,"L. Kiessling",,,
"7.546","Science and Business of Biotechnology","G","Permission of instructor","15.401","15.480[J],20.586[J]",,,,,,Y,,"A. Lo",,,
"7.547","Principles and Practice of Drug Development","G","Permission of instructor",,"10.547[J],15.136[J],HST.920[J],IDS.620[J]",,,,Y,,,,"S. Finkelstein",,,
"7.548","Advances in Biomanufacturing","G","",,"10.53[J]",,"7.458[J],10.03[J]",,Y,,Y,,"Fall:  A. Sinskey\nSpring:  A. Sinskey",,,
"7.549","Case Studies and Strategies in Drug Discovery and Development","G","",,"15.137[J],20.486[J],HST.916[J]",,,,,,Y,,"A. Wood",,,
"7.55","Case Studies in Modern Experimental Design","G","Permission of instructor",,,,,,,,Y,,"L. Guarente,  F. Solomon",,,
"7.57","Quantitative Biology for Graduate Students","G","Permission of instructor",,,,,,,,Y,,"P. Gupta, A. Regev, G. W. Li",,,
"7.58","Molecular Biology","G","7.03;7.05;permission of instructor",,,,"7.28",,,,Y,,"U. RajBhandary, E. Calo",,,
"7.59","Teaching College-Level Science and Engineering","G","",,"1.95[J],5.95[J],8.395[J],18.094[J]",,"2.978",,Y,,,,"J. Rankin",,,
"7.60","Cell Biology: Structure and Functions of the Nucleus","G","7.06,permission of instructor",,,,,,,,Y,,"R. Young, L. Boyer",,,
"7.61","Eukaryotic Cell Biology: Principles and Practice","G","Permission of instructor",,,,,,Y,,,,"M. Krieger",,,
"7.62","Microbial Physiology","G","7.03;7.05;permission of instructor",,,,"7.21",,Y,,,,"G. C. Walker, A. J. Sinskey",,,
"7.63","Immunology","G","7.06;permission of instructor",,,,"7.23","2017-2018",Y,,,,,,,
"7.64","Molecular Mechanisms, Pathology and Therapy of Human Neuromuscular Disorders","G","Permission of instructor",,,,,,,,Y,,"D. Housman",,,
"7.65","Molecular and Cellular Neuroscience Core I","G","",,"9.015[J]",,,,Y,,,,"T. Littleton",,,
"7.66","Molecular Basis of Infectious Disease","G","7.06;permission of instructor",,,,"7.26",,,,Y,,"D. Kim",,,
"7.67","Genetic Methods in Neurobiology","G","Permission of instructor",,"9.322[J]",,,,,,Y,,,,,
"7.68","Molecular and Cellular Neuroscience Core II","G","Permission of instructor",,"9.013[J]",,,,,,Y,,"G. Feng",,,
"7.69","Developmental Neurobiology","G","9.011,permission of instructor",,"9.181[J]",,"7.49[J],9.18[J]","2017-2018",,,Y,,,,,
"7.70","Regulation of Gene Expression","G","Permission of instructor",,,,,,,,Y,,,,,
"7.71","Structural and Biophysical Analysis of Biological Macromolecules","G","5.13;5.60;5.07,7.05;permission of instructor.",,,,"5.78",,,,Y,,"C. Drennan, T. Schwartz",,,
"7.72","Principles and Frontiers of Developmental Biology","G","Permission of instructor",,,,,"2017-2018",Y,,,,"H. Sive, T. Orr-Weaver",,,
"7.73","Principles of Chemical Biology","G","7.05;Permission of instructor",,,,"7.41",,,,Y,,"B. Imperiali, J. K. Weng",,,
"7.74","Topics in Biophysics and Physical Biology","G","",,"8.590[J],20.416[J]",,,,Y,,,,"N. Fakhri",,,
"7.76","Topics in Macromolecular Structure and Function","G","Permission of instructor",,,,,,,,Y,,"C. Drennan, R. T. Sauer",,,
"7.77","Nucleic Acids, Structure, Function, Evolution and Their Interactions with Proteins","G","7.05,7.51,permission of instructor",,,,,"2017-2018",,,Y,,"D. Bartel, U. RajBhandary",,,
"7.80","Biological Chemistry II","G","5.12;5.07,7.05",,,,"5.08[J],7.08[J]",,,,Y,,"E. Nolan, R. Raines",,,
"7.81","Systems Biology","G","18.03;18.05;permission of instructor",,"8.591[J]",,"7.32",,Y,,,,"J. Gore",,,
"7.82","Topics of Mammalian Development and Genetics","G","Permission of instructor",,,,,,,,Y,,"R. Jaenisch, R. Young",,,
"7.85","The Hallmarks of Cancer","G","Permission of instructor","7.06",,,"7.45",,Y,,,,"T. Jacks, M. Vander Heiden",,,
"7.87","Protein Folding and Misfolding in Biology","G","7.51;7.52;permission of instructor",,,,,,,,Y,,,,,
"7.89","Topics in Computational and Systems Biology","G","Permission of instructor",,"CSB.100[J]",,,,Y,,,,"C. Burge",,,
"7.930","Research Experience in Biopharma","G","",,"20.930[J]",,,,Y,,,,"S. Clarke",,,
"7.931","Independent Study in Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.932","Independent Study in Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.933","Research Rotations in Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.934","Teaching Experience in Biology","G","Permission of instructor",,,,,,Y,,Y,,,,,
"7.935","Responsible Conduct in Biology","G","Permission of instructor",,,,,,Y,,,,,,,
"7.941","Research Problems","G","Permission of instructor",,,,,,Y,,,Y,,,,
"7.942","Research Problems","G","Permission of instructor",,,,,,,,Y,,,,,
"7.95","Cancer Biology","G","7.85;permission of instructor",,,,,,,,Y,,"R. Weinberg, O. Yilmaz",,,
"7.98","Neural Plasticity in Learning and Memory","G","Permission of instructor",,"9.301[J]",,,,,,Y,,"S. Tonegawa",,,
"7.S930","Special Subject in Biology","G","Permission of instructor",,,,,,Y,,Y,Y,,,,
"7.S931","Special Subject in Biology","G","Permission of instructor",,,,,,Y,,Y,Y,,,,
"7.S932","Special Subject in Biology","G","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.S939","Special Subject in Biology","G","Permission of instructor",,,,,,Y,Y,Y,,,,,
"7.THG","Graduate Biology Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"8.01","Physics I","U","",,,,,,Y,Y,,,"Fall:  D. Chakrabarty",,,"PHY1"
"8.011","Physics I","U","",,,,,,,,Y,,,,,"PHY1"
"8.012","Physics I","U","",,,,,,Y,,,,"M. Soljacic",,,"PHY1"
"8.01L","Physics I","U","",,,,,,Y,Y,,,"Fall:  P. Jarillo-Herrero",,,"PHY1"
"8.02","Physics II","U","Physics I GIR;Calculus I GIR",,,,,,Y,,Y,,,,,"PHY2"
"8.021","Physics II","U","Physics I GIR;Calculus I GIR;permission of instructor",,,,,,Y,,,,"G. Stephans",,,"PHY2"
"8.022","Physics II","U","Physics I GIR","Calculus II GIR",,,,,Y,,Y,,"Fall:  J. Checkelsky",,,"PHY2"
"8.03","Physics III","U","Calculus II GIR;Physics II GIR",,,,,,Y,,Y,,"Fall:  Y. Lee",,,"REST"
"8.033","Relativity","U","Physics II GIR;Calculus II GIR",,,,,,Y,,,,"J. Thaler",,,"REST"
"8.04","Quantum Physics I","U","8.03;18.03,18.032",,,"8.S04",,,,,Y,,"M. Vogelsberger",,,"REST"
"8.S04","Special Subject:  Quantum Physics I","U","8.03;18.03,18.032",,,"8.04",,,Y,,,,"B. Zwiebach",,,"REST"
"8.044","Statistical Physics I","U","8.03;18.03",,,,,,,,Y,,"N. Fakhri",,,
"8.05","Quantum Physics II","U","8.04",,,"8.051",,,Y,,,,"W. Detmold",,,
"8.051","Quantum Physics II","U","8.04;permission of instructor",,,"8.05",,,,,Y,,"J. Thaler",,,
"8.06","Quantum Physics III","U","8.05",,,,,,,,Y,,"B. Zwiebach",,,
"8.07","Electromagnetism II","U","8.03;18.03",,,,,,Y,,,,"A. Guth",,,
"8.08","Statistical Physics II","U","8.044;8.05",,,,,,,,Y,,"L. Fu",,,
"8.09","Classical Mechanics III","U","8.223",,,,"8.309",,Y,,,,"I. Stewart",,,
"8.13","Experimental Physics I","U","8.04",,,,,,Y,,Y,,"Fall:  J. Formaggio",,,"LAB"
"8.14","Experimental Physics II","U","",,,,,,,,Y,,"G. Roland",,,
"8.18","Research Problems in Undergraduate Physics","U","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  N. Mavalvala",,,
"8.19","Readings in Physics","U","",,,,,,Y,Y,Y,Y,"Fall:  N. Mavalvala",,,
"8.20","Introduction to Special Relativity","U","Physics I GIR;Calculus I GIR",,,,,,,Y,,,"S. Vitale",,,"REST"
"8.21","Physics of Energy","U","Physics II GIR;Calculus II GIR;Chemistry GIR",,,,,,,,Y,,"R. Jaffe",,,"REST"
"8.223","Classical Mechanics II","U","Physics I GIR;Calculus II GIR",,,,,,,Y,,,"M. Evans",,,
"8.224","Exploring Black Holes: General Relativity and Astrophysics","U","8.033,8.20",,,,,,,,Y,,,,,
"8.225","Einstein, Oppenheimer, Feynman: Physics in the 20th Century","U","",,"STS.042[J]",,,"2017-2018",,,Y,,,,"HASS-H",
"8.226","Forty-three Orders of Magnitude","U","8.04;8.044;permission of instructor",,,,,"2017-2018",,,Y,,,,,
"8.231","Physics of Solids I","U","8.044","8.05",,,,,Y,,,,"L. Fu",,,
"8.241","Introduction to Biological Physics","U","Physics II GIR;8.044,5.60",,,,"20.315,20.415",,,,Y,,,,,
"8.251","String Theory for Undergraduates","U","8.033;8.044;8.05",,,"8.821",,"2017-2018",,,Y,,,,,
"8.276","Nuclear and Particle Physics","U","8.033;8.04",,,,,"2017-2018",,,Y,,,,,
"8.277","Introduction to Particle Accelerators","U","6.013,8.07;permission of instructor",,,,,"2017-2018",Y,Y,Y,,,,,
"8.282","Introduction to Astronomy","U","Physics I GIR",,"12.402[J]",,,,,,Y,,"A. Frebel",,,"REST"
"8.284","Modern Astrophysics","U","8.04","8.05",,,,,,,Y,,"N. Weinberg",,,
"8.286","The Early Universe","U","18.03;Physics II GIR",,,,,"2017-2018",Y,,,,,,,"REST"
"8.287","Observational Techniques of Optical Astronomy","U","8.282J,12.402J,12.409,other introductory astronomy course","8.03","12.410[J]",,,,Y,,,,"R. Binzel",,,"LAB"
"8.290","Extrasolar Planets: Physics and Detection Techniques","U","8.03;18.03",,"12.425[J]",,"12.625",,Y,,,,"S. Seager",,,"REST"
"8.292","Fluid Physics","U","8.044,5.60,permission of instructor",,"12.330[J]",,,"2017-2018",,,Y,,,,,
"8.295","Practical Work Experience","U","",,,,,,Y,Y,Y,Y,,,,
"8.297","Physics of the 21st Century","U","8.033;8.044;8.05;8.13",,,,,,,,Y,,,,,
"8.298","Selected Topics in Physics","U","Permission of instructor",,,,,,Y,Y,Y,Y,,,,
"8.299","Physics Teaching","U","",,,,,,Y,,Y,,"N. Mavalvala",,,
"8.S10","Special Subject: Physics","U","",,,,,,,,Y,,"R. Milner",,,
"8.S30","Special Subject:  Physics","U","",,,,,,,Y,,,"A. Bernstein",,,
"8.S50","Special Subject:  Physics","U","",,,,,,,,Y,,"F. Wilczek",,,
"8.UR","Undergraduate Research","U","",,,,,,Y,Y,Y,Y,"Fall:  N. Mavalvala",,,
"8.THU","Undergraduate Physics Thesis","U","",,,,,,Y,Y,Y,Y,"Fall:  N. Mavalvala",,,
"8.309","Classical Mechanics III","G","",,,,"8.09",,Y,,,,,,,
"8.311","Electromagnetic Theory I","G","8.07",,,,,,,,Y,,"J. Belcher",,,
"8.315","Mathematical Methods in Nanophotonics","G","18.303,8.07,permission of instructor",,"18.369[J]",,,"2018-2019",,,Y,,"S. Johnson",,,
"8.321","Quantum Theory I","G","8.05",,,,,,Y,,,,"S. Todadri",,,
"8.322","Quantum Theory II","G","",,,,,"2018-2019",,,Y,,"S. Todadri",,,
"8.323","Relativistic Quantum Field Theory I","G","8.321",,,,,,,,Y,,"T. Slatyer",,,
"8.324","Relativistic Quantum Field Theory II",,"8.322;8.323",,,,,,,,,,"H. Liu",,,
"8.325","Relativistic Quantum Field Theory III","G","8.324",,,,,,,,Y,,"W. Taylor",,,
"8.333","Statistical Mechanics I","G","8.044;8.05",,,,,,Y,,,,"M. Kardar",,,
"8.334","Statistical Mechanics II","G","",,,,,"2017-2018",,,Y,,,,,
"8.351","Classical Mechanics: A Computational Approach","G","Physics I GIR;18.03;permission of instructor",,"6.946[J],12.620[J]",,"12.008","2017-2018",Y,,,,,,,
"8.361","Quantum Theory of Many-Particle Systems","G","8.322;8.333",,,,,,Y,,,,,,,
"8.370","Quantum Computation","G","Permission of instructor",,"2.111[J],18.435[J]",,,,Y,,,,"P. Shor",,,
"8.371","Quantum Information Science","G","18.435",,"6.443[J],18.436[J]",,,,,,Y,,"A. Harrow",,,
"8.381","Selected Topics in Theoretical Physics","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.382","Selected Topics in Theoretical Physics","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.391","Pre-Thesis Research","G","Permission of instructor",,,,,,Y,,,,"C. Modica",,,
"8.392","Pre-Thesis Research","G","Permission of instructor",,,,,,,,Y,Y,"I. Stewart",,,
"8.395","Teaching College-Level Science and Engineering","G","",,"1.95[J],5.95[J],7.59[J],18.094[J]",,"2.978",,Y,,,,"J. Rankin",,,
"8.398","Selected Topics in Graduate Physics","G","Permission of instructor",,,,,,Y,Y,Y,,"Fall:  J. Formaggio",,,
"8.399","Physics Teaching","G","Permission of instructor",,,,,,Y,,Y,,"Fall:  C. Paus\nSpring:  C. Paus",,,
"8.421","Atomic and Optical Physics I","G","8.05",,,,,"2018-2019",,,Y,,"M. Zwierlein",,,
"8.422","Atomic and Optical Physics II","G","8.05",,,,,"2017-2018",,,Y,,,,,
"8.431","Nonlinear Optics","G","6.013,8.07",,"6.634[J]",,,,,,Y,,"J. Fujimoto",,,
"8.481","Selected Topics in Physics of Atoms and Radiation","G","8.321",,,,,,Y,,Y,,,,,
"8.482","Selected Topics in Physics of Atoms and Radiation","G","8.321",,,,,,Y,,Y,,,,,
"8.511","Theory of Solids I",,"8.231",,,,,,,,,,"L. Levitov",,,
"8.512","Theory of Solids II","G","8.511",,,,,,,,Y,,"L. Levitov",,,
"8.513","Many-Body Theory for Condensed Matter Systems","G","8.05;8.08;8.033;8.231J",,,,,"2018-2019",Y,,,,"X. Wen",,,
"8.514","Strongly Correlated Systems in Condensed Matter Physics","G","8.322;8.333",,,,,"2017-2018",,,Y,,,,,
"8.581","Selected Topics in Condensed Matter Physics","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.582","Selected Topics in Condensed Matter Physics","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.590","Topics in Biophysics and Physical Biology","G","",,"7.74[J],20.416[J]",,,,Y,,,,"N. Fakhri",,,
"8.591","Systems Biology","G","18.03;18.05;permission of instructor",,"7.81[J]",,"7.32",,Y,,,,"J. Gore",,,
"8.592","Statistical Physics in Biology","G","8.333,permission of instructor",,"HST.452[J]",,,"2018-2019",,,Y,,"M. Kardar",,,
"8.593","Biological Physics","G","8.044  recommended but not necessary",,"HST.450[J]",,,"2018-2019",,,Y,,"G. Benedek",,,
"8.613","Introduction to Plasma Physics I",,"6.013,8.07;18.04","18.075","22.611[J]",,,,,,,,"I. Hutchinson",,,
"8.614","Introduction to Plasma Physics II","G","8.613",,"22.612[J]",,,"2017-2018",,,Y,,,,,
"8.624","Plasma Waves","G","8.613J",,,,,"2017-2018",,,Y,,,,,
"8.641","Physics of High-Energy Plasmas I","G","8.613J",,,,,,Y,,,,,,,
"8.642","Physics of High-Energy Plasmas II","G","",,,,,,Y,,,,,,,
"8.681","Selected Topics in Fluid and Plasma Physics","G","8.613J",,,,,,Y,,Y,,,,,
"8.682","Selected Topics in Fluid and Plasma Physics","G","8.613J",,,,,,Y,,Y,,,,,
"8.701","Introduction to Nuclear and Particle Physics","G","","8.321",,,,,Y,,,,"M. Williams",,,
"8.711","Nuclear Physics","G","8.321;8.701",,,,,,,,Y,,"O. Chen",,,
"8.712","Advanced Topics in Nuclear Physics","G","8.711,permission of instructor",,,,,,Y,,Y,,,,,
"8.781","Selected Topics in Nuclear Theory","G","8.323",,,,,,Y,,Y,,,,,
"8.782","Selected Topics in Nuclear Theory","G","8.323",,,,,,Y,,Y,,,,,
"8.811","Particle Physics","G","8.701",,,,,,Y,,,,"L. Winslow",,,
"8.812","Graduate Experimental Physics","G","8.701",,,,,,,Y,,,,,,
"8.821","String Theory","G","8.324",,,"8.251",,"2017-2018",Y,,,,,,,
"8.831","Supersymmetric Quantum Field Theories","G","Permission of instructor",,,,,"2017-2018",,,Y,,,,,
"8.841","Electroweak Interactions","G","8.324",,,,,"2017-2018",,,Y,,,,,
"8.851","Effective Field Theory","G","8.324",,,"8.S851",,"2017-2018",,,Y,,,,,
"8.861","Advanced Topics in Superfluidity","G","8.324",,,,,,Y,,,,,,,
"8.871","Selected Topics in Theoretical Particle Physics","G","8.323",,,,,"2017-2018",Y,,Y,,"F. Wilczek",,,
"8.872","Selected Topics in Theoretical Particle Physics","G","",,,,,"2017-2018",Y,,Y,,"W. Taylor",,,
"8.881","Selected Topics in Experimental Particle Physics","G","8.811",,,,,,Y,,Y,,,,,
"8.882","Selected Topics in Experimental Particle Physics","G","8.811",,,,,,Y,,Y,,,,,
"8.901","Astrophysics I","G","Permission of instructor",,,,,,,,Y,,"S. Hughes",,,
"8.902","Astrophysics II","G","8.901",,,,,,Y,,,,"M. Vogelsberger",,,
"8.913","Plasma Astrophysics I","G","Permission of instructor",,,,,,Y,,,,,,,
"8.914","Plasma Astrophysics II","G","Permission of instructor",,,,,,,,Y,,,,,
"8.921","Stellar Structure and Evolution","G","Permission of instructor",,,,,,,,Y,,,,,
"8.942","Cosmology","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"8.952","Particle Physics of the Early Universe","G","8.323","8.324",,,,"2017-2018",,,Y,,,,,
"8.962","General Relativity","G","18.03;18.06;8.07",,,,,,,,Y,,"A. Guth",,,
"8.971","Astrophysics Seminar","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.972","Astrophysics Seminar","G","Permission of instructor",,,,,,Y,,Y,,,,,
"8.981","Selected Topics in Astrophysics","G","Permission of Instructor",,,,,"2018-2019",,,Y,,,,,
"8.982","Selected Topics in Astrophysics","G","Permission of Instructor",,,,,"2018-2019",,,Y,,,,,
"8.995","Practical Work Experience","G","",,,,,,Y,Y,Y,Y,,,,
"8.S301","Special Subject: Physics","G","Permission of instructor",,,,,,,,Y,,,,,
"8.S421","Special Subject:  Physics","G","Permission of instructor",,,,,"2017-2018",Y,,,,,,,
"8.THG","Graduate Physics Thesis","G","Permission of instructor",,,,,,Y,Y,Y,Y,"Fall:  C. Modica\nSpring:  I. Stewart",,,
"9.00","Introduction to Psychological Science","U","",,,,,,,,Y,,"J. Gabrieli",,"HASS-S",
