Subject Id,Subject Title,Subject Level,Lecture Units,Lab Units,Preparation Units,Total Units,Gir Attribute,Comm Req Attribute,Hass Attribute,Prerequisites,Corequisites,Subject Description,Joint Subjects,Meets With Subjects,Equivalent Subjects,Not Offered Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term,Quarter Information,Instructors,Schedule,URL
"CMS.335","Short Attention Span Documentary","U",3,0,9,12,,,"HASS-A","",,"Focuses on the production of short (1- to 5-minute) digital video documentaries: a form of non-fiction filmmaking that has proliferated in recent years due to the ubiquity of palm-sized and mobile phone cameras and the rise of web-based platforms, such as YouTube. Students shoot, edit, workshop and revise a series of short videos meant to engage audiences in a topic, introduce them to new ideas, and/or persuade them. Screenings and discussions cover key principles of documentary film - narrative, style, pace, point of view, argument, character development - examining how they function and change in short format. Students taking graduate version complete additional assignments. Limited to 16.","21W.790[J]","21W.890",,,,,Y,,,"R. Ellis Adams","Lecture,26-142/TR/0/1-2.30","http://student.mit.edu/catalog/mCMSa.html#CMS.335"
"CMS.336","Social Justice and The Documentary Film","U",3,0,9,12,,,"HASS-A","",,"Explores the history and current state of social-issue documentary. Examines how cultural and political upheaval and technological change have converged at different moments to bring about new waves of activist documentary film production. Particular focus on films and other non-fiction media of the present and recent past. Students screen and analyze a series of key films and work in groups to produce their own short documentary using digital video and computer-based editing. Students taking graduate version complete additional assignments. Limited to 18.","21W.786[J]","CMS.836",,"2017-2018",Y,,,,,"V. Bald",,"http://student.mit.edu/catalog/mCMSa.html#CMS.336"
"CMS.338","Innovation in Documentary: Technologies and Techniques","U",3,0,9,12,,,"HASS-A","CMS.100,permission of instructor",,"Discusses emerging technologies and techniques available to media-makers (e.g., location-based technologies, transmedia storytelling, crowdsourcing, and interactivity) and their implications on the film and television documentary. Studies the development of these tools and considers the many new directions in which they may take the genre. Includes screenings, meetings with documentary makers, and an experimental component in which students can explore new approaches to documentary production. Students taking graduate version complete additional assignments.",,"CMS.838",,"2018-2019",Y,,,,,"W. Uricchio",,"http://student.mit.edu/catalog/mCMSa.html#CMS.338"
"CMS.339","Virtual Reality and Immersive Media Production","U",3,0,9,12,,,"HASS-A","Permission of instructor",,"Provides an overview of historical developments and current innovations in virtual reality (e.g., gear, software, and storytelling techniques) and looks into new trends in augmented, mixed and holographic reality. Includes practical instruction and a step-by-step exploration of the fundamentals of virtual reality creation - from new visual languages and grammars, to storyboarding, scripting, sound design and editing, to new and innovative ways to capture, scan and reproduce 360-degree images. Students taking graduate version complete additional assignments. Limited to 18.",,"CMS.839",,,,,Y,,,"S. Rodriguez",,"http://student.mit.edu/catalog/mCMSa.html#CMS.339"
"CMS.350","Topics and Methods in 21st-Century Journalism","U",3,0,9,12,,,"HASS-H","",,"Gives a broad understanding of what it means to produce journalism today. Evaluates the limitations and strengths of specific types of media, ranging from New York Times stories to Twitter feeds. Provides students with tools to effectively communicate their own work and research to non-specialist audiences. Students submit assignments via an online portal, which mimics the style and substance of an online news source. Students taking graduate version complete additional assignments. Limited to 12.","21W.737[J]","CMS.850",,,,,Y,,,"S. Mnookin",,"http://student.mit.edu/catalog/mCMSa.html#CMS.350"
"CMS.356","Advertising and Media: Comparative Perspectives","U",3,0,9,12,,,"HASS-H","",,"Compares modern and contemporary advertising culture in China, the US, and other emerging markets. First half focuses on branding in the old media environment; second half introduces the changing practice of advertising in the new media environment. Topics include branding and positioning, media planning, social media campaigns, cause marketing 2.0, social TV, and mobility marketing. Required lab work includes interactive sessions in branding a team product for the US (or a European country) and China markets. Taught in English and requires no knowledge of Chinese. Students taking graduate version complete additional assignments.","21G.036[J]","21G.190,CMS.888",,,,,Y,,,"J. Wang",,"http://student.mit.edu/catalog/mCMSa.html#CMS.356"
"CMS.360","Introduction to Civic Media","U",3,0,9,12,,,"HASS-H","",,"Examines civic media in comparative, transnational and historical perspectives. Introduces various theoretical tools, research approaches, and project design methods. Students engage with multimedia texts on concepts such as citizen journalism, transmedia activism, media justice, and civic, public, radical, and tactical media. Case studies explore civic media across platforms (print, radio, broadcast, internet), contexts (from local to global, present-day to historical), and use (dialogic, contentious, hacktivist). As a final project, students develop a case study or project proposal. Students taking the graduate version complete additional assignments. Limited to 20.",,"CMS.860",,,,,Y,,,"S. Costanza-Chock","Lecture,56-167/M/0/2-5","http://student.mit.edu/catalog/mCMSa.html#CMS.360"
"CMS.361","Networked Social Movements: Media and Mobilization","U",3,0,9,12,,,"HASS-S","",,"Provides an overview of social movement studies as a body of theoretical and empirical work, with an emphasis on understanding the relationship between social movements and the media. Explores multiple methods of social movement investigation, including textual and media analysis, surveys, interviews, focus groups, participant observation, and co-research. Covers recent innovations in social movement theory, as well as new data sources and tools for research and analysis. Includes short papers, a literature review, and a final research project. Students taking graduate version complete additional assignments. Limited to 16.",,"CMS.861",,"2017-2018",,,Y,,,"S. Costanza-Chock",,"http://student.mit.edu/catalog/mCMSa.html#CMS.361"
"CMS.362","Civic Media Collaborative Design Studio","U",3,0,9,12,,,"HASS-S","One subject in CMS,MAS",,"Project-based studio focusing on collaborative design of civic media provides a service-learning opportunity for students interested in working with community organizations. Multidisciplinary teams create civic media projects based on real-world community needs. Covers co-design methods and best practices to include the user community in iterative stages of project ideation, design, implementation, testing, and evaluation. Students taking graduate version complete additional assignments. Limited to 16.",,"CMS.862",,"2018-2019",,,Y,,,"S. Costanza-Chock",,"http://student.mit.edu/catalog/mCMSa.html#CMS.362"
"CMS.376","History of Media and Technology","U",3,0,9,12,,"CI-H","HASS-H","",,"Surveys the interrelated histories of communications media and technological development, from the emergence of 19th-century forms of mass print media and telegraphy, to sound capture and image-based forms (e.g., film, radio, and television), to the shift from analog to digital cultures. Examines how new forms of communication exert social, political, and cultural influences in the global context. Explores how technological innovation and accelerating media affect social values and behaviors in the popular and global adoption of a media device. Includes two papers and a research project on aspects of media history. Students taking graduate version complete additional assignments. Enrollment limited.",,"CMS.876",,,Y,,,,,"J. Paradis",,"http://student.mit.edu/catalog/mCMSa.html#CMS.376"
"CMS.400","Media Systems and Texts","U",3,3,6,12,,,"HASS-H","One subject in Comparative Media Studies,permission of instructor",,"Explores theoretical, historical and critical approaches to the comparative study of media. Examines media from three perspectives: the historical evolution of particular media forms (media in transition); the migration of particular narratives across different media forms (trans-media texts); and the ways in which media texts and systems cross cultural and national boundaries (global crossings). Instruction and practice in written and oral communication provided.",,,,,Y,,,,,"J. Picker",,"http://student.mit.edu/catalog/mCMSa.html#CMS.400"
"CMS.405","Visual Design","U",3,3,6,12,,,"HASS-H","21L.011,CMS.100",,"Examines the process of making and sharing visual artifacts using a trans-cultural, trans-historical, constructionist approach. Explores the relationship between perceived reality and the narrative imagination, how an author's choice of medium and method constrains the work, how desire is integrated into the structure of a work, and how the cultural/economic opportunity for exhibition/distribution affects the realization of a work.  Instruction and practice in written and oral communication provided. Limited to 20.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.405"
"CMS.407","Sound Studies","U",3,0,9,12,,,"HASS-H","",,"Explores the ways in which humans experience the realm of sound and how perceptions and technologies of sound emerge from cultural, economic, and historical worlds. Examines how environmental, linguistic, and musical sounds are construed cross-culturally. Describes the rise of telephony, architectural acoustics, and sound recording, and the globalized travel of these technologies. Addresses questions of ownership, property, authorship, and copyright in the age of digital file sharing. Particular focus on how the sound/noise boundary is imagined, created and modeled across diverse sociocultural and scientific contexts. Auditory examples--sound art, environmental recordings, music--will be provided and invited. Instruction and practice in written and oral communication provided. Limited to 20.",,,,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.407"
"CMS.587","Introduction to Education: Understanding and Evaluating Education","U",3,6,3,12,,"CI-H","HASS-S","",,"One of two introductory subjects on teaching and learning science and mathematics in a variety of K-12 settings.  Topics include student misconceptions, formative assessment, standards and standardized testing, multiple intelligences, and educational technology.   Students gain practical experience through weekly visits to schools, classroom discussions, selected readings, and activities to develop a critical and broad understanding of past and current forces that shape the goals and processes of education, and explores the challenges and opportunities of teaching. Students work collaboratively and individually on papers, projects, and in-class presentations. Limited to 25.","11.125[J]",,,,,,Y,,,,"Lecture,5-134/TR/0/2.30-4","http://student.mit.edu/catalog/mCMSa.html#CMS.587"
"CMS.590","Design and Development of Games for Learning","U",3,6,3,12,,,"HASS-H","",,"Immerses students in the process of building and testing their own digital and board games in order to better understand how we learn from games.  Explores the design and use of games in the classroom in addition to research and development issues associated with computer-based (desktop and handheld) and non-computer-based media. In developing their own games, students examine what and how people learn from them (including field testing of products), as well as how games can be implemented in educational settings.  All levels of computer experience welcome.  Students taking graduate version complete additional assignments.","11.127[J]","11.252[J],CMS.863[J]",,,,,Y,,,"E. Klopfer","Lecture,5-134/TR/0/1-2.30","http://student.mit.edu/catalog/mCMSa.html#CMS.590"
"CMS.592","Educational Theory and Practice II","U",3,0,9,12,,,,"11.129",,"Concentrates on the theory and psychology associated with student learning. Topics include educational theory, educational psychology, and theories of learning. Students assume responsibility for full-time teaching of two or more classes at their designated school. Class sessions focus on debriefing and problem-solving. Second of a three-course sequence necessary to complete the Teacher Education Program.","11.130[J]",,,,,Y,,,,"G. Schwanbeck",,"http://student.mit.edu/catalog/mCMSa.html#CMS.592"
"CMS.593","Educational Theory and Practice III","U",3,0,9,12,,,"HASS-S","11.130",,"Students continue their IAP student teaching through mid March. Topics include educational psychology, theories of learning, and using technology and evaluating its effectiveness to enhance student learning. Assignments include readings from educational literature, written reflections on student teaching, presentations on class topics and creating a project that supports student learning at the school where the MIT student is teaching. This is the third of the three-course sequence necessary to complete the Teacher Education Program.","11.131[J]",,,,,,Y,,,"G. Schwanbeck","Lecture,1-134/TR/0/4-5.30","http://student.mit.edu/catalog/mCMSa.html#CMS.593"
"CMS.594","Education Technology Studio","U",3,0,9,12,,,,"",,"Uses media and technology to develop new forms of learning experiences for schools, workplace, and informal settings. Students participate in a range of projects that hone understanding and skills in learning science, instructional design, development, and evaluation. Topics vary but include developing new media and activities for massive open online courses, creating practice spaces for practitioners in the professions and humanities, and developing new approaches to assessment in complex learning environments. Students taking graduate version complete additional assignments.",,"CMS.894",,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.594"
"CMS.603","Independent Study","U",,,,,,,,"Permission of instructor",,"Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.",,,,,Y,Y,Y,Y,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.603"
"CMS.604","Independent Study","U",,,,,,,,"Permission of instructor",,"Opportunity for individual research in comparative media studies. Registration subject to prior arrangement for subject matter and supervision by a faculty member.",,,,,Y,Y,Y,Y,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.604"
"CMS.605","Media Internship","U",,,,,,,,"",,"Part-time internships arranged in Boston and the wider Northeast for students wishing to develop professional experience in a media production organization or industry.  Students work with a CMS faculty advisor to produce a white paper on a research topic of interest based on their intern experience.   Students planning to take this subject must contact the instructor before the end of the preceding term.",,,,,Y,,Y,,,"Fall:  J. Paradis\nSpring:  J. Paradis",,"http://student.mit.edu/catalog/mCMSa.html#CMS.605"
"CMS.606","Media Internship","G",,,,,,,,"",,"Part-time internships arranged in Boston and the wider Northeast for students wishing to develop professional experience in a media production organization or industry.  Students work with a CMS/W faculty advisor to produce a white paper on a research topic of interest based on their intern experience.   Students planning to take this subject must contact the instructor before the end of the preceding term.",,,,,Y,Y,Y,,,"Spring:  J. Paradis",,"http://student.mit.edu/catalog/mCMSa.html#CMS.606"
"CMS.608","Game Design","U",3,3,6,12,,,"HASS-A","One subject in Comparative Media Studies,permission of instructor",,"Practical instruction in the design and analysis of non-digital games. Provides students the texts, tools, references, and historical context to analyze and compare game designs across a variety of genres. In teams, students design, develop, and thoroughly test their original games to better understand the interaction and evolution of game rules. Covers various genres and types of games, including sports, game shows, games of chance, card games, schoolyard games, board games, and role-playing games. Students taking the graduate version complete additional assignments. Limited to 20.",,"CMS.864",,,Y,,,,,"P. Tan, R. Eberhardt",,"http://student.mit.edu/catalog/mCMSa.html#CMS.608"
"CMS.609","The Word Made Digital","U",3,0,9,12,,,"HASS-A","",,"Video games, digital art and literature, online texts, and source code are analyzed in the contexts of history, culture, and computing platforms. Approaches from poetics and computer science are used to understand the non-narrative digital uses of text. Students undertake critical writing and creative computer projects to encounter digital writing through practice. This involves reading and modifying computer programs; therefore previous programming experience, although not required, will be helpful. Students taking graduate version complete additional assignments. Limited to 18.","21W.764[J]","CMS.846",,,,,Y,,,"N. Montfort","Lecture,14/W/0/2-5,E-310/W/0/2-5","http://student.mit.edu/catalog/mCMSa.html#CMS.609"
"CMS.610","Media Industries and Systems: The Art, Science and Business of Games","U",3,0,9,12,,,"HASS-S","Two CMS subjects,permission of instructor",,"Examines the interplay of art, science, law, and commerce in the production, marketing, distribution, and consumption of historic and contemporary videogames. Students create prototypes and develop marketing programs to illustrate the challenges of producing videogames in a professional context. Combines perspectives on media industries and systems with an examination of the creative process, development, and trends that shape content. Includes discussions with industry leaders in various areas. Students taking graduate version complete additional assignments.",,"CMS.922",,"2017-2018",,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.610"
"CMS.611","Creating Video Games","U",3,3,6,12,,,"HASS-A","6.01,CMS.301,CMS.608",,"Introduces students to the complexities of working in small, multidisciplinary teams to develop video games. Covers creative design and production methods, stressing design iteration and regular testing across all aspects of game development (design, visual arts, music, fiction, and programming). Assumes a familiarity with current video games, and the ability to discuss games critically. Previous experience in audio design, visual arts, or project management recommended. Limited to 24.","6.073[J]",,,,,,Y,,,"P. Tan, S. Verrilli, R. Eberhardt","Lecture,E25-117/M/0/1-4;Lab,E25-117/W/0/1-4","http://student.mit.edu/catalog/mCMSa.html#CMS.611"
"CMS.612","Writing for Videogames","U",3,0,9,12,,,"HASS-A","",,"Explores the convergence of fiction, dramatic writing and game design in writing for videogames. Addresses the problematic relationship between storytelling and games, from both an analytical and practical standpoint. Discusses theory and analysis of pre-existing games. Assignments provide students the opportunity to tackle specific writing problems in a creative way. Basic programming knowledge and previous coursework in game design, videogame theory, interactive narrative or play writing is useful but not required. Graduate students complete additional assignments.","21W.767[J]","CMS.866",,,,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.612"
"CMS.613","Writing for Social Media","U",3,0,9,12,,,"HASS-A","",,"Explores how social media is changing our understanding of writing, multimedia, and authorship. Through individual assignments and collaborative work, students contribute to an overarching writing project developed in a networked software environment, and develop their own social media practices. Assigned readings include exemplary selections from existing public social media projects, as well as scholarly work and analysis by noted media critics. Limited to 18.","21W.751[J]",,,,,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.613"
"CMS.614","Network Cultures","U",3,0,9,12,,,"HASS-H","",,"Focuses on the social and cultural aspects of networked life through internet-related technologies (including computers, mobile devices, entertainment technologies, and emerging media forms). Theories and readings focus on the cultural, social, economic, and political aspects of internet use and design. Topics include online communication and communities, social media, gender and race in network spaces, activism and hacking, networked publics, remix culture and intellectual property. Instruction and practice in written and oral communication provided. Students taking the graduate version complete additional readings and assignments.","21W.791[J]","CMS.867",,,,,Y,,,"T. L. Taylor","Lecture,5-232/W/0/2-5","http://student.mit.edu/catalog/mCMSa.html#CMS.614"
"CMS.615","Games for Social Change","U",3,0,9,12,,,"HASS-H","",,"Examines how various movements have tried over time to create games that enable players to enact social change. Students collaborate in teams to design and prototype games for social change and civic engagement. In a workshop setting, teams develop games and showcase them at an end-of-term open house. Features guest speakers from academia and industry as well as the nonprofit sector and the gaming community. Readings explore principals of game design and the social history of games. Students taking graduate version complete additional assignments.",,"CMS.815",,,,,Y,,,"S. Osterweil","Lecture,56-154/TR/0/2.30-4","http://student.mit.edu/catalog/mCMSa.html#CMS.615"
"CMS.616","Games and Culture","U",3,0,9,12,,,"HASS-S","",,"Examines the social, cultural, economic, and political aspects of digital games. Topics include the culture of gameplay, gaming styles, communities, spectatorship and performance, gender and race within digital gaming, and the politics and economics of production processes, including co-creation and intellectual property. Students taking graduate version complete additional readings and assignments.","21W.768[J],WGS.125[J]","CMS.868",,,Y,,,,,"T. L. Taylor",,"http://student.mit.edu/catalog/mCMSa.html#CMS.616"
"CMS.617","Advanced Game Studio","U",3,3,6,12,,,"HASS-A","CMS.608,CMS.611",,"Students join the class in pre-formed teams, which work under the supervision of experienced mentors to complete a term-long game creation project. Covers management best practices for software engineering teams; creative expression as a collaborative project; developing and evaluating prototypes for potential viability, and translating them into a final polished product; planning and running qualitative testing of design elements; and targeting and selecting an appropriate audience for testing. Includes regular reviews and critiques to discuss progress, design, and work plan. Culminates with public presentation of games. Limited to 15.",,,,,Y,,,,,"S. Verrilli, R. Eberhardt, A. Grant",,"http://student.mit.edu/catalog/mCMSa.html#CMS.617"
"CMS.618","Interactive Narrative","U",3,0,9,12,,,"HASS-A","",,"Provides a workshop environment for understanding interactive narrative (print and digital) through critical writing, narrative theory, and creative practice. Covers important multisequential books, hypertexts, and interactive fictions. Students write critically, and give presentations, about specific works; write a short multisequential fiction; and develop a digital narrative system, which involves significant writing and either programming or the structuring of text. Programming ability helpful.","21L.489[J],21W.765[J]","CMS.845",,,Y,,,,,"N. Montfort",,"http://student.mit.edu/catalog/mCMSa.html#CMS.618"
"CMS.619","Gender and Media Studies","U",3,0,9,12,,,"HASS-H","",,"Examines representations of race, gender, and sexual identity in the media. Considers issues of authorship, spectatorship, and the ways in which various media (film, television, print journalism, advertising) enable, facilitate, and challenge these social constructions in society. Studies the impact of new media and digital media through analysis of gendered and racialized language and embodiment online in blogs and vlogs, avatars, and in the construction of cyberidentities. Provides introduction to feminist approaches to media studies by drawing from work in feminist film theory, cultural studies, gender and politics, and cyberfeminism.","WGS.111[J]",,,,Y,,,,,"K. Surkan",,"http://student.mit.edu/catalog/mCMSa.html#CMS.619"
"CMS.621","Fans and Fan Cultures","U",3,0,9,12,,,"HASS-H","",,"Examines media audiences - specifically, fans - and the subcultures that evolve around them. Examines the different historical, contemporary and transnational understandings of fans. Explores products of fan culture, i.e., clubs, fiction, 'vids,' activism, etc. Readings place these products within the context of various disciplines. Students consider the concept of the 'aca-fan' and reflect on their own 'fannish' practices. Requires several short papers. Students taking graduate version complete additional assignments. Limited to 20.",,"CMS.821",,,,,Y,,,,,"http://student.mit.edu/catalog/mCMSa.html#CMS.621"
"CMS.622","Applying Media Technologies in the Arts and Humanities","U",2,2,8,12,,,"HASS-A","",,"Introduces students to the use of new media technologies to design and develop fresh approaches to creating new content in the arts and humanities.  Students explore the rapidly expanding world of contemporary media technologies through team work in which they choose from a selection of approaches such as mobile data, civic media, digital humanities, and game prototyping to create novel media objects or compositions. Readings include a selection of classic and contemporary critical and design works from the arts and humanities.",,,,"2017-2018",Y,,,,,"J. Paradis",,"http://student.mit.edu/catalog/mCMSa.html#CMS.622"
"CMS.627","Imagination, Computation, and Expression Studio","U",3,0,9,12,,,"HASS-A","Permission of instructor",,"Aims to help students invent and analyze new forms of computer-based art, gaming, social media, interactive narrative, and related technologies. Students participate in a range of new and ongoing projects that are designed to hone skills in research, development, design, and evaluation. Topics vary from year to year; examples include cognitive science and artificial intelligence-based approaches to the arts; social aspects of game design; computing for social empowerment; and game character, avatar, and online profile design. May be repeated for credit with permission of instructor. Students taking graduate version complete additional assignments.",,"CMS.827",,"2017-2018",,,Y,,,"D. F. Harrell",,"http://student.mit.edu/catalog/mCMSa.html#CMS.627"
"CMS.628","Advanced Identity Representation","U",3,0,9,12,,,"HASS-A","Permission of instructor",,"Studies and develops computational identity systems for games, social media, virtual worlds, and computer-based artwork. An interdisciplinary set of readings (cognitive science, computer science, art, and sociology) looks at both the underlying technology and the social/cultural aspects of identity. Includes topics such as developing improved characters, avatars, agents, social networking profiles, and online accounts. Engages students in on-going  research projects. Explores how social categories are formed in digital media, including gender, class, and ethnicity, along with everyday social categories (such as those based on personality or shared media preferences). Experience required in one of the following: computer programming, graphic design, web development, interaction design, or social science research methods. Students taking graduate version complete additional assignments.",,"CMS.828",,,,,Y,,,"D. F. Harrell","Lecture,E15-335/W/0/1-4","http://student.mit.edu/catalog/mCMSa.html#CMS.628"
"CMS.631","Data Storytelling Studio","U",3,0,9,12,,,"HASS-A","",,"Explores visualization methodologies to conceive and represent systems and data, e.g., financial, media, economic, political, etc. Covers basic methods for research, cleaning, and analysis of datasets. Introduces creative methods of data presentation and storytelling. Considers the emotional, aesthetic, ethical, and practical effects of different presentation methods as well as how to develop metrics for assessing impact. Work centers on readings, visualization exercises, and a final project. Students taking graduate version complete additional assignments.",,"CMS.831,MAS.784",,,,,Y,,,"R. Bhargava","Lecture,4-261/TR/0/11-12.30","http://student.mit.edu/catalog/mCMSa.html#CMS.631"
